(iter 5) [0.0, 0.5323, -0.1758] = 434.9980, sampling [0.0, 0.3565, 0.5659]. Recommendation = [0.0, 0.5323, -0.1758], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3565, 0.5659] = 436.6304, sampling [0.0, 0.4237, 1.2749]. Recommendation = [0.0, 0.3565, 0.5659], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.3565, 0.5659] = 436.6304, sampling [0.0, 0.1086, 0.0327]. Recommendation = [0.0, 0.3565, 0.5659], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.2813, 0.2467]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, -0.1245, 0.5289]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.7487, 0.7958]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.1463, 0.8006]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.5159, 0.1491]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.8224, 1.0900]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, -0.3244, 0.2026]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, -0.3137, -0.2689]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.2301, -0.3295]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, -0.0070, -0.0208]. Recommendation = [0.0, -0.0070, -0.0208], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.4981, 1.9501]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 0.1932, 0.3486]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 19000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 1.2696, 1.0244]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 20000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 1.1846, 1.3115]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 21000.00, Rho = -1.230
(iter 7) [0.0, 0.1086, 0.0327] = 455.4617, sampling [0.0, 1.0250, 1.0802]. Recommendation = [0.0, 0.1086, 0.0327], Current Cost = 22000.00, Rho = -1.230
