(iter 10) [0.0, 1.0365] = 113.2756, sampling [1.0, 1.0321]. Recommendation = [0.0, 1.0365], Current Cost = 75.44, Rho = 1.000
(iter 10) [0.0, 1.0365] = 113.2756, sampling [1.0, 1.0432]. Recommendation = [0.0, 1.0365], Current Cost = 78.98, Rho = 1.000
(iter 10) [0.0, 1.0365] = 113.2756, sampling [0.0, 1.0463]. Recommendation = [0.0, 1.0365], Current Cost = 82.51, Rho = 1.000
(iter 12) [0.0, 1.0463] = 113.2809, sampling [1.0, 1.0498]. Recommendation = [0.0, 1.0463], Current Cost = 94.06, Rho = 1.000
(iter 12) [0.0, 1.0463] = 113.2809, sampling [1.0, 1.0463]. Recommendation = [0.0, 1.0463], Current Cost = 97.60, Rho = 1.000
(iter 12) [0.0, 1.0463] = 113.2809, sampling [1.0, 1.0569]. Recommendation = [0.0, 1.0463], Current Cost = 101.14, Rho = 1.000
(iter 12) [0.0, 1.0463] = 113.2809, sampling [1.0, 1.0531]. Recommendation = [0.0, 1.0463], Current Cost = 104.68, Rho = 1.000
(iter 12) [0.0, 1.0463] = 113.2809, sampling [0.0, 1.0569]. Recommendation = [0.0, 1.0463], Current Cost = 108.22, Rho = 1.000
(iter 17) [0.0, 1.0569] = 113.2855, sampling [1.0, 1.0611]. Recommendation = [0.0, 1.0569], Current Cost = 119.77, Rho = 1.000
(iter 17) [0.0, 1.0569] = 113.2855, sampling [1.0, 1.0663]. Recommendation = [0.0, 1.0569], Current Cost = 123.31, Rho = 1.000
(iter 17) [0.0, 1.0569] = 113.2855, sampling [0.0, 1.0694]. Recommendation = [0.0, 1.0569], Current Cost = 126.85, Rho = 1.000
(iter 20) [0.0, 1.0694] = 113.2903, sampling [1.0, 1.0741]. Recommendation = [0.0, 1.0694], Current Cost = 138.40, Rho = 1.000
(iter 20) [0.0, 1.0694] = 113.2903, sampling [1.0, 1.0694]. Recommendation = [0.0, 1.0694], Current Cost = 141.93, Rho = 1.000
(iter 20) [0.0, 1.0694] = 113.2903, sampling [1.0, 1.0805]. Recommendation = [0.0, 1.0694], Current Cost = 145.47, Rho = 1.000
(iter 20) [0.0, 1.0694] = 113.2903, sampling [0.0, 1.0764]. Recommendation = [0.0, 1.0694], Current Cost = 149.01, Rho = 1.000
(iter 24) [0.0, 1.0764] = 113.2925, sampling [1.0, 1.0872]. Recommendation = [0.0, 1.0764], Current Cost = 160.56, Rho = 1.000
(iter 24) [0.0, 1.0764] = 113.2925, sampling [0.0, 1.0890]. Recommendation = [0.0, 1.0764], Current Cost = 164.10, Rho = 1.000
(iter 26) [0.0, 1.0890] = 113.2956, sampling [1.0, 1.0947]. Recommendation = [0.0, 1.0890], Current Cost = 175.65, Rho = 1.000
(iter 26) [0.0, 1.0890] = 113.2956, sampling [1.0, 1.0890]. Recommendation = [0.0, 1.0890], Current Cost = 179.19, Rho = 1.000
(iter 26) [0.0, 1.0890] = 113.2956, sampling [1.0, 1.1040]. Recommendation = [0.0, 1.0890], Current Cost = 182.73, Rho = 1.000
(iter 26) [0.0, 1.0890] = 113.2956, sampling [0.0, 1.0988]. Recommendation = [0.0, 1.0890], Current Cost = 186.27, Rho = 1.000
(iter 30) [0.0, 1.0988] = 113.2972, sampling [1.0, 1.0988]. Recommendation = [0.0, 1.0988], Current Cost = 197.82, Rho = 1.000
(iter 30) [0.0, 1.0988] = 113.2972, sampling [1.0, 1.1093]. Recommendation = [0.0, 1.0988], Current Cost = 201.35, Rho = 1.000
(iter 30) [0.0, 1.0988] = 113.2972, sampling [0.0, 1.1059]. Recommendation = [0.0, 1.0988], Current Cost = 204.89, Rho = 1.000
(iter 33) [0.0, 1.1059] = 113.2981, sampling [1.0, 1.1172]. Recommendation = [0.0, 1.1059], Current Cost = 216.44, Rho = 1.000
(iter 33) [0.0, 1.1059] = 113.2981, sampling [0.0, 1.1135]. Recommendation = [0.0, 1.1059], Current Cost = 219.98, Rho = 1.000
(iter 35) [0.0, 1.1135] = 113.2989, sampling [1.0, 1.1135]. Recommendation = [0.0, 1.1135], Current Cost = 231.53, Rho = 1.000
(iter 35) [0.0, 1.1135] = 113.2989, sampling [1.0, 1.1247]. Recommendation = [0.0, 1.1135], Current Cost = 235.07, Rho = 1.000
