(iter 5) [0.0, 0.9437] = 113.1782, sampling [0.0, 0.9493]. Recommendation = [0.0, 0.9437], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 0.9493] = 113.1877, sampling [0.0, 0.9531]. Recommendation = [0.0, 0.9493], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 0.9531] = 113.1938, sampling [0.0, 0.9564]. Recommendation = [0.0, 0.9531], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 0.9564] = 113.1981, sampling [0.0, 0.9626]. Recommendation = [0.0, 0.9564], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 0.9626] = 113.2065, sampling [0.0, 0.9683]. Recommendation = [0.0, 0.9626], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 0.9683] = 113.2144, sampling [0.0, 0.9730]. Recommendation = [0.0, 0.9683], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 0.9730] = 113.2207, sampling [0.0, 0.9803]. Recommendation = [0.0, 0.9730], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 0.9803] = 113.2289, sampling [0.0, 0.9766]. Recommendation = [0.0, 0.9803], Current Cost = 138.57, Rho = -1.230
(iter 11) [0.0, 0.9803] = 113.2289, sampling [0.0, 0.9865]. Recommendation = [0.0, 0.9803], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 0.9865] = 113.2355, sampling [0.0, 0.9921]. Recommendation = [0.0, 0.9865], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 0.9921] = 113.2416, sampling [0.0, 0.9964]. Recommendation = [0.0, 0.9921], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 0.9964] = 113.2455, sampling [0.0, 1.0031]. Recommendation = [0.0, 0.9964], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.0031] = 113.2519, sampling [0.0, 1.0099]. Recommendation = [0.0, 1.0031], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.0099] = 113.2570, sampling [0.0, 1.0071]. Recommendation = [0.0, 1.0099], Current Cost = 207.85, Rho = -1.230
(iter 17) [0.0, 1.0099] = 113.2570, sampling [0.0, 1.0158]. Recommendation = [0.0, 1.0099], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.0158] = 113.2617, sampling [0.0, 1.0206]. Recommendation = [0.0, 1.0158], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.0206] = 113.2654, sampling [0.0, 1.0256]. Recommendation = [0.0, 1.0206], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.0256] = 113.2688, sampling [0.0, 1.0298]. Recommendation = [0.0, 1.0256], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.0298] = 113.2714, sampling [0.0, 1.0372]. Recommendation = [0.0, 1.0298], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.0372] = 113.2762, sampling [0.0, 1.0345]. Recommendation = [0.0, 1.0372], Current Cost = 277.14, Rho = -1.230
(iter 23) [0.0, 1.0372] = 113.2762, sampling [0.0, 1.0437]. Recommendation = [0.0, 1.0372], Current Cost = 288.69, Rho = -1.230
(iter 25) [0.0, 1.0437] = 113.2794, sampling [0.0, 1.0486]. Recommendation = [0.0, 1.0437], Current Cost = 300.23, Rho = -1.230
(iter 26) [0.0, 1.0486] = 113.2819, sampling [0.0, 1.0539]. Recommendation = [0.0, 1.0486], Current Cost = 311.78, Rho = -1.230
(iter 27) [0.0, 1.0539] = 113.2842, sampling [0.0, 1.0603]. Recommendation = [0.0, 1.0539], Current Cost = 323.33, Rho = -1.230
(iter 28) [0.0, 1.0603] = 113.2871, sampling [0.0, 1.0569]. Recommendation = [0.0, 1.0603], Current Cost = 334.88, Rho = -1.230
(iter 28) [0.0, 1.0603] = 113.2871, sampling [0.0, 1.0650]. Recommendation = [0.0, 1.0603], Current Cost = 346.42, Rho = -1.230
(iter 30) [0.0, 1.0650] = 113.2886, sampling [0.0, 1.0713]. Recommendation = [0.0, 1.0650], Current Cost = 357.97, Rho = -1.230
(iter 31) [0.0, 1.0713] = 113.2910, sampling [0.0, 1.0783]. Recommendation = [0.0, 1.0713], Current Cost = 369.52, Rho = -1.230
(iter 32) [0.0, 1.0783] = 113.2930, sampling [0.0, 1.0738]. Recommendation = [0.0, 1.0783], Current Cost = 381.07, Rho = -1.230
(iter 32) [0.0, 1.0783] = 113.2930, sampling [0.0, 1.0858]. Recommendation = [0.0, 1.0783], Current Cost = 392.61, Rho = -1.230
(iter 34) [0.0, 1.0858] = 113.2947, sampling [0.0, 1.0837]. Recommendation = [0.0, 1.0858], Current Cost = 404.16, Rho = -1.230
(iter 34) [0.0, 1.0858] = 113.2947, sampling [0.0, 1.0960]. Recommendation = [0.0, 1.0858], Current Cost = 415.71, Rho = -1.230
(iter 36) [0.0, 1.0960] = 113.2967, sampling [0.0, 1.0898]. Recommendation = [0.0, 1.0960], Current Cost = 427.26, Rho = -1.230
(iter 36) [0.0, 1.0960] = 113.2967, sampling [0.0, 1.1054]. Recommendation = [0.0, 1.0960], Current Cost = 438.80, Rho = -1.230
(iter 38) [0.0, 1.1054] = 113.2981, sampling [0.0, 1.1016]. Recommendation = [0.0, 1.1054], Current Cost = 450.35, Rho = -1.230
(iter 38) [0.0, 1.1054] = 113.2981, sampling [0.0, 1.1139]. Recommendation = [0.0, 1.1054], Current Cost = 461.90, Rho = -1.230
(iter 40) [0.0, 1.1139] = 113.2989, sampling [0.0, 1.1104]. Recommendation = [0.0, 1.1139], Current Cost = 473.45, Rho = -1.230
(iter 40) [0.0, 1.1139] = 113.2989, sampling [0.0, 1.1206]. Recommendation = [0.0, 1.1139], Current Cost = 484.99, Rho = -1.230
(iter 42) [0.0, 1.1206] = 113.2993, sampling [0.0, 1.1166]. Recommendation = [0.0, 1.1206], Current Cost = 496.54, Rho = -1.230
(iter 42) [0.0, 1.1206] = 113.2993, sampling [0.0, 1.1284]. Recommendation = [0.0, 1.1206], Current Cost = 508.09, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1369]. Recommendation = [0.0, 1.1284], Current Cost = 519.64, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1332]. Recommendation = [0.0, 1.1284], Current Cost = 531.18, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1460]. Recommendation = [0.0, 1.1284], Current Cost = 542.73, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1402]. Recommendation = [0.0, 1.1284], Current Cost = 554.28, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1544]. Recommendation = [0.0, 1.1284], Current Cost = 565.83, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1504]. Recommendation = [0.0, 1.1284], Current Cost = 577.37, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1652]. Recommendation = [0.0, 1.1284], Current Cost = 588.92, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1598]. Recommendation = [0.0, 1.1284], Current Cost = 600.47, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1741]. Recommendation = [0.0, 1.1284], Current Cost = 612.02, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1694]. Recommendation = [0.0, 1.1284], Current Cost = 623.56, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1872]. Recommendation = [0.0, 1.1284], Current Cost = 635.11, Rho = -1.230
(iter 44) [0.0, 1.1284] = 113.2995, sampling [0.0, 1.1818]. Recommendation = [0.0, 1.1284], Current Cost = 646.66, Rho = -1.230
