(iter 5) [0.0, 1.0252] = 113.2688, sampling [0.0, 1.0398]. Recommendation = [0.0, 1.0252], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.0398] = 113.2773, sampling [0.0, 1.0573]. Recommendation = [0.0, 1.0398], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.0573] = 113.2859, sampling [0.0, 1.0507]. Recommendation = [0.0, 1.0573], Current Cost = 80.83, Rho = -1.230
(iter 6) [0.0, 1.0573] = 113.2859, sampling [0.0, 1.0743]. Recommendation = [0.0, 1.0573], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.0743] = 113.2919, sampling [0.0, 1.0645]. Recommendation = [0.0, 1.0743], Current Cost = 103.93, Rho = -1.230
(iter 8) [0.0, 1.0743] = 113.2919, sampling [0.0, 1.0936]. Recommendation = [0.0, 1.0743], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.0936] = 113.2964, sampling [0.0, 1.0868]. Recommendation = [0.0, 1.0936], Current Cost = 127.02, Rho = -1.230
(iter 10) [0.0, 1.0936] = 113.2964, sampling [0.0, 1.1112]. Recommendation = [0.0, 1.0936], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.1112] = 113.2988, sampling [0.0, 1.1033]. Recommendation = [0.0, 1.1112], Current Cost = 150.12, Rho = -1.230
(iter 12) [0.0, 1.1112] = 113.2988, sampling [0.0, 1.1316]. Recommendation = [0.0, 1.1112], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.1204]. Recommendation = [0.0, 1.1316], Current Cost = 173.21, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.1540]. Recommendation = [0.0, 1.1316], Current Cost = 184.76, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.1427]. Recommendation = [0.0, 1.1316], Current Cost = 196.31, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.1767]. Recommendation = [0.0, 1.1316], Current Cost = 207.85, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.1650]. Recommendation = [0.0, 1.1316], Current Cost = 219.40, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.2042]. Recommendation = [0.0, 1.1316], Current Cost = 230.95, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.1884]. Recommendation = [0.0, 1.1316], Current Cost = 242.50, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.2396]. Recommendation = [0.0, 1.1316], Current Cost = 254.04, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.2215]. Recommendation = [0.0, 1.1316], Current Cost = 265.59, Rho = -1.230
(iter 14) [0.0, 1.1316] = 113.2995, sampling [0.0, 1.2868]. Recommendation = [0.0, 1.1316], Current Cost = 277.14, Rho = -1.230
