(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1532]. Recommendation = [0.0, 1.1488], Current Cost = 75.44, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1450]. Recommendation = [0.0, 1.1488], Current Cost = 78.98, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1396]. Recommendation = [0.0, 1.1488], Current Cost = 82.51, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1425]. Recommendation = [0.0, 1.1488], Current Cost = 86.05, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1581]. Recommendation = [0.0, 1.1488], Current Cost = 89.59, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1359]. Recommendation = [0.0, 1.1488], Current Cost = 93.13, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1296]. Recommendation = [0.0, 1.1488], Current Cost = 96.67, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1674]. Recommendation = [0.0, 1.1488], Current Cost = 100.21, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1625]. Recommendation = [0.0, 1.1488], Current Cost = 103.75, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1241]. Recommendation = [0.0, 1.1488], Current Cost = 107.29, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1177]. Recommendation = [0.0, 1.1488], Current Cost = 110.83, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1209]. Recommendation = [0.0, 1.1488], Current Cost = 114.37, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1127]. Recommendation = [0.0, 1.1488], Current Cost = 117.91, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1797]. Recommendation = [0.0, 1.1488], Current Cost = 121.45, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1725]. Recommendation = [0.0, 1.1488], Current Cost = 124.99, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1065]. Recommendation = [0.0, 1.1488], Current Cost = 128.53, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.0987]. Recommendation = [0.0, 1.1488], Current Cost = 132.07, Rho = 0.994
(iter 10) [0.0, 1.1488] = 113.2988, sampling [1.0, 1.1020]. Recommendation = [0.0, 1.1488], Current Cost = 135.61, Rho = 0.994
