(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1683]. Recommendation = [0.0, 1.0643], Current Cost = 75.44, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1178]. Recommendation = [0.0, 1.1683], Current Cost = 78.98, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.2748]. Recommendation = [0.0, 1.1178], Current Cost = 82.51, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.2175]. Recommendation = [0.0, 1.1178], Current Cost = 86.05, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.3587]. Recommendation = [0.0, 1.1178], Current Cost = 89.59, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1425]. Recommendation = [0.0, 1.1178], Current Cost = 93.13, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.0922]. Recommendation = [0.0, 1.1425], Current Cost = 96.67, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1909]. Recommendation = [0.0, 1.1425], Current Cost = 100.21, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.3131]. Recommendation = [0.0, 1.1425], Current Cost = 103.75, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.2452]. Recommendation = [0.0, 1.1425], Current Cost = 107.29, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.4173]. Recommendation = [0.0, 1.1425], Current Cost = 110.83, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1549]. Recommendation = [0.0, 1.1425], Current Cost = 114.37, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1295]. Recommendation = [0.0, 1.1425], Current Cost = 117.91, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1041]. Recommendation = [0.0, 1.1295], Current Cost = 121.45, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.0805]. Recommendation = [0.0, 1.1295], Current Cost = 124.99, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.2025]. Recommendation = [0.0, 1.1295], Current Cost = 128.53, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.1776]. Recommendation = [0.0, 1.1295], Current Cost = 132.07, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.2283]. Recommendation = [0.0, 1.1295], Current Cost = 135.61, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.6192]. Recommendation = [0.0, 1.1295], Current Cost = 139.15, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.2904]. Recommendation = [0.0, 1.1295], Current Cost = 142.69, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.2595]. Recommendation = [0.0, 1.1295], Current Cost = 146.23, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.3352]. Recommendation = [0.0, 1.1295], Current Cost = 149.77, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.3877]. Recommendation = [0.0, 1.1295], Current Cost = 153.31, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.5461]. Recommendation = [0.0, 1.1295], Current Cost = 156.85, Rho = 0.993
(iter 10) [0.0, 1.0643] = 113.2886, sampling [1.0, 1.7527]. Recommendation = [0.0, 1.1295], Current Cost = 160.39, Rho = 0.993
