(iter 5) [0.0, 0.9754] = 113.2231, sampling [0.0, 0.9832]. Recommendation = [0.0, 0.9754], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 0.9832] = 113.2322, sampling [0.0, 0.9919]. Recommendation = [0.0, 0.9832], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 0.9919] = 113.2406, sampling [0.0, 1.0035]. Recommendation = [0.0, 0.9919], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 1.0035] = 113.2519, sampling [0.0, 0.9980]. Recommendation = [0.0, 1.0035], Current Cost = 92.38, Rho = -1.230
(iter 7) [0.0, 1.0035] = 113.2519, sampling [0.0, 1.0135]. Recommendation = [0.0, 1.0035], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.0135] = 113.2602, sampling [0.0, 1.0269]. Recommendation = [0.0, 1.0135], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.0269] = 113.2695, sampling [0.0, 1.0201]. Recommendation = [0.0, 1.0269], Current Cost = 127.02, Rho = -1.230
(iter 10) [0.0, 1.0269] = 113.2695, sampling [0.0, 1.0385]. Recommendation = [0.0, 1.0269], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.0385] = 113.2768, sampling [0.0, 1.0352]. Recommendation = [0.0, 1.0385], Current Cost = 150.12, Rho = -1.230
(iter 12) [0.0, 1.0385] = 113.2768, sampling [0.0, 1.0514]. Recommendation = [0.0, 1.0385], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.0514] = 113.2833, sampling [0.0, 1.0462]. Recommendation = [0.0, 1.0514], Current Cost = 173.21, Rho = -1.230
(iter 14) [0.0, 1.0514] = 113.2833, sampling [0.0, 1.0622]. Recommendation = [0.0, 1.0514], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.0622] = 113.2879, sampling [0.0, 1.0718]. Recommendation = [0.0, 1.0622], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.0718] = 113.2910, sampling [0.0, 1.0670]. Recommendation = [0.0, 1.0718], Current Cost = 207.85, Rho = -1.230
(iter 17) [0.0, 1.0718] = 113.2910, sampling [0.0, 1.0816]. Recommendation = [0.0, 1.0718], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.0816] = 113.2938, sampling [0.0, 1.0775]. Recommendation = [0.0, 1.0816], Current Cost = 230.95, Rho = -1.230
(iter 19) [0.0, 1.0816] = 113.2938, sampling [0.0, 1.0948]. Recommendation = [0.0, 1.0816], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.0948] = 113.2966, sampling [0.0, 1.0879]. Recommendation = [0.0, 1.0948], Current Cost = 254.04, Rho = -1.230
(iter 21) [0.0, 1.0948] = 113.2966, sampling [0.0, 1.1093]. Recommendation = [0.0, 1.0948], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.1093] = 113.2986, sampling [0.0, 1.1033]. Recommendation = [0.0, 1.1093], Current Cost = 277.14, Rho = -1.230
(iter 23) [0.0, 1.1093] = 113.2986, sampling [0.0, 1.1240]. Recommendation = [0.0, 1.1093], Current Cost = 288.69, Rho = -1.230
