(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1495]. Recommendation = [0.0, 1.1464], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1524]. Recommendation = [0.0, 1.1464], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1584]. Recommendation = [0.0, 1.1464], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1604]. Recommendation = [0.0, 1.1464], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1663]. Recommendation = [0.0, 1.1464], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1704]. Recommendation = [0.0, 1.1464], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1736]. Recommendation = [0.0, 1.1464], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1793]. Recommendation = [0.0, 1.1464], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1873]. Recommendation = [0.0, 1.1464], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1818]. Recommendation = [0.0, 1.1464], Current Cost = 161.66, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1941]. Recommendation = [0.0, 1.1464], Current Cost = 173.21, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.2027]. Recommendation = [0.0, 1.1464], Current Cost = 184.76, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1990]. Recommendation = [0.0, 1.1464], Current Cost = 196.31, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1918]. Recommendation = [0.0, 1.1464], Current Cost = 207.85, Rho = -1.230
(iter 5) [0.0, 1.1464] = 113.2989, sampling [0.0, 1.1402]. Recommendation = [0.0, 1.1464], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.1402] = 113.2993, sampling [0.0, 1.1367]. Recommendation = [0.0, 1.1402], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.1367] = 113.2994, sampling [0.0, 1.1351]. Recommendation = [0.0, 1.1402], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.1351] = 113.2995, sampling [0.0, 1.1318]. Recommendation = [0.0, 1.1367], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.1318] = 113.2995, sampling [0.0, 1.1242]. Recommendation = [0.0, 1.1351], Current Cost = 265.59, Rho = -1.230
(iter 22) [0.0, 1.1318] = 113.2995, sampling [0.0, 1.1233]. Recommendation = [0.0, 1.1318], Current Cost = 277.14, Rho = -1.230
(iter 22) [0.0, 1.1318] = 113.2995, sampling [0.0, 1.1174]. Recommendation = [0.0, 1.1318], Current Cost = 288.69, Rho = -1.230
(iter 22) [0.0, 1.1318] = 113.2995, sampling [0.0, 1.1140]. Recommendation = [0.0, 1.1318], Current Cost = 300.23, Rho = -1.230
(iter 22) [0.0, 1.1318] = 113.2995, sampling [0.0, 1.1095]. Recommendation = [0.0, 1.1318], Current Cost = 311.78, Rho = -1.230
(iter 22) [0.0, 1.1318] = 113.2995, sampling [0.0, 1.1048]. Recommendation = [0.0, 1.1318], Current Cost = 323.33, Rho = -1.230
