(iter 5) [0.0, 1.2122] = 113.2873, sampling [0.0, 1.2104]. Recommendation = [0.0, 1.2122], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2104] = 113.2879, sampling [0.0, 1.2065]. Recommendation = [0.0, 1.2104], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.2065] = 113.2889, sampling [0.0, 1.2026]. Recommendation = [0.0, 1.2065], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 1.2026] = 113.2899, sampling [0.0, 1.1987]. Recommendation = [0.0, 1.2026], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.1987] = 113.2908, sampling [0.0, 1.1936]. Recommendation = [0.0, 1.1987], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.1936] = 113.2920, sampling [0.0, 1.1888]. Recommendation = [0.0, 1.1936], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.1888] = 113.2930, sampling [0.0, 1.1868]. Recommendation = [0.0, 1.1888], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.1868] = 113.2935, sampling [0.0, 1.1822]. Recommendation = [0.0, 1.1868], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.1822] = 113.2942, sampling [0.0, 1.1774]. Recommendation = [0.0, 1.1822], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.1774] = 113.2951, sampling [0.0, 1.1744]. Recommendation = [0.0, 1.1774], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.1744] = 113.2956, sampling [0.0, 1.1697]. Recommendation = [0.0, 1.1744], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.1697] = 113.2964, sampling [0.0, 1.1664]. Recommendation = [0.0, 1.1697], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.1664] = 113.2969, sampling [0.0, 1.1611]. Recommendation = [0.0, 1.1664], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.1611] = 113.2975, sampling [0.0, 1.1594]. Recommendation = [0.0, 1.1611], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.1594] = 113.2978, sampling [0.0, 1.1536]. Recommendation = [0.0, 1.1594], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.1536] = 113.2984, sampling [0.0, 1.1491]. Recommendation = [0.0, 1.1536], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.1491] = 113.2987, sampling [0.0, 1.1457]. Recommendation = [0.0, 1.1491], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.1457] = 113.2990, sampling [0.0, 1.1403]. Recommendation = [0.0, 1.1457], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.1403] = 113.2993, sampling [0.0, 1.1372]. Recommendation = [0.0, 1.1403], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.1372] = 113.2994, sampling [0.0, 1.1327]. Recommendation = [0.0, 1.1403], Current Cost = 277.14, Rho = -1.230
(iter 24) [0.0, 1.1327] = 113.2995, sampling [0.0, 1.1306]. Recommendation = [0.0, 1.1372], Current Cost = 288.69, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.1272]. Recommendation = [0.0, 1.1327], Current Cost = 300.23, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.1235]. Recommendation = [0.0, 1.1306], Current Cost = 311.78, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.1174]. Recommendation = [0.0, 1.1306], Current Cost = 323.33, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.1159]. Recommendation = [0.0, 1.1306], Current Cost = 334.88, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.1110]. Recommendation = [0.0, 1.1306], Current Cost = 346.42, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.1056]. Recommendation = [0.0, 1.1306], Current Cost = 357.97, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.1013]. Recommendation = [0.0, 1.1306], Current Cost = 369.52, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0967]. Recommendation = [0.0, 1.1306], Current Cost = 381.07, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0949]. Recommendation = [0.0, 1.1306], Current Cost = 392.61, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0898]. Recommendation = [0.0, 1.1306], Current Cost = 404.16, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0871]. Recommendation = [0.0, 1.1306], Current Cost = 415.71, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0839]. Recommendation = [0.0, 1.1306], Current Cost = 427.26, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0797]. Recommendation = [0.0, 1.1306], Current Cost = 438.80, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0727]. Recommendation = [0.0, 1.1306], Current Cost = 450.35, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0667]. Recommendation = [0.0, 1.1306], Current Cost = 461.90, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0710]. Recommendation = [0.0, 1.1306], Current Cost = 473.45, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0617]. Recommendation = [0.0, 1.1306], Current Cost = 484.99, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2184]. Recommendation = [0.0, 1.1306], Current Cost = 496.54, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2264]. Recommendation = [0.0, 1.1306], Current Cost = 508.09, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2218]. Recommendation = [0.0, 1.1306], Current Cost = 519.64, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0531]. Recommendation = [0.0, 1.1306], Current Cost = 531.18, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0591]. Recommendation = [0.0, 1.1306], Current Cost = 542.73, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2330]. Recommendation = [0.0, 1.1306], Current Cost = 554.28, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0478]. Recommendation = [0.0, 1.1306], Current Cost = 565.83, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2403]. Recommendation = [0.0, 1.1306], Current Cost = 577.37, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2492]. Recommendation = [0.0, 1.1306], Current Cost = 588.92, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0398]. Recommendation = [0.0, 1.1306], Current Cost = 600.47, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2292]. Recommendation = [0.0, 1.1306], Current Cost = 612.02, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2622]. Recommendation = [0.0, 1.1306], Current Cost = 623.56, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2557]. Recommendation = [0.0, 1.1306], Current Cost = 635.11, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2762]. Recommendation = [0.0, 1.1306], Current Cost = 646.66, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0280]. Recommendation = [0.0, 1.1306], Current Cost = 658.21, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0347]. Recommendation = [0.0, 1.1306], Current Cost = 669.75, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.2935]. Recommendation = [0.0, 1.1306], Current Cost = 681.30, Rho = -1.230
(iter 25) [0.0, 1.1306] = 113.2995, sampling [0.0, 1.0422]. Recommendation = [0.0, 1.1306], Current Cost = 692.85, Rho = -1.230
