(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2036]. Recommendation = [0.0, 1.1345], Current Cost = 75.44, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1685]. Recommendation = [0.0, 1.1345], Current Cost = 78.98, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2575]. Recommendation = [0.0, 1.1345], Current Cost = 82.51, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1492]. Recommendation = [0.0, 1.1345], Current Cost = 86.05, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2284]. Recommendation = [0.0, 1.1492], Current Cost = 89.59, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1871]. Recommendation = [0.0, 1.1492], Current Cost = 93.13, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2985]. Recommendation = [0.0, 1.1492], Current Cost = 96.67, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1586]. Recommendation = [0.0, 1.1492], Current Cost = 100.21, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1772]. Recommendation = [0.0, 1.1492], Current Cost = 103.75, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2174]. Recommendation = [0.0, 1.1492], Current Cost = 107.29, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1439]. Recommendation = [0.0, 1.1492], Current Cost = 110.83, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2419]. Recommendation = [0.0, 1.1439], Current Cost = 114.37, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2744]. Recommendation = [0.0, 1.1439], Current Cost = 117.91, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1931]. Recommendation = [0.0, 1.1439], Current Cost = 121.45, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1534]. Recommendation = [0.0, 1.1439], Current Cost = 124.99, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1383]. Recommendation = [0.0, 1.1439], Current Cost = 128.53, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1632]. Recommendation = [0.0, 1.1383], Current Cost = 132.07, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.3200]. Recommendation = [0.0, 1.1383], Current Cost = 135.61, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1813]. Recommendation = [0.0, 1.1383], Current Cost = 139.15, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1721]. Recommendation = [0.0, 1.1383], Current Cost = 142.69, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2117]. Recommendation = [0.0, 1.1383], Current Cost = 146.23, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1972]. Recommendation = [0.0, 1.1383], Current Cost = 149.77, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.1468]. Recommendation = [0.0, 1.1383], Current Cost = 153.31, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2352]. Recommendation = [0.0, 1.1383], Current Cost = 156.85, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2216]. Recommendation = [0.0, 1.1383], Current Cost = 160.39, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2856]. Recommendation = [0.0, 1.1383], Current Cost = 163.93, Rho = 0.999
(iter 10) [0.0, 1.1345] = 113.2995, sampling [1.0, 1.2506]. Recommendation = [0.0, 1.1383], Current Cost = 167.47, Rho = 0.999
