(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1737]. Recommendation = [0.0, 1.1433], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1570]. Recommendation = [0.0, 1.1433], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2048]. Recommendation = [0.0, 1.1433], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1863]. Recommendation = [0.0, 1.1433], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2454]. Recommendation = [0.0, 1.1433], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2217]. Recommendation = [0.0, 1.1433], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2967]. Recommendation = [0.0, 1.1433], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2679]. Recommendation = [0.0, 1.1433], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.3635]. Recommendation = [0.0, 1.1433], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.3274]. Recommendation = [0.0, 1.1433], Current Cost = 161.66, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.4514]. Recommendation = [0.0, 1.1433], Current Cost = 173.21, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1648]. Recommendation = [0.0, 1.1433], Current Cost = 184.76, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1936]. Recommendation = [0.0, 1.1433], Current Cost = 196.31, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1489]. Recommendation = [0.0, 1.1433], Current Cost = 207.85, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2320]. Recommendation = [0.0, 1.1433], Current Cost = 219.40, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.4005]. Recommendation = [0.0, 1.1433], Current Cost = 230.95, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.5432]. Recommendation = [0.0, 1.1433], Current Cost = 242.50, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1798]. Recommendation = [0.0, 1.1433], Current Cost = 254.04, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2119]. Recommendation = [0.0, 1.1433], Current Cost = 265.59, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2554]. Recommendation = [0.0, 1.1433], Current Cost = 277.14, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2836]. Recommendation = [0.0, 1.1433], Current Cost = 288.69, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1696]. Recommendation = [0.0, 1.1433], Current Cost = 300.23, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1540]. Recommendation = [0.0, 1.1433], Current Cost = 311.78, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1976]. Recommendation = [0.0, 1.1433], Current Cost = 323.33, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.3101]. Recommendation = [0.0, 1.1433], Current Cost = 334.88, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.3446]. Recommendation = [0.0, 1.1433], Current Cost = 346.42, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.4898]. Recommendation = [0.0, 1.1433], Current Cost = 357.97, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1908]. Recommendation = [0.0, 1.1433], Current Cost = 369.52, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2365]. Recommendation = [0.0, 1.1433], Current Cost = 381.07, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2155]. Recommendation = [0.0, 1.1433], Current Cost = 392.61, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.6085]. Recommendation = [0.0, 1.1433], Current Cost = 404.16, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2261]. Recommendation = [0.0, 1.1433], Current Cost = 415.71, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1636]. Recommendation = [0.0, 1.1433], Current Cost = 427.26, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1478]. Recommendation = [0.0, 1.1433], Current Cost = 438.80, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.2736]. Recommendation = [0.0, 1.1433], Current Cost = 450.35, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.4240]. Recommendation = [0.0, 1.1433], Current Cost = 461.90, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.3798]. Recommendation = [0.0, 1.1433], Current Cost = 473.45, Rho = -1.230
(iter 5) [0.0, 1.1433] = 113.2991, sampling [0.0, 1.1369]. Recommendation = [0.0, 1.1433], Current Cost = 484.99, Rho = -1.230
(iter 42) [0.0, 1.1369] = 113.2994, sampling [0.0, 1.1317]. Recommendation = [0.0, 1.1369], Current Cost = 496.54, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1356]. Recommendation = [0.0, 1.1317], Current Cost = 508.09, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1252]. Recommendation = [0.0, 1.1317], Current Cost = 519.64, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1229]. Recommendation = [0.0, 1.1317], Current Cost = 531.18, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1168]. Recommendation = [0.0, 1.1317], Current Cost = 542.73, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1134]. Recommendation = [0.0, 1.1317], Current Cost = 554.28, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1092]. Recommendation = [0.0, 1.1317], Current Cost = 565.83, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1028]. Recommendation = [0.0, 1.1317], Current Cost = 577.37, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1068]. Recommendation = [0.0, 1.1317], Current Cost = 588.92, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0973]. Recommendation = [0.0, 1.1317], Current Cost = 600.47, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.2595]. Recommendation = [0.0, 1.1317], Current Cost = 612.02, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0941]. Recommendation = [0.0, 1.1317], Current Cost = 623.56, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0899]. Recommendation = [0.0, 1.1317], Current Cost = 635.11, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.2193]. Recommendation = [0.0, 1.1317], Current Cost = 646.66, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0875]. Recommendation = [0.0, 1.1317], Current Cost = 658.21, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0808]. Recommendation = [0.0, 1.1317], Current Cost = 669.75, Rho = -1.230
(iter 43) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.2484]. Recommendation = [0.0, 1.1317], Current Cost = 681.30, Rho = -1.230
