(iter 5) [0.0, 1.1008] = 113.2975, sampling [0.0, 1.1053]. Recommendation = [0.0, 1.1008], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1053] = 113.2981, sampling [0.0, 1.1115]. Recommendation = [0.0, 1.1053], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.1115] = 113.2988, sampling [0.0, 1.1143]. Recommendation = [0.0, 1.1115], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 1.1143] = 113.2990, sampling [0.0, 1.1194]. Recommendation = [0.0, 1.1143], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.1194] = 113.2993, sampling [0.0, 1.1236]. Recommendation = [0.0, 1.1194], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.1236] = 113.2994, sampling [0.0, 1.1271]. Recommendation = [0.0, 1.1236], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.1271] = 113.2995, sampling [0.0, 1.1310]. Recommendation = [0.0, 1.1271], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1330]. Recommendation = [0.0, 1.1271], Current Cost = 138.57, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1374]. Recommendation = [0.0, 1.1310], Current Cost = 150.12, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1418]. Recommendation = [0.0, 1.1310], Current Cost = 161.66, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1479]. Recommendation = [0.0, 1.1310], Current Cost = 173.21, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1504]. Recommendation = [0.0, 1.1310], Current Cost = 184.76, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1534]. Recommendation = [0.0, 1.1310], Current Cost = 196.31, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1563]. Recommendation = [0.0, 1.1310], Current Cost = 207.85, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1603]. Recommendation = [0.0, 1.1310], Current Cost = 219.40, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1664]. Recommendation = [0.0, 1.1310], Current Cost = 230.95, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1715]. Recommendation = [0.0, 1.1310], Current Cost = 242.50, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1769]. Recommendation = [0.0, 1.1310], Current Cost = 254.04, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1730]. Recommendation = [0.0, 1.1310], Current Cost = 265.59, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1807]. Recommendation = [0.0, 1.1310], Current Cost = 277.14, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1849]. Recommendation = [0.0, 1.1310], Current Cost = 288.69, Rho = -1.230
(iter 11) [0.0, 1.1310] = 113.2995, sampling [0.0, 1.1908]. Recommendation = [0.0, 1.1310], Current Cost = 300.23, Rho = -1.230
