(iter 5) [0.0, 1.0058] = 113.2536, sampling [0.0, 1.1670]. Recommendation = [0.0, 1.0058], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1670] = 113.2969, sampling [0.0, 1.2442]. Recommendation = [0.0, 1.1670], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.1670] = 113.2969, sampling [0.0, 1.0922]. Recommendation = [0.0, 1.1670], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.1670] = 113.2969, sampling [0.0, 1.1317]. Recommendation = [0.0, 1.1670], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.2050]. Recommendation = [0.0, 1.1317], Current Cost = 103.93, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0548]. Recommendation = [0.0, 1.1317], Current Cost = 115.47, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.2913]. Recommendation = [0.0, 1.1317], Current Cost = 127.02, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1130]. Recommendation = [0.0, 1.1317], Current Cost = 138.57, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1504]. Recommendation = [0.0, 1.1317], Current Cost = 150.12, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1870]. Recommendation = [0.0, 1.1317], Current Cost = 161.66, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0732]. Recommendation = [0.0, 1.1317], Current Cost = 173.21, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0354]. Recommendation = [0.0, 1.1317], Current Cost = 184.76, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.2221]. Recommendation = [0.0, 1.1317], Current Cost = 196.31, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.2659]. Recommendation = [0.0, 1.1317], Current Cost = 207.85, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.3189]. Recommendation = [0.0, 1.1317], Current Cost = 219.40, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.4263]. Recommendation = [0.0, 1.1317], Current Cost = 230.95, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.3807]. Recommendation = [0.0, 1.1317], Current Cost = 242.50, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.5348]. Recommendation = [0.0, 1.1317], Current Cost = 254.04, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.4755]. Recommendation = [0.0, 1.1317], Current Cost = 265.59, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.6788]. Recommendation = [0.0, 1.1317], Current Cost = 277.14, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.6000]. Recommendation = [0.0, 1.1317], Current Cost = 288.69, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.8113]. Recommendation = [0.0, 1.1317], Current Cost = 300.23, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1017]. Recommendation = [0.0, 1.1317], Current Cost = 311.78, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1420]. Recommendation = [0.0, 1.1317], Current Cost = 323.33, Rho = -1.230
(iter 8) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1757]. Recommendation = [0.0, 1.1317], Current Cost = 334.88, Rho = -1.230
