(iter 5) [0.0, 1.2327] = 113.2816, sampling [0.0, 1.2365]. Recommendation = [0.0, 1.2327], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2327] = 113.2816, sampling [0.0, 1.2431]. Recommendation = [0.0, 1.2327], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.2327] = 113.2816, sampling [0.0, 1.2492]. Recommendation = [0.0, 1.2327], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.2327] = 113.2816, sampling [0.0, 1.2450]. Recommendation = [0.0, 1.2327], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.2327] = 113.2816, sampling [0.0, 1.2556]. Recommendation = [0.0, 1.2327], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.2327] = 113.2816, sampling [0.0, 1.2297]. Recommendation = [0.0, 1.2327], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.2297] = 113.2825, sampling [0.0, 1.2639]. Recommendation = [0.0, 1.2297], Current Cost = 127.02, Rho = -1.230
(iter 10) [0.0, 1.2297] = 113.2825, sampling [0.0, 1.2241]. Recommendation = [0.0, 1.2297], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.2241] = 113.2840, sampling [0.0, 1.2238]. Recommendation = [0.0, 1.2241], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.2238] = 113.2843, sampling [0.0, 1.2164]. Recommendation = [0.0, 1.2238], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.2164] = 113.2863, sampling [0.0, 1.2132]. Recommendation = [0.0, 1.2164], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.2132] = 113.2871, sampling [0.0, 1.2101]. Recommendation = [0.0, 1.2132], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2054]. Recommendation = [0.0, 1.2101], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.2054] = 113.2892, sampling [0.0, 1.2017]. Recommendation = [0.0, 1.2054], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.2017] = 113.2901, sampling [0.0, 1.1976]. Recommendation = [0.0, 1.2017], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.1976] = 113.2911, sampling [0.0, 1.1929]. Recommendation = [0.0, 1.1976], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.1929] = 113.2922, sampling [0.0, 1.1900]. Recommendation = [0.0, 1.1929], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.1900] = 113.2928, sampling [0.0, 1.1860]. Recommendation = [0.0, 1.1900], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.1860] = 113.2936, sampling [0.0, 1.1810]. Recommendation = [0.0, 1.1860], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.1810] = 113.2946, sampling [0.0, 1.1797]. Recommendation = [0.0, 1.1810], Current Cost = 277.14, Rho = -1.230
(iter 24) [0.0, 1.1797] = 113.2948, sampling [0.0, 1.1747]. Recommendation = [0.0, 1.1797], Current Cost = 288.69, Rho = -1.230
(iter 25) [0.0, 1.1747] = 113.2956, sampling [0.0, 1.1685]. Recommendation = [0.0, 1.1747], Current Cost = 300.23, Rho = -1.230
(iter 26) [0.0, 1.1685] = 113.2966, sampling [0.0, 1.1665]. Recommendation = [0.0, 1.1685], Current Cost = 311.78, Rho = -1.230
(iter 27) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1628]. Recommendation = [0.0, 1.1665], Current Cost = 323.33, Rho = -1.230
(iter 28) [0.0, 1.1628] = 113.2974, sampling [0.0, 1.1577]. Recommendation = [0.0, 1.1628], Current Cost = 334.88, Rho = -1.230
(iter 29) [0.0, 1.1577] = 113.2980, sampling [0.0, 1.1546]. Recommendation = [0.0, 1.1577], Current Cost = 346.42, Rho = -1.230
(iter 30) [0.0, 1.1546] = 113.2983, sampling [0.0, 1.1481]. Recommendation = [0.0, 1.1546], Current Cost = 357.97, Rho = -1.230
(iter 31) [0.0, 1.1481] = 113.2988, sampling [0.0, 1.1474]. Recommendation = [0.0, 1.1481], Current Cost = 369.52, Rho = -1.230
(iter 32) [0.0, 1.1474] = 113.2989, sampling [0.0, 1.1408]. Recommendation = [0.0, 1.1481], Current Cost = 381.07, Rho = -1.230
(iter 33) [0.0, 1.1408] = 113.2993, sampling [0.0, 1.1378]. Recommendation = [0.0, 1.1408], Current Cost = 392.61, Rho = -1.230
(iter 34) [0.0, 1.1378] = 113.2994, sampling [0.0, 1.1354]. Recommendation = [0.0, 1.1408], Current Cost = 404.16, Rho = -1.230
