(iter 5) [0.0, 1.2522] = 113.2750, sampling [0.0, 1.2514]. Recommendation = [0.0, 1.2522], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2514] = 113.2754, sampling [0.0, 1.2562]. Recommendation = [0.0, 1.2514], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.2514] = 113.2754, sampling [0.0, 1.2478]. Recommendation = [0.0, 1.2514], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 1.2478] = 113.2767, sampling [0.0, 1.2431]. Recommendation = [0.0, 1.2478], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.2431] = 113.2781, sampling [0.0, 1.2377]. Recommendation = [0.0, 1.2431], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.2377] = 113.2800, sampling [0.0, 1.2357]. Recommendation = [0.0, 1.2377], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.2357] = 113.2806, sampling [0.0, 1.2312]. Recommendation = [0.0, 1.2357], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.2312] = 113.2819, sampling [0.0, 1.2267]. Recommendation = [0.0, 1.2312], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.2267] = 113.2834, sampling [0.0, 1.2218]. Recommendation = [0.0, 1.2267], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.2218] = 113.2849, sampling [0.0, 1.2198]. Recommendation = [0.0, 1.2218], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.2198] = 113.2854, sampling [0.0, 1.2124]. Recommendation = [0.0, 1.2198], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.2124] = 113.2873, sampling [0.0, 1.2112]. Recommendation = [0.0, 1.2124], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.2112] = 113.2876, sampling [0.0, 1.2040]. Recommendation = [0.0, 1.2112], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.2040] = 113.2894, sampling [0.0, 1.2005]. Recommendation = [0.0, 1.2040], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.2005] = 113.2904, sampling [0.0, 1.1965]. Recommendation = [0.0, 1.2005], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.1965] = 113.2913, sampling [0.0, 1.1932]. Recommendation = [0.0, 1.1965], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.1932] = 113.2920, sampling [0.0, 1.1883]. Recommendation = [0.0, 1.1932], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.1883] = 113.2930, sampling [0.0, 1.1856]. Recommendation = [0.0, 1.1883], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.1856] = 113.2936, sampling [0.0, 1.1812]. Recommendation = [0.0, 1.1856], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.1812] = 113.2944, sampling [0.0, 1.1793]. Recommendation = [0.0, 1.1812], Current Cost = 277.14, Rho = -1.230
(iter 24) [0.0, 1.1793] = 113.2948, sampling [0.0, 1.1749]. Recommendation = [0.0, 1.1793], Current Cost = 288.69, Rho = -1.230
(iter 25) [0.0, 1.1749] = 113.2956, sampling [0.0, 1.1710]. Recommendation = [0.0, 1.1749], Current Cost = 300.23, Rho = -1.230
(iter 26) [0.0, 1.1710] = 113.2961, sampling [0.0, 1.1648]. Recommendation = [0.0, 1.1710], Current Cost = 311.78, Rho = -1.230
(iter 27) [0.0, 1.1648] = 113.2971, sampling [0.0, 1.1640]. Recommendation = [0.0, 1.1648], Current Cost = 323.33, Rho = -1.230
(iter 28) [0.0, 1.1640] = 113.2973, sampling [0.0, 1.1600]. Recommendation = [0.0, 1.1648], Current Cost = 334.88, Rho = -1.230
(iter 29) [0.0, 1.1600] = 113.2978, sampling [0.0, 1.1556]. Recommendation = [0.0, 1.1600], Current Cost = 346.42, Rho = -1.230
(iter 30) [0.0, 1.1556] = 113.2982, sampling [0.0, 1.1487]. Recommendation = [0.0, 1.1556], Current Cost = 357.97, Rho = -1.230
(iter 31) [0.0, 1.1487] = 113.2988, sampling [0.0, 1.1472]. Recommendation = [0.0, 1.1487], Current Cost = 369.52, Rho = -1.230
(iter 32) [0.0, 1.1472] = 113.2989, sampling [0.0, 1.1419]. Recommendation = [0.0, 1.1487], Current Cost = 381.07, Rho = -1.230
(iter 33) [0.0, 1.1419] = 113.2992, sampling [0.0, 1.1385]. Recommendation = [0.0, 1.1419], Current Cost = 392.61, Rho = -1.230
(iter 34) [0.0, 1.1385] = 113.2994, sampling [0.0, 1.1354]. Recommendation = [0.0, 1.1419], Current Cost = 404.16, Rho = -1.230
(iter 35) [0.0, 1.1354] = 113.2995, sampling [0.0, 1.1288]. Recommendation = [0.0, 1.1385], Current Cost = 415.71, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.1258]. Recommendation = [0.0, 1.1354], Current Cost = 427.26, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.1239]. Recommendation = [0.0, 1.1288], Current Cost = 438.80, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.1190]. Recommendation = [0.0, 1.1288], Current Cost = 450.35, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.1124]. Recommendation = [0.0, 1.1288], Current Cost = 461.90, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.1106]. Recommendation = [0.0, 1.1288], Current Cost = 473.45, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.1043]. Recommendation = [0.0, 1.1288], Current Cost = 484.99, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.1024]. Recommendation = [0.0, 1.1288], Current Cost = 496.54, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0993]. Recommendation = [0.0, 1.1288], Current Cost = 508.09, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0947]. Recommendation = [0.0, 1.1288], Current Cost = 519.64, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0904]. Recommendation = [0.0, 1.1288], Current Cost = 531.18, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0843]. Recommendation = [0.0, 1.1288], Current Cost = 542.73, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0826]. Recommendation = [0.0, 1.1288], Current Cost = 554.28, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0772]. Recommendation = [0.0, 1.1288], Current Cost = 565.83, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0721]. Recommendation = [0.0, 1.1288], Current Cost = 577.37, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0699]. Recommendation = [0.0, 1.1288], Current Cost = 588.92, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0647]. Recommendation = [0.0, 1.1288], Current Cost = 600.47, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0576]. Recommendation = [0.0, 1.1288], Current Cost = 612.02, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0629]. Recommendation = [0.0, 1.1288], Current Cost = 623.56, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0529]. Recommendation = [0.0, 1.1288], Current Cost = 635.11, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0454]. Recommendation = [0.0, 1.1288], Current Cost = 646.66, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0371]. Recommendation = [0.0, 1.1288], Current Cost = 658.21, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0406]. Recommendation = [0.0, 1.1288], Current Cost = 669.75, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0518]. Recommendation = [0.0, 1.1288], Current Cost = 681.30, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0312]. Recommendation = [0.0, 1.1288], Current Cost = 692.85, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.2669]. Recommendation = [0.0, 1.1288], Current Cost = 704.40, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.2615]. Recommendation = [0.0, 1.1288], Current Cost = 715.94, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.2762]. Recommendation = [0.0, 1.1288], Current Cost = 727.49, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0212]. Recommendation = [0.0, 1.1288], Current Cost = 739.04, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.2880]. Recommendation = [0.0, 1.1288], Current Cost = 750.59, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.3028]. Recommendation = [0.0, 1.1288], Current Cost = 762.13, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0253]. Recommendation = [0.0, 1.1288], Current Cost = 773.68, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.0100]. Recommendation = [0.0, 1.1288], Current Cost = 785.23, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.2720]. Recommendation = [0.0, 1.1288], Current Cost = 796.78, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.3201]. Recommendation = [0.0, 1.1288], Current Cost = 808.32, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.2958]. Recommendation = [0.0, 1.1288], Current Cost = 819.87, Rho = -1.230
(iter 36) [0.0, 1.1288] = 113.2995, sampling [0.0, 1.2833]. Recommendation = [0.0, 1.1288], Current Cost = 831.42, Rho = -1.230
