(iter 5) [0.0, 1.0042] = 113.2528, sampling [0.0, 1.0353]. Recommendation = [0.0, 1.0042], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.0353] = 113.2750, sampling [0.0, 1.0706]. Recommendation = [0.0, 1.0353], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.0706] = 113.2906, sampling [0.0, 1.0542]. Recommendation = [0.0, 1.0706], Current Cost = 80.83, Rho = -1.230
(iter 6) [0.0, 1.0706] = 113.2906, sampling [0.0, 1.1060]. Recommendation = [0.0, 1.0706], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.1060] = 113.2981, sampling [0.0, 1.0902]. Recommendation = [0.0, 1.1060], Current Cost = 103.93, Rho = -1.230
(iter 8) [0.0, 1.1060] = 113.2981, sampling [0.0, 1.1488]. Recommendation = [0.0, 1.1060], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.1488] = 113.2988, sampling [0.0, 1.1268]. Recommendation = [0.0, 1.1488], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.1976]. Recommendation = [0.0, 1.1268], Current Cost = 138.57, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.1730]. Recommendation = [0.0, 1.1268], Current Cost = 150.12, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.2547]. Recommendation = [0.0, 1.1268], Current Cost = 161.66, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.2247]. Recommendation = [0.0, 1.1268], Current Cost = 173.21, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.3300]. Recommendation = [0.0, 1.1268], Current Cost = 184.76, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.2895]. Recommendation = [0.0, 1.1268], Current Cost = 196.31, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.4170]. Recommendation = [0.0, 1.1268], Current Cost = 207.85, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.1629]. Recommendation = [0.0, 1.1268], Current Cost = 219.40, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.1361]. Recommendation = [0.0, 1.1268], Current Cost = 230.95, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.1843]. Recommendation = [0.0, 1.1268], Current Cost = 242.50, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.1150]. Recommendation = [0.0, 1.1268], Current Cost = 254.04, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.3680]. Recommendation = [0.0, 1.1268], Current Cost = 265.59, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.2083]. Recommendation = [0.0, 1.1268], Current Cost = 277.14, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.4914]. Recommendation = [0.0, 1.1268], Current Cost = 288.69, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.2374]. Recommendation = [0.0, 1.1268], Current Cost = 300.23, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.0828]. Recommendation = [0.0, 1.1268], Current Cost = 311.78, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.0972]. Recommendation = [0.0, 1.1268], Current Cost = 323.33, Rho = -1.230
(iter 11) [0.0, 1.1268] = 113.2995, sampling [0.0, 1.2719]. Recommendation = [0.0, 1.1268], Current Cost = 334.88, Rho = -1.230
