(iter 5) [0.0, 0.9854] = 113.2344, sampling [0.0, 1.1689]. Recommendation = [0.0, 0.9854], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1689] = 113.2966, sampling [0.0, 1.2645]. Recommendation = [0.0, 1.1689], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.1689] = 113.2966, sampling [0.0, 1.0896]. Recommendation = [0.0, 1.1689], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.1689] = 113.2966, sampling [0.0, 1.2141]. Recommendation = [0.0, 1.1689], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.1689] = 113.2966, sampling [0.0, 1.1280]. Recommendation = [0.0, 1.1689], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.3263]. Recommendation = [0.0, 1.1280], Current Cost = 115.47, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0460]. Recommendation = [0.0, 1.1280], Current Cost = 127.02, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1894]. Recommendation = [0.0, 1.1280], Current Cost = 138.57, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1501]. Recommendation = [0.0, 1.1280], Current Cost = 150.12, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.2376]. Recommendation = [0.0, 1.1280], Current Cost = 161.66, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1119]. Recommendation = [0.0, 1.1280], Current Cost = 173.21, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0694]. Recommendation = [0.0, 1.1280], Current Cost = 184.76, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.2933]. Recommendation = [0.0, 1.1280], Current Cost = 196.31, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0169]. Recommendation = [0.0, 1.1280], Current Cost = 207.85, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.3609]. Recommendation = [0.0, 1.1280], Current Cost = 219.40, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.5195]. Recommendation = [0.0, 1.1280], Current Cost = 230.95, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.4571]. Recommendation = [0.0, 1.1280], Current Cost = 242.50, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.6619]. Recommendation = [0.0, 1.1280], Current Cost = 254.04, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0999]. Recommendation = [0.0, 1.1280], Current Cost = 265.59, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.5822]. Recommendation = [0.0, 1.1280], Current Cost = 277.14, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1364]. Recommendation = [0.0, 1.1280], Current Cost = 288.69, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.7770]. Recommendation = [0.0, 1.1280], Current Cost = 300.23, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.2036]. Recommendation = [0.0, 1.1280], Current Cost = 311.78, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1780]. Recommendation = [0.0, 1.1280], Current Cost = 323.33, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1592]. Recommendation = [0.0, 1.1280], Current Cost = 334.88, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0801]. Recommendation = [0.0, 1.1280], Current Cost = 346.42, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0574]. Recommendation = [0.0, 1.1280], Current Cost = 357.97, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.2499]. Recommendation = [0.0, 1.1280], Current Cost = 369.52, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0300]. Recommendation = [0.0, 1.1280], Current Cost = 381.07, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.2276]. Recommendation = [0.0, 1.1280], Current Cost = 392.61, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1212]. Recommendation = [0.0, 1.1280], Current Cost = 404.16, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.2783]. Recommendation = [0.0, 1.1280], Current Cost = 415.71, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1432]. Recommendation = [0.0, 1.1280], Current Cost = 427.26, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.3100]. Recommendation = [0.0, 1.1280], Current Cost = 438.80, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0030]. Recommendation = [0.0, 1.1280], Current Cost = 450.35, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1966]. Recommendation = [0.0, 1.1280], Current Cost = 461.90, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1055]. Recommendation = [0.0, 1.1280], Current Cost = 473.45, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.4246]. Recommendation = [0.0, 1.1280], Current Cost = 484.99, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.3427]. Recommendation = [0.0, 1.1280], Current Cost = 496.54, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.3802]. Recommendation = [0.0, 1.1280], Current Cost = 508.09, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.4852]. Recommendation = [0.0, 1.1280], Current Cost = 519.64, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.2204]. Recommendation = [0.0, 1.1280], Current Cost = 531.18, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1649]. Recommendation = [0.0, 1.1280], Current Cost = 542.73, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1547]. Recommendation = [0.0, 1.1280], Current Cost = 554.28, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0375]. Recommendation = [0.0, 1.1280], Current Cost = 565.83, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0634]. Recommendation = [0.0, 1.1280], Current Cost = 577.37, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0746]. Recommendation = [0.0, 1.1280], Current Cost = 588.92, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1325]. Recommendation = [0.0, 1.1280], Current Cost = 600.47, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1181]. Recommendation = [0.0, 1.1280], Current Cost = 612.02, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.1741]. Recommendation = [0.0, 1.1280], Current Cost = 623.56, Rho = -1.230
(iter 9) [0.0, 1.1280] = 113.2995, sampling [0.0, 1.0927]. Recommendation = [0.0, 1.1280], Current Cost = 635.11, Rho = -1.230
