(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2529]. Recommendation = [0.0, 1.2101], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2314]. Recommendation = [0.0, 1.2101], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.3047]. Recommendation = [0.0, 1.2101], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2773]. Recommendation = [0.0, 1.2101], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.3770]. Recommendation = [0.0, 1.2101], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.3360]. Recommendation = [0.0, 1.2101], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.4677]. Recommendation = [0.0, 1.2101], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2186]. Recommendation = [0.0, 1.2101], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2421]. Recommendation = [0.0, 1.2101], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.4139]. Recommendation = [0.0, 1.2101], Current Cost = 161.66, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2645]. Recommendation = [0.0, 1.2101], Current Cost = 173.21, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.5451]. Recommendation = [0.0, 1.2101], Current Cost = 184.76, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2904]. Recommendation = [0.0, 1.2101], Current Cost = 196.31, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2238]. Recommendation = [0.0, 1.2101], Current Cost = 207.85, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.3193]. Recommendation = [0.0, 1.2101], Current Cost = 219.40, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.3552]. Recommendation = [0.0, 1.2101], Current Cost = 230.95, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2147]. Recommendation = [0.0, 1.2101], Current Cost = 242.50, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2372]. Recommendation = [0.0, 1.2101], Current Cost = 254.04, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2278]. Recommendation = [0.0, 1.2101], Current Cost = 265.59, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2579]. Recommendation = [0.0, 1.2101], Current Cost = 277.14, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2695]. Recommendation = [0.0, 1.2101], Current Cost = 288.69, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.4367]. Recommendation = [0.0, 1.2101], Current Cost = 300.23, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.2446]. Recommendation = [0.0, 1.2101], Current Cost = 311.78, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.5027]. Recommendation = [0.0, 1.2101], Current Cost = 323.33, Rho = -1.230
(iter 5) [0.0, 1.2101] = 113.2879, sampling [0.0, 1.5993]. Recommendation = [0.0, 1.2101], Current Cost = 334.88, Rho = -1.230
