(iter 5) [0.0, 1.0273] = 113.2701, sampling [0.0, 1.0300]. Recommendation = [0.0, 1.0273], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.0300] = 113.2714, sampling [0.0, 1.0347]. Recommendation = [0.0, 1.0300], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.0347] = 113.2745, sampling [0.0, 1.0388]. Recommendation = [0.0, 1.0347], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 1.0388] = 113.2768, sampling [0.0, 1.0417]. Recommendation = [0.0, 1.0388], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.0417] = 113.2784, sampling [0.0, 1.0446]. Recommendation = [0.0, 1.0417], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.0446] = 113.2799, sampling [0.0, 1.0483]. Recommendation = [0.0, 1.0446], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.0483] = 113.2819, sampling [0.0, 1.0521]. Recommendation = [0.0, 1.0483], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.0521] = 113.2838, sampling [0.0, 1.0563]. Recommendation = [0.0, 1.0521], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.0563] = 113.2855, sampling [0.0, 1.0629]. Recommendation = [0.0, 1.0563], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.0629] = 113.2879, sampling [0.0, 1.0677]. Recommendation = [0.0, 1.0629], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.0677] = 113.2897, sampling [0.0, 1.0710]. Recommendation = [0.0, 1.0677], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.0710] = 113.2906, sampling [0.0, 1.0757]. Recommendation = [0.0, 1.0710], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.0757] = 113.2922, sampling [0.0, 1.0768]. Recommendation = [0.0, 1.0757], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.0768] = 113.2925, sampling [0.0, 1.0814]. Recommendation = [0.0, 1.0768], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.0814] = 113.2938, sampling [0.0, 1.0862]. Recommendation = [0.0, 1.0814], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.0862] = 113.2950, sampling [0.0, 1.0889]. Recommendation = [0.0, 1.0862], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.0889] = 113.2954, sampling [0.0, 1.0945]. Recommendation = [0.0, 1.0889], Current Cost = 242.50, Rho = -1.230
