(iter 5) [0.0, 1.4182] = 113.2048, sampling [0.0, 1.4219]. Recommendation = [0.0, 1.4182], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.4182] = 113.2048, sampling [0.0, 1.4249]. Recommendation = [0.0, 1.4182], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.4182] = 113.2048, sampling [0.0, 1.4300]. Recommendation = [0.0, 1.4182], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.4182] = 113.2048, sampling [0.0, 1.4121]. Recommendation = [0.0, 1.4182], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.4121] = 113.2075, sampling [0.0, 1.4107]. Recommendation = [0.0, 1.4121], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.4107] = 113.2085, sampling [0.0, 1.4048]. Recommendation = [0.0, 1.4107], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.4048] = 113.2112, sampling [0.0, 1.4024]. Recommendation = [0.0, 1.4048], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.4024] = 113.2121, sampling [0.0, 1.3965]. Recommendation = [0.0, 1.4024], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.3965] = 113.2149, sampling [0.0, 1.3942]. Recommendation = [0.0, 1.3965], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.3942] = 113.2158, sampling [0.0, 1.3900]. Recommendation = [0.0, 1.3942], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.3900] = 113.2181, sampling [0.0, 1.3875]. Recommendation = [0.0, 1.3900], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.3875] = 113.2190, sampling [0.0, 1.3834]. Recommendation = [0.0, 1.3875], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.3834] = 113.2208, sampling [0.0, 1.3776]. Recommendation = [0.0, 1.3834], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.3776] = 113.2235, sampling [0.0, 1.3742]. Recommendation = [0.0, 1.3776], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.3742] = 113.2249, sampling [0.0, 1.3711]. Recommendation = [0.0, 1.3742], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.3711] = 113.2263, sampling [0.0, 1.3666]. Recommendation = [0.0, 1.3711], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.3666] = 113.2285, sampling [0.0, 1.3601]. Recommendation = [0.0, 1.3666], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.3601] = 113.2312, sampling [0.0, 1.3575]. Recommendation = [0.0, 1.3601], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.3575] = 113.2325, sampling [0.0, 1.3553]. Recommendation = [0.0, 1.3575], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.3553] = 113.2334, sampling [0.0, 1.3503]. Recommendation = [0.0, 1.3553], Current Cost = 277.14, Rho = -1.230
(iter 24) [0.0, 1.3503] = 113.2356, sampling [0.0, 1.3472]. Recommendation = [0.0, 1.3503], Current Cost = 288.69, Rho = -1.230
