(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1095]. Recommendation = [0.0, 1.0848], Current Cost = 75.44, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0977]. Recommendation = [0.0, 1.1095], Current Cost = 78.98, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1376]. Recommendation = [0.0, 1.1095], Current Cost = 82.51, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1211]. Recommendation = [0.0, 1.1376], Current Cost = 86.05, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1679]. Recommendation = [0.0, 1.1376], Current Cost = 89.59, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1501]. Recommendation = [0.0, 1.1376], Current Cost = 93.13, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2041]. Recommendation = [0.0, 1.1376], Current Cost = 96.67, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1830]. Recommendation = [0.0, 1.1376], Current Cost = 100.21, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2444]. Recommendation = [0.0, 1.1376], Current Cost = 103.75, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2236]. Recommendation = [0.0, 1.1376], Current Cost = 107.29, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1292]. Recommendation = [0.0, 1.1376], Current Cost = 110.83, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1591]. Recommendation = [0.0, 1.1376], Current Cost = 114.37, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2907]. Recommendation = [0.0, 1.1376], Current Cost = 117.91, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1438]. Recommendation = [0.0, 1.1376], Current Cost = 121.45, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1956]. Recommendation = [0.0, 1.1376], Current Cost = 124.99, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1733]. Recommendation = [0.0, 1.1376], Current Cost = 128.53, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1035]. Recommendation = [0.0, 1.1376], Current Cost = 132.07, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2643]. Recommendation = [0.0, 1.1376], Current Cost = 135.61, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1132]. Recommendation = [0.0, 1.1376], Current Cost = 139.15, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1549]. Recommendation = [0.0, 1.1376], Current Cost = 142.69, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2137]. Recommendation = [0.0, 1.1376], Current Cost = 146.23, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0908]. Recommendation = [0.0, 1.1376], Current Cost = 149.77, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1899]. Recommendation = [0.0, 1.1376], Current Cost = 153.31, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3273]. Recommendation = [0.0, 1.1376], Current Cost = 156.85, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1771]. Recommendation = [0.0, 1.1376], Current Cost = 160.39, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1355]. Recommendation = [0.0, 1.1376], Current Cost = 163.93, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1191]. Recommendation = [0.0, 1.1376], Current Cost = 167.47, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2347]. Recommendation = [0.0, 1.1376], Current Cost = 171.01, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1279]. Recommendation = [0.0, 1.1376], Current Cost = 174.55, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1056]. Recommendation = [0.0, 1.1376], Current Cost = 178.08, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1701]. Recommendation = [0.0, 1.1376], Current Cost = 181.62, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1863]. Recommendation = [0.0, 1.1376], Current Cost = 185.16, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0958]. Recommendation = [0.0, 1.1376], Current Cost = 188.70, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1987]. Recommendation = [0.0, 1.1376], Current Cost = 192.24, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2083]. Recommendation = [0.0, 1.1376], Current Cost = 195.78, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1601]. Recommendation = [0.0, 1.1376], Current Cost = 199.32, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.1446]. Recommendation = [0.0, 1.1376], Current Cost = 202.86, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2552]. Recommendation = [0.0, 1.1376], Current Cost = 206.40, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2186]. Recommendation = [0.0, 1.1376], Current Cost = 209.94, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2789]. Recommendation = [0.0, 1.1376], Current Cost = 213.48, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2281]. Recommendation = [0.0, 1.1376], Current Cost = 217.02, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3073]. Recommendation = [0.0, 1.1376], Current Cost = 220.56, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3546]. Recommendation = [0.0, 1.1376], Current Cost = 224.10, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2009]. Recommendation = [0.0, 1.1376], Current Cost = 227.64, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0815]. Recommendation = [0.0, 1.1376], Current Cost = 231.18, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0781]. Recommendation = [0.0, 1.1376], Current Cost = 234.72, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0737]. Recommendation = [0.0, 1.1376], Current Cost = 238.26, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0701]. Recommendation = [0.0, 1.1376], Current Cost = 241.80, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0665]. Recommendation = [0.0, 1.1376], Current Cost = 245.34, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0634]. Recommendation = [0.0, 1.1376], Current Cost = 248.88, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2495]. Recommendation = [0.0, 1.1376], Current Cost = 252.42, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0562]. Recommendation = [0.0, 1.1376], Current Cost = 255.96, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0502]. Recommendation = [0.0, 1.1376], Current Cost = 259.50, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0468]. Recommendation = [0.0, 1.1376], Current Cost = 263.04, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0553]. Recommendation = [0.0, 1.1376], Current Cost = 266.58, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0433]. Recommendation = [0.0, 1.1376], Current Cost = 270.12, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0381]. Recommendation = [0.0, 1.1376], Current Cost = 273.65, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2689]. Recommendation = [0.0, 1.1376], Current Cost = 277.19, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0326]. Recommendation = [0.0, 1.1376], Current Cost = 280.73, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2254]. Recommendation = [0.0, 1.1376], Current Cost = 284.27, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0253]. Recommendation = [0.0, 1.1376], Current Cost = 287.81, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0307]. Recommendation = [0.0, 1.1376], Current Cost = 291.35, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2593]. Recommendation = [0.0, 1.1376], Current Cost = 294.89, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2363]. Recommendation = [0.0, 1.1376], Current Cost = 298.43, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0173]. Recommendation = [0.0, 1.1376], Current Cost = 301.97, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0220]. Recommendation = [0.0, 1.1376], Current Cost = 305.51, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2964]. Recommendation = [0.0, 1.1376], Current Cost = 309.05, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3405]. Recommendation = [0.0, 1.1376], Current Cost = 312.59, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2738]. Recommendation = [0.0, 1.1376], Current Cost = 316.13, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0128]. Recommendation = [0.0, 1.1376], Current Cost = 319.67, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3189]. Recommendation = [0.0, 1.1376], Current Cost = 323.21, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2857]. Recommendation = [0.0, 1.1376], Current Cost = 326.75, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3695]. Recommendation = [0.0, 1.1376], Current Cost = 330.29, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0074]. Recommendation = [0.0, 1.1376], Current Cost = 333.83, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 0.9990]. Recommendation = [0.0, 1.1376], Current Cost = 337.37, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0026]. Recommendation = [0.0, 1.1376], Current Cost = 340.91, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 0.9908]. Recommendation = [0.0, 1.1376], Current Cost = 344.45, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3135]. Recommendation = [0.0, 1.1376], Current Cost = 347.99, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 0.9814]. Recommendation = [0.0, 1.1376], Current Cost = 351.53, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 0.9852]. Recommendation = [0.0, 1.1376], Current Cost = 355.07, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.2829]. Recommendation = [0.0, 1.1376], Current Cost = 358.61, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.3038]. Recommendation = [0.0, 1.1376], Current Cost = 362.15, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [1.0, 1.0086]. Recommendation = [0.0, 1.1376], Current Cost = 365.69, Rho = 0.998
(iter 10) [0.0, 1.0848] = 113.2945, sampling [0.0, 1.1549]. Recommendation = [0.0, 1.1376], Current Cost = 369.22, Rho = 0.998
(iter 93) [0.0, 1.1549] = 113.2983, sampling [1.0, 1.4166]. Recommendation = [0.0, 1.1279], Current Cost = 380.77, Rho = 0.998
(iter 93) [0.0, 1.1549] = 113.2983, sampling [1.0, 0.9928]. Recommendation = [0.0, 1.1279], Current Cost = 384.31, Rho = 0.998
(iter 93) [0.0, 1.1549] = 113.2983, sampling [0.0, 1.1211]. Recommendation = [0.0, 1.1279], Current Cost = 387.85, Rho = 0.998
(iter 96) [0.0, 1.1211] = 113.2994, sampling [0.0, 1.1355]. Recommendation = [0.0, 1.1279], Current Cost = 399.40, Rho = 0.998
(iter 97) [0.0, 1.1355] = 113.2995, sampling [1.0, 1.3350]. Recommendation = [0.0, 1.1279], Current Cost = 410.95, Rho = 0.998
(iter 97) [0.0, 1.1355] = 113.2995, sampling [1.0, 0.9693]. Recommendation = [0.0, 1.1279], Current Cost = 414.49, Rho = 0.998
(iter 97) [0.0, 1.1355] = 113.2995, sampling [1.0, 0.9754]. Recommendation = [0.0, 1.1279], Current Cost = 418.03, Rho = 0.998
(iter 97) [0.0, 1.1355] = 113.2995, sampling [0.0, 1.1095]. Recommendation = [0.0, 1.1279], Current Cost = 421.57, Rho = 0.998
(iter 97) [0.0, 1.1355] = 113.2995, sampling [1.0, 1.4008]. Recommendation = [0.0, 1.1279], Current Cost = 433.11, Rho = 0.998
(iter 97) [0.0, 1.1355] = 113.2995, sampling [1.0, 1.2438]. Recommendation = [0.0, 1.1279], Current Cost = 436.65, Rho = 0.998
(iter 97) [0.0, 1.1355] = 113.2995, sampling [0.0, 1.1279]. Recommendation = [0.0, 1.1279], Current Cost = 440.19, Rho = 0.998
(iter 104) [0.0, 1.1279] = 113.2995, sampling [0.0, 1.1438]. Recommendation = [0.0, 1.1279], Current Cost = 451.74, Rho = 0.998
(iter 104) [0.0, 1.1279] = 113.2995, sampling [1.0, 1.4488]. Recommendation = [0.0, 1.1279], Current Cost = 463.29, Rho = 0.998
(iter 104) [0.0, 1.1279] = 113.2995, sampling [1.0, 1.3786]. Recommendation = [0.0, 1.1279], Current Cost = 466.83, Rho = 0.998
(iter 104) [0.0, 1.1279] = 113.2995, sampling [0.0, 1.1679]. Recommendation = [0.0, 1.1279], Current Cost = 470.37, Rho = 0.998
(iter 104) [0.0, 1.1279] = 113.2995, sampling [1.0, 1.3490]. Recommendation = [0.0, 1.1279], Current Cost = 481.91, Rho = 0.998
(iter 104) [0.0, 1.1279] = 113.2995, sampling [0.0, 1.1376]. Recommendation = [0.0, 1.1279], Current Cost = 485.45, Rho = 0.998
(iter 104) [0.0, 1.1279] = 113.2995, sampling [0.0, 1.1191]. Recommendation = [0.0, 1.1279], Current Cost = 497.00, Rho = 0.998
