(iter 5) [0.0, 1.0826] = 113.2940, sampling [0.0, 1.1803]. Recommendation = [0.0, 1.0826], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1803] = 113.2946, sampling [0.0, 1.1315]. Recommendation = [0.0, 1.1803], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.2382]. Recommendation = [0.0, 1.1315], Current Cost = 80.83, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1076]. Recommendation = [0.0, 1.1315], Current Cost = 92.38, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1568]. Recommendation = [0.0, 1.1315], Current Cost = 103.93, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.2072]. Recommendation = [0.0, 1.1315], Current Cost = 115.47, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.2722]. Recommendation = [0.0, 1.1315], Current Cost = 127.02, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1472]. Recommendation = [0.0, 1.1315], Current Cost = 138.57, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.0959]. Recommendation = [0.0, 1.1315], Current Cost = 150.12, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1223]. Recommendation = [0.0, 1.1315], Current Cost = 161.66, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1922]. Recommendation = [0.0, 1.1315], Current Cost = 173.21, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1688]. Recommendation = [0.0, 1.1315], Current Cost = 184.76, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.2223]. Recommendation = [0.0, 1.1315], Current Cost = 196.31, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.2557]. Recommendation = [0.0, 1.1315], Current Cost = 207.85, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.2924]. Recommendation = [0.0, 1.1315], Current Cost = 219.40, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1401]. Recommendation = [0.0, 1.1315], Current Cost = 230.95, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1165]. Recommendation = [0.0, 1.1315], Current Cost = 242.50, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1019]. Recommendation = [0.0, 1.1315], Current Cost = 254.04, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.0880]. Recommendation = [0.0, 1.1315], Current Cost = 265.59, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1989]. Recommendation = [0.0, 1.1315], Current Cost = 277.14, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1612]. Recommendation = [0.0, 1.1315], Current Cost = 288.69, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1737]. Recommendation = [0.0, 1.1315], Current Cost = 300.23, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.2151]. Recommendation = [0.0, 1.1315], Current Cost = 311.78, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1262]. Recommendation = [0.0, 1.1315], Current Cost = 323.33, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.1877]. Recommendation = [0.0, 1.1315], Current Cost = 334.88, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.3521]. Recommendation = [0.0, 1.1315], Current Cost = 346.42, Rho = -1.230
(iter 6) [0.0, 1.1315] = 113.2995, sampling [0.0, 1.3323]. Recommendation = [0.0, 1.1315], Current Cost = 357.97, Rho = -1.230
