(iter 10) [0.0, 1.2656] = 113.2704, sampling [1.0, 1.2800]. Recommendation = [0.0, 1.2656], Current Cost = 75.44, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [1.0, 1.2700]. Recommendation = [0.0, 1.2656], Current Cost = 78.98, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [1.0, 1.2975]. Recommendation = [0.0, 1.2656], Current Cost = 82.51, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [1.0, 1.2734]. Recommendation = [0.0, 1.2656], Current Cost = 86.05, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [0.0, 1.2871]. Recommendation = [0.0, 1.2656], Current Cost = 89.59, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [1.0, 1.2612]. Recommendation = [0.0, 1.2656], Current Cost = 101.14, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [1.0, 1.3141]. Recommendation = [0.0, 1.2656], Current Cost = 104.68, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [0.0, 1.2789]. Recommendation = [0.0, 1.2656], Current Cost = 108.22, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [0.0, 1.3076]. Recommendation = [0.0, 1.2656], Current Cost = 119.77, Rho = 1.000
(iter 10) [0.0, 1.2656] = 113.2704, sampling [0.0, 1.2588]. Recommendation = [0.0, 1.2656], Current Cost = 131.32, Rho = 1.000
(iter 19) [0.0, 1.2588] = 113.2729, sampling [1.0, 1.2531]. Recommendation = [0.0, 1.2588], Current Cost = 142.86, Rho = 1.000
(iter 19) [0.0, 1.2588] = 113.2729, sampling [1.0, 1.2588]. Recommendation = [0.0, 1.2588], Current Cost = 146.40, Rho = 1.000
(iter 19) [0.0, 1.2588] = 113.2729, sampling [0.0, 1.2483]. Recommendation = [0.0, 1.2588], Current Cost = 149.94, Rho = 1.000
(iter 22) [0.0, 1.2483] = 113.2764, sampling [1.0, 1.2448]. Recommendation = [0.0, 1.2483], Current Cost = 161.49, Rho = 1.000
(iter 22) [0.0, 1.2483] = 113.2764, sampling [1.0, 1.2483]. Recommendation = [0.0, 1.2483], Current Cost = 165.03, Rho = 1.000
(iter 22) [0.0, 1.2483] = 113.2764, sampling [1.0, 1.2415]. Recommendation = [0.0, 1.2483], Current Cost = 168.57, Rho = 1.000
(iter 22) [0.0, 1.2483] = 113.2764, sampling [0.0, 1.2415]. Recommendation = [0.0, 1.2483], Current Cost = 172.11, Rho = 1.000
(iter 26) [0.0, 1.2415] = 113.2787, sampling [1.0, 1.2372]. Recommendation = [0.0, 1.2415], Current Cost = 183.66, Rho = 1.000
(iter 26) [0.0, 1.2415] = 113.2787, sampling [0.0, 1.2354]. Recommendation = [0.0, 1.2415], Current Cost = 187.20, Rho = 1.000
(iter 28) [0.0, 1.2354] = 113.2806, sampling [1.0, 1.2308]. Recommendation = [0.0, 1.2354], Current Cost = 198.74, Rho = 1.000
(iter 28) [0.0, 1.2354] = 113.2806, sampling [1.0, 1.2354]. Recommendation = [0.0, 1.2354], Current Cost = 202.28, Rho = 1.000
(iter 28) [0.0, 1.2354] = 113.2806, sampling [0.0, 1.2253]. Recommendation = [0.0, 1.2354], Current Cost = 205.82, Rho = 1.000
(iter 31) [0.0, 1.2253] = 113.2837, sampling [1.0, 1.2212]. Recommendation = [0.0, 1.2253], Current Cost = 217.37, Rho = 1.000
