(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.3719]. Recommendation = [0.0, 1.3526], Current Cost = 75.44, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.3609]. Recommendation = [0.0, 1.3526], Current Cost = 78.98, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.3339]. Recommendation = [0.0, 1.3526], Current Cost = 82.51, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.3410]. Recommendation = [0.0, 1.3339], Current Cost = 86.05, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.3124]. Recommendation = [0.0, 1.3339], Current Cost = 89.59, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.3231]. Recommendation = [0.0, 1.3124], Current Cost = 93.13, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.2958]. Recommendation = [0.0, 1.3124], Current Cost = 96.67, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.2754]. Recommendation = [0.0, 1.2958], Current Cost = 100.21, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.2858]. Recommendation = [0.0, 1.2754], Current Cost = 103.75, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.2550]. Recommendation = [0.0, 1.2754], Current Cost = 107.29, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.2342]. Recommendation = [0.0, 1.2550], Current Cost = 110.83, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.2123]. Recommendation = [0.0, 1.2342], Current Cost = 114.37, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.2229]. Recommendation = [0.0, 1.2123], Current Cost = 117.91, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1860]. Recommendation = [0.0, 1.2123], Current Cost = 121.45, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1964]. Recommendation = [0.0, 1.1860], Current Cost = 124.99, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1614]. Recommendation = [0.0, 1.1860], Current Cost = 128.53, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1758]. Recommendation = [0.0, 1.1614], Current Cost = 132.07, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1354]. Recommendation = [0.0, 1.1614], Current Cost = 135.61, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1517]. Recommendation = [0.0, 1.1354], Current Cost = 139.15, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1121]. Recommendation = [0.0, 1.1354], Current Cost = 142.69, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.1252]. Recommendation = [0.0, 1.1354], Current Cost = 146.23, Rho = 0.997
(iter 10) [0.0, 1.3526] = 113.2347, sampling [1.0, 1.0883]. Recommendation = [0.0, 1.1252], Current Cost = 149.77, Rho = 0.997
