(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.0937]. Recommendation = [0.0, 1.0630], Current Cost = 75.44, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.0800]. Recommendation = [0.0, 1.0937], Current Cost = 78.98, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1286]. Recommendation = [0.0, 1.0937], Current Cost = 82.51, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1097]. Recommendation = [0.0, 1.1286], Current Cost = 86.05, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1674]. Recommendation = [0.0, 1.1286], Current Cost = 89.59, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1474]. Recommendation = [0.0, 1.1286], Current Cost = 93.13, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2086]. Recommendation = [0.0, 1.1286], Current Cost = 96.67, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1843]. Recommendation = [0.0, 1.1286], Current Cost = 100.21, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2604]. Recommendation = [0.0, 1.1286], Current Cost = 103.75, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2320]. Recommendation = [0.0, 1.1286], Current Cost = 107.29, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.3155]. Recommendation = [0.0, 1.1286], Current Cost = 110.83, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1571]. Recommendation = [0.0, 1.1286], Current Cost = 114.37, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1382]. Recommendation = [0.0, 1.1286], Current Cost = 117.91, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1214]. Recommendation = [0.0, 1.1382], Current Cost = 121.45, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1944]. Recommendation = [0.0, 1.1382], Current Cost = 124.99, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1761]. Recommendation = [0.0, 1.1382], Current Cost = 128.53, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1009]. Recommendation = [0.0, 1.1382], Current Cost = 132.07, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2839]. Recommendation = [0.0, 1.1382], Current Cost = 135.61, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1150]. Recommendation = [0.0, 1.1382], Current Cost = 139.15, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2166]. Recommendation = [0.0, 1.1382], Current Cost = 142.69, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.3599]. Recommendation = [0.0, 1.1382], Current Cost = 146.23, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1335]. Recommendation = [0.0, 1.1382], Current Cost = 149.77, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2460]. Recommendation = [0.0, 1.1335], Current Cost = 153.31, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1511]. Recommendation = [0.0, 1.1335], Current Cost = 156.85, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.0884]. Recommendation = [0.0, 1.1335], Current Cost = 160.39, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.0713]. Recommendation = [0.0, 1.1335], Current Cost = 163.93, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1604]. Recommendation = [0.0, 1.1335], Current Cost = 167.47, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2010]. Recommendation = [0.0, 1.1335], Current Cost = 171.01, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1410]. Recommendation = [0.0, 1.1335], Current Cost = 174.55, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1248]. Recommendation = [0.0, 1.1410], Current Cost = 178.08, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1714]. Recommendation = [0.0, 1.1410], Current Cost = 181.62, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2234]. Recommendation = [0.0, 1.1410], Current Cost = 185.16, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1075]. Recommendation = [0.0, 1.1410], Current Cost = 188.70, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1910]. Recommendation = [0.0, 1.1410], Current Cost = 192.24, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1536]. Recommendation = [0.0, 1.1410], Current Cost = 195.78, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.0983]. Recommendation = [0.0, 1.1410], Current Cost = 199.32, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1167]. Recommendation = [0.0, 1.1410], Current Cost = 202.86, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.0848]. Recommendation = [0.0, 1.1410], Current Cost = 206.40, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2701]. Recommendation = [0.0, 1.1410], Current Cost = 209.94, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2985]. Recommendation = [0.0, 1.1410], Current Cost = 213.48, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.2385]. Recommendation = [0.0, 1.1410], Current Cost = 217.02, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.1740]. Recommendation = [0.0, 1.1410], Current Cost = 220.56, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.3352]. Recommendation = [0.0, 1.1410], Current Cost = 224.10, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.0742]. Recommendation = [0.0, 1.1410], Current Cost = 227.64, Rho = 0.998
(iter 10) [0.0, 1.0630] = 113.2882, sampling [1.0, 1.3906]. Recommendation = [0.0, 1.1410], Current Cost = 231.18, Rho = 0.998
