(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1660]. Recommendation = [0.0, 1.1627], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1698]. Recommendation = [0.0, 1.1627], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1756]. Recommendation = [0.0, 1.1627], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1819]. Recommendation = [0.0, 1.1627], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1767]. Recommendation = [0.0, 1.1627], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1863]. Recommendation = [0.0, 1.1627], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1944]. Recommendation = [0.0, 1.1627], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1895]. Recommendation = [0.0, 1.1627], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.2031]. Recommendation = [0.0, 1.1627], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1969]. Recommendation = [0.0, 1.1627], Current Cost = 161.66, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.2085]. Recommendation = [0.0, 1.1627], Current Cost = 173.21, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.2151]. Recommendation = [0.0, 1.1627], Current Cost = 184.76, Rho = -1.230
(iter 5) [0.0, 1.1627] = 113.2974, sampling [0.0, 1.1585]. Recommendation = [0.0, 1.1627], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.1585] = 113.2979, sampling [0.0, 1.2251]. Recommendation = [0.0, 1.1585], Current Cost = 207.85, Rho = -1.230
(iter 17) [0.0, 1.1585] = 113.2979, sampling [0.0, 1.2200]. Recommendation = [0.0, 1.1585], Current Cost = 219.40, Rho = -1.230
(iter 17) [0.0, 1.1585] = 113.2979, sampling [0.0, 1.2379]. Recommendation = [0.0, 1.1585], Current Cost = 230.95, Rho = -1.230
(iter 17) [0.0, 1.1585] = 113.2979, sampling [0.0, 1.2328]. Recommendation = [0.0, 1.1585], Current Cost = 242.50, Rho = -1.230
(iter 17) [0.0, 1.1585] = 113.2979, sampling [0.0, 1.2048]. Recommendation = [0.0, 1.1585], Current Cost = 254.04, Rho = -1.230
