(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2954]. Recommendation = [0.0, 1.2909], Current Cost = 75.44, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2865]. Recommendation = [0.0, 1.2909], Current Cost = 78.98, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2804]. Recommendation = [0.0, 1.2865], Current Cost = 82.51, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2764]. Recommendation = [0.0, 1.2804], Current Cost = 86.05, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2741]. Recommendation = [0.0, 1.2764], Current Cost = 89.59, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2697]. Recommendation = [0.0, 1.2741], Current Cost = 93.13, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2664]. Recommendation = [0.0, 1.2697], Current Cost = 96.67, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2639]. Recommendation = [0.0, 1.2664], Current Cost = 100.21, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2586]. Recommendation = [0.0, 1.2639], Current Cost = 103.75, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2534]. Recommendation = [0.0, 1.2586], Current Cost = 107.29, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2508]. Recommendation = [0.0, 1.2534], Current Cost = 110.83, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2470]. Recommendation = [0.0, 1.2508], Current Cost = 114.37, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2436]. Recommendation = [0.0, 1.2470], Current Cost = 117.91, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2385]. Recommendation = [0.0, 1.2436], Current Cost = 121.45, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2353]. Recommendation = [0.0, 1.2385], Current Cost = 124.99, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2317]. Recommendation = [0.0, 1.2353], Current Cost = 128.53, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2278]. Recommendation = [0.0, 1.2317], Current Cost = 132.07, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2215]. Recommendation = [0.0, 1.2278], Current Cost = 135.61, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2195]. Recommendation = [0.0, 1.2215], Current Cost = 139.15, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2134]. Recommendation = [0.0, 1.2195], Current Cost = 142.69, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2081]. Recommendation = [0.0, 1.2134], Current Cost = 146.23, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2016]. Recommendation = [0.0, 1.2081], Current Cost = 149.77, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.2068]. Recommendation = [0.0, 1.2016], Current Cost = 153.31, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1998]. Recommendation = [0.0, 1.2016], Current Cost = 156.85, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1937]. Recommendation = [0.0, 1.1998], Current Cost = 160.39, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1888]. Recommendation = [0.0, 1.1937], Current Cost = 163.93, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1824]. Recommendation = [0.0, 1.1888], Current Cost = 167.47, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1879]. Recommendation = [0.0, 1.1824], Current Cost = 171.01, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1786]. Recommendation = [0.0, 1.1824], Current Cost = 174.55, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1733]. Recommendation = [0.0, 1.1786], Current Cost = 178.08, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1692]. Recommendation = [0.0, 1.1733], Current Cost = 181.62, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1645]. Recommendation = [0.0, 1.1692], Current Cost = 185.16, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1561]. Recommendation = [0.0, 1.1645], Current Cost = 188.70, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1635]. Recommendation = [0.0, 1.1561], Current Cost = 192.24, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1534]. Recommendation = [0.0, 1.1561], Current Cost = 195.78, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1504]. Recommendation = [0.0, 1.1534], Current Cost = 199.32, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1470]. Recommendation = [0.0, 1.1504], Current Cost = 202.86, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1430]. Recommendation = [0.0, 1.1470], Current Cost = 206.40, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1373]. Recommendation = [0.0, 1.1470], Current Cost = 209.94, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1337]. Recommendation = [0.0, 1.1373], Current Cost = 213.48, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1273]. Recommendation = [0.0, 1.1337], Current Cost = 217.02, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1320]. Recommendation = [0.0, 1.1337], Current Cost = 220.56, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1229]. Recommendation = [0.0, 1.1320], Current Cost = 224.10, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1195]. Recommendation = [0.0, 1.1320], Current Cost = 227.64, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1135]. Recommendation = [0.0, 1.1320], Current Cost = 231.18, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1062]. Recommendation = [0.0, 1.1320], Current Cost = 234.72, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1116]. Recommendation = [0.0, 1.1320], Current Cost = 238.26, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.1005]. Recommendation = [0.0, 1.1320], Current Cost = 241.80, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0943]. Recommendation = [0.0, 1.1320], Current Cost = 245.34, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0983]. Recommendation = [0.0, 1.1320], Current Cost = 248.88, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0889]. Recommendation = [0.0, 1.1320], Current Cost = 252.42, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0830]. Recommendation = [0.0, 1.1320], Current Cost = 255.96, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0848]. Recommendation = [0.0, 1.1320], Current Cost = 259.50, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0781]. Recommendation = [0.0, 1.1320], Current Cost = 263.04, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0721]. Recommendation = [0.0, 1.1320], Current Cost = 266.58, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0669]. Recommendation = [0.0, 1.1320], Current Cost = 270.12, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0590]. Recommendation = [0.0, 1.1320], Current Cost = 273.65, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0618]. Recommendation = [0.0, 1.1320], Current Cost = 277.19, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0689]. Recommendation = [0.0, 1.1320], Current Cost = 280.73, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0489]. Recommendation = [0.0, 1.1320], Current Cost = 284.27, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [1.0, 1.0527]. Recommendation = [0.0, 1.1320], Current Cost = 287.81, Rho = 0.994
(iter 10) [0.0, 1.2909] = 113.2609, sampling [0.0, 1.1135]. Recommendation = [0.0, 1.1320], Current Cost = 291.35, Rho = 0.994
(iter 71) [0.0, 1.1135] = 113.2989, sampling [0.0, 1.1470]. Recommendation = [0.0, 1.1229], Current Cost = 302.90, Rho = 0.994
