(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.1518]. Recommendation = [0.0, 1.0055], Current Cost = 75.44, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.2447]. Recommendation = [0.0, 1.1518], Current Cost = 78.98, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.0841]. Recommendation = [0.0, 1.1518], Current Cost = 82.51, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.1927]. Recommendation = [0.0, 1.1518], Current Cost = 86.05, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.3066]. Recommendation = [0.0, 1.1518], Current Cost = 89.59, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.1199]. Recommendation = [0.0, 1.1518], Current Cost = 93.13, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.0509]. Recommendation = [0.0, 1.1199], Current Cost = 96.67, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.2180]. Recommendation = [0.0, 1.1199], Current Cost = 100.21, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.1709]. Recommendation = [0.0, 1.1199], Current Cost = 103.75, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.2738]. Recommendation = [0.0, 1.1199], Current Cost = 107.29, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.1027]. Recommendation = [0.0, 1.1199], Current Cost = 110.83, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.1339]. Recommendation = [0.0, 1.1199], Current Cost = 114.37, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.3440]. Recommendation = [0.0, 1.1199], Current Cost = 117.91, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.0300]. Recommendation = [0.0, 1.1199], Current Cost = 121.45, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.0690]. Recommendation = [0.0, 1.1199], Current Cost = 124.99, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.1811]. Recommendation = [0.0, 1.1199], Current Cost = 128.53, Rho = 1.000
(iter 10) [0.0, 1.0055] = 113.2536, sampling [1.0, 1.2075]. Recommendation = [0.0, 1.1199], Current Cost = 132.07, Rho = 1.000
