(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.2731]. Recommendation = [0.0, 1.2694], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.2784]. Recommendation = [0.0, 1.2694], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.2892]. Recommendation = [0.0, 1.2694], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.2824]. Recommendation = [0.0, 1.2694], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.3024]. Recommendation = [0.0, 1.2694], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.2848]. Recommendation = [0.0, 1.2694], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.3178]. Recommendation = [0.0, 1.2694], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.2921]. Recommendation = [0.0, 1.2694], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.2694] = 113.2690, sampling [0.0, 1.2641]. Recommendation = [0.0, 1.2694], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.2641] = 113.2708, sampling [0.0, 1.2635]. Recommendation = [0.0, 1.2641], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.2635] = 113.2712, sampling [0.0, 1.2593]. Recommendation = [0.0, 1.2635], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.2593] = 113.2726, sampling [0.0, 1.2543]. Recommendation = [0.0, 1.2593], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.2543] = 113.2743, sampling [0.0, 1.2501]. Recommendation = [0.0, 1.2543], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.2501] = 113.2757, sampling [0.0, 1.2450]. Recommendation = [0.0, 1.2501], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.2450] = 113.2774, sampling [0.0, 1.2413]. Recommendation = [0.0, 1.2450], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.2413] = 113.2787, sampling [0.0, 1.2380]. Recommendation = [0.0, 1.2413], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.2380] = 113.2797, sampling [0.0, 1.2339]. Recommendation = [0.0, 1.2380], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.2339] = 113.2813, sampling [0.0, 1.2295]. Recommendation = [0.0, 1.2339], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.2295] = 113.2825, sampling [0.0, 1.2269]. Recommendation = [0.0, 1.2295], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.2269] = 113.2834, sampling [0.0, 1.2239]. Recommendation = [0.0, 1.2269], Current Cost = 277.14, Rho = -1.230
(iter 24) [0.0, 1.2239] = 113.2843, sampling [0.0, 1.2167]. Recommendation = [0.0, 1.2239], Current Cost = 288.69, Rho = -1.230
(iter 25) [0.0, 1.2167] = 113.2863, sampling [0.0, 1.2123]. Recommendation = [0.0, 1.2167], Current Cost = 300.23, Rho = -1.230
(iter 26) [0.0, 1.2123] = 113.2873, sampling [0.0, 1.2095]. Recommendation = [0.0, 1.2123], Current Cost = 311.78, Rho = -1.230
(iter 27) [0.0, 1.2095] = 113.2881, sampling [0.0, 1.2063]. Recommendation = [0.0, 1.2095], Current Cost = 323.33, Rho = -1.230
(iter 28) [0.0, 1.2063] = 113.2889, sampling [0.0, 1.2004]. Recommendation = [0.0, 1.2063], Current Cost = 334.88, Rho = -1.230
(iter 29) [0.0, 1.2004] = 113.2904, sampling [0.0, 1.1970]. Recommendation = [0.0, 1.2004], Current Cost = 346.42, Rho = -1.230
(iter 30) [0.0, 1.1970] = 113.2911, sampling [0.0, 1.1955]. Recommendation = [0.0, 1.1970], Current Cost = 357.97, Rho = -1.230
(iter 31) [0.0, 1.1955] = 113.2915, sampling [0.0, 1.1906]. Recommendation = [0.0, 1.1955], Current Cost = 369.52, Rho = -1.230
