(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2027]. Recommendation = [0.0, 1.1961], Current Cost = 75.44, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.1933]. Recommendation = [0.0, 1.1961], Current Cost = 78.98, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2098]. Recommendation = [0.0, 1.1961], Current Cost = 82.51, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [0.0, 1.2045]. Recommendation = [0.0, 1.1961], Current Cost = 86.05, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2045]. Recommendation = [0.0, 1.1961], Current Cost = 97.60, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2187]. Recommendation = [0.0, 1.1961], Current Cost = 101.14, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [0.0, 1.2125]. Recommendation = [0.0, 1.1961], Current Cost = 104.68, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [0.0, 1.2239]. Recommendation = [0.0, 1.1961], Current Cost = 116.23, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2239]. Recommendation = [0.0, 1.1961], Current Cost = 127.78, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2309]. Recommendation = [0.0, 1.1961], Current Cost = 131.32, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2125]. Recommendation = [0.0, 1.1961], Current Cost = 134.86, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.2269]. Recommendation = [0.0, 1.1961], Current Cost = 138.40, Rho = 1.000
(iter 10) [0.0, 1.1961] = 113.2913, sampling [1.0, 1.1881]. Recommendation = [0.0, 1.1961], Current Cost = 141.93, Rho = 1.000
