(iter 5) [0.0, 1.0492] = 113.2824, sampling [0.0, 1.0544]. Recommendation = [0.0, 1.0492], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.0544] = 113.2846, sampling [0.0, 1.0573]. Recommendation = [0.0, 1.0544], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.0573] = 113.2859, sampling [0.0, 1.0600]. Recommendation = [0.0, 1.0573], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 1.0600] = 113.2871, sampling [0.0, 1.0654]. Recommendation = [0.0, 1.0600], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.0654] = 113.2890, sampling [0.0, 1.0681]. Recommendation = [0.0, 1.0654], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.0681] = 113.2900, sampling [0.0, 1.0755]. Recommendation = [0.0, 1.0681], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.0755] = 113.2922, sampling [0.0, 1.0788]. Recommendation = [0.0, 1.0755], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.0788] = 113.2930, sampling [0.0, 1.0837]. Recommendation = [0.0, 1.0788], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.0837] = 113.2943, sampling [0.0, 1.0855]. Recommendation = [0.0, 1.0837], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.0855] = 113.2947, sampling [0.0, 1.0907]. Recommendation = [0.0, 1.0855], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.0907] = 113.2958, sampling [0.0, 1.0950]. Recommendation = [0.0, 1.0907], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.0950] = 113.2967, sampling [0.0, 1.0998]. Recommendation = [0.0, 1.0950], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.0998] = 113.2974, sampling [0.0, 1.1025]. Recommendation = [0.0, 1.0998], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.1025] = 113.2978, sampling [0.0, 1.1056]. Recommendation = [0.0, 1.1025], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.1056] = 113.2981, sampling [0.0, 1.1118]. Recommendation = [0.0, 1.1056], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.1118] = 113.2988, sampling [0.0, 1.1164]. Recommendation = [0.0, 1.1118], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.1164] = 113.2991, sampling [0.0, 1.1130]. Recommendation = [0.0, 1.1164], Current Cost = 242.50, Rho = -1.230
(iter 20) [0.0, 1.1164] = 113.2991, sampling [0.0, 1.1202]. Recommendation = [0.0, 1.1164], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.1202] = 113.2993, sampling [0.0, 1.1251]. Recommendation = [0.0, 1.1202], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.1251] = 113.2995, sampling [0.0, 1.1290]. Recommendation = [0.0, 1.1251], Current Cost = 277.14, Rho = -1.230
