(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1528]. Recommendation = [0.0, 1.0506], Current Cost = 75.44, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1051]. Recommendation = [0.0, 1.1528], Current Cost = 78.98, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2608]. Recommendation = [0.0, 1.1528], Current Cost = 82.51, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2024]. Recommendation = [0.0, 1.1528], Current Cost = 86.05, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.3575]. Recommendation = [0.0, 1.1528], Current Cost = 89.59, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.3052]. Recommendation = [0.0, 1.1528], Current Cost = 93.13, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.4294]. Recommendation = [0.0, 1.1528], Current Cost = 96.67, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1285]. Recommendation = [0.0, 1.1528], Current Cost = 100.21, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0789]. Recommendation = [0.0, 1.1285], Current Cost = 103.75, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1800]. Recommendation = [0.0, 1.1285], Current Cost = 107.29, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2301]. Recommendation = [0.0, 1.1285], Current Cost = 110.83, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.6371]. Recommendation = [0.0, 1.1285], Current Cost = 114.37, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1659]. Recommendation = [0.0, 1.1285], Current Cost = 117.91, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1404]. Recommendation = [0.0, 1.1285], Current Cost = 121.45, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0934]. Recommendation = [0.0, 1.1285], Current Cost = 124.99, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2819]. Recommendation = [0.0, 1.1285], Current Cost = 128.53, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1174]. Recommendation = [0.0, 1.1285], Current Cost = 132.07, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0641]. Recommendation = [0.0, 1.1285], Current Cost = 135.61, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2167]. Recommendation = [0.0, 1.1285], Current Cost = 139.15, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.3884]. Recommendation = [0.0, 1.1285], Current Cost = 142.69, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.3288]. Recommendation = [0.0, 1.1285], Current Cost = 146.23, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2465]. Recommendation = [0.0, 1.1285], Current Cost = 149.77, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1887]. Recommendation = [0.0, 1.1285], Current Cost = 153.31, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.4685]. Recommendation = [0.0, 1.1285], Current Cost = 156.85, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1726]. Recommendation = [0.0, 1.1285], Current Cost = 160.39, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.5735]. Recommendation = [0.0, 1.1285], Current Cost = 163.93, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1463]. Recommendation = [0.0, 1.1285], Current Cost = 167.47, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0852]. Recommendation = [0.0, 1.1285], Current Cost = 171.01, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1346]. Recommendation = [0.0, 1.1285], Current Cost = 174.55, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1609]. Recommendation = [0.0, 1.1346], Current Cost = 178.08, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.7160]. Recommendation = [0.0, 1.1346], Current Cost = 181.62, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1125]. Recommendation = [0.0, 1.1346], Current Cost = 185.16, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1958]. Recommendation = [0.0, 1.1346], Current Cost = 188.70, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0699]. Recommendation = [0.0, 1.1346], Current Cost = 192.24, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2082]. Recommendation = [0.0, 1.1346], Current Cost = 195.78, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1213]. Recommendation = [0.0, 1.1346], Current Cost = 199.32, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1012]. Recommendation = [0.0, 1.1346], Current Cost = 202.86, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2380]. Recommendation = [0.0, 1.1346], Current Cost = 206.40, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2726]. Recommendation = [0.0, 1.1346], Current Cost = 209.94, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.9398]. Recommendation = [0.0, 1.1346], Current Cost = 213.48, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2934]. Recommendation = [0.0, 1.1346], Current Cost = 217.02, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2227]. Recommendation = [0.0, 1.1346], Current Cost = 220.56, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0567]. Recommendation = [0.0, 1.1346], Current Cost = 224.10, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1574]. Recommendation = [0.0, 1.1346], Current Cost = 227.64, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1844]. Recommendation = [0.0, 1.1346], Current Cost = 231.18, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.3429]. Recommendation = [0.0, 1.1346], Current Cost = 234.72, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0972]. Recommendation = [0.0, 1.1346], Current Cost = 238.26, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1093]. Recommendation = [0.0, 1.1346], Current Cost = 241.80, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.4075]. Recommendation = [0.0, 1.1346], Current Cost = 245.34, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.0746]. Recommendation = [0.0, 1.1346], Current Cost = 248.88, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.3191]. Recommendation = [0.0, 1.1346], Current Cost = 252.42, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.2551]. Recommendation = [0.0, 1.1346], Current Cost = 255.96, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.3734]. Recommendation = [0.0, 1.1346], Current Cost = 259.50, Rho = 0.993
(iter 10) [0.0, 1.0506] = 113.2829, sampling [1.0, 1.1378]. Recommendation = [0.0, 1.1346], Current Cost = 263.04, Rho = 0.993
