(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 0.9922]. Recommendation = [0.0, 0.9986], Current Cost = 75.44, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0028]. Recommendation = [0.0, 0.9986], Current Cost = 78.98, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0047]. Recommendation = [0.0, 1.0028], Current Cost = 82.51, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0082]. Recommendation = [0.0, 1.0047], Current Cost = 86.05, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0140]. Recommendation = [0.0, 1.0082], Current Cost = 89.59, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0168]. Recommendation = [0.0, 1.0140], Current Cost = 93.13, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0222]. Recommendation = [0.0, 1.0168], Current Cost = 96.67, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0275]. Recommendation = [0.0, 1.0222], Current Cost = 100.21, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0316]. Recommendation = [0.0, 1.0275], Current Cost = 103.75, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0355]. Recommendation = [0.0, 1.0316], Current Cost = 107.29, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0385]. Recommendation = [0.0, 1.0355], Current Cost = 110.83, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0429]. Recommendation = [0.0, 1.0385], Current Cost = 114.37, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0458]. Recommendation = [0.0, 1.0429], Current Cost = 117.91, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0513]. Recommendation = [0.0, 1.0458], Current Cost = 121.45, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0540]. Recommendation = [0.0, 1.0513], Current Cost = 124.99, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0575]. Recommendation = [0.0, 1.0540], Current Cost = 128.53, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0638]. Recommendation = [0.0, 1.0575], Current Cost = 132.07, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0668]. Recommendation = [0.0, 1.0638], Current Cost = 135.61, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0712]. Recommendation = [0.0, 1.0668], Current Cost = 139.15, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0748]. Recommendation = [0.0, 1.0712], Current Cost = 142.69, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0778]. Recommendation = [0.0, 1.0748], Current Cost = 146.23, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0810]. Recommendation = [0.0, 1.0778], Current Cost = 149.77, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0855]. Recommendation = [0.0, 1.0810], Current Cost = 153.31, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0895]. Recommendation = [0.0, 1.0855], Current Cost = 156.85, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0946]. Recommendation = [0.0, 1.0895], Current Cost = 160.39, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.0998]. Recommendation = [0.0, 1.0946], Current Cost = 163.93, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1030]. Recommendation = [0.0, 1.0998], Current Cost = 167.47, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1066]. Recommendation = [0.0, 1.1030], Current Cost = 171.01, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1096]. Recommendation = [0.0, 1.1066], Current Cost = 174.55, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1154]. Recommendation = [0.0, 1.1096], Current Cost = 178.08, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1212]. Recommendation = [0.0, 1.1154], Current Cost = 181.62, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1168]. Recommendation = [0.0, 1.1154], Current Cost = 185.16, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1279]. Recommendation = [0.0, 1.1168], Current Cost = 188.70, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1325]. Recommendation = [0.0, 1.1168], Current Cost = 192.24, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1308]. Recommendation = [0.0, 1.1168], Current Cost = 195.78, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1374]. Recommendation = [0.0, 1.1168], Current Cost = 199.32, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1403]. Recommendation = [0.0, 1.1168], Current Cost = 202.86, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1469]. Recommendation = [0.0, 1.1168], Current Cost = 206.40, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1517]. Recommendation = [0.0, 1.1168], Current Cost = 209.94, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1571]. Recommendation = [0.0, 1.1168], Current Cost = 213.48, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1617]. Recommendation = [0.0, 1.1168], Current Cost = 217.02, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1528]. Recommendation = [0.0, 1.1168], Current Cost = 220.56, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1662]. Recommendation = [0.0, 1.1168], Current Cost = 224.10, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1716]. Recommendation = [0.0, 1.1168], Current Cost = 227.64, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1791]. Recommendation = [0.0, 1.1168], Current Cost = 231.18, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1754]. Recommendation = [0.0, 1.1168], Current Cost = 234.72, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1871]. Recommendation = [0.0, 1.1168], Current Cost = 238.26, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1817]. Recommendation = [0.0, 1.1168], Current Cost = 241.80, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1986]. Recommendation = [0.0, 1.1168], Current Cost = 245.34, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.1915]. Recommendation = [0.0, 1.1168], Current Cost = 248.88, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.2111]. Recommendation = [0.0, 1.1168], Current Cost = 252.42, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [1.0, 1.2046]. Recommendation = [0.0, 1.1168], Current Cost = 255.96, Rho = 0.958
(iter 10) [0.0, 0.9986] = 113.2474, sampling [0.0, 1.1528]. Recommendation = [0.0, 1.1168], Current Cost = 259.50, Rho = 0.958
(iter 62) [0.0, 1.1528] = 113.2985, sampling [0.0, 1.1096]. Recommendation = [0.0, 1.1308], Current Cost = 271.04, Rho = 0.958
(iter 63) [0.0, 1.1096] = 113.2986, sampling [0.0, 1.1936]. Recommendation = [0.0, 1.1279], Current Cost = 282.59, Rho = 0.958
(iter 63) [0.0, 1.1096] = 113.2986, sampling [1.0, 1.2225]. Recommendation = [0.0, 1.1279], Current Cost = 294.14, Rho = 0.958
(iter 63) [0.0, 1.1096] = 113.2986, sampling [1.0, 1.2173]. Recommendation = [0.0, 1.1279], Current Cost = 297.68, Rho = 0.958
(iter 63) [0.0, 1.1096] = 113.2986, sampling [0.0, 1.1308]. Recommendation = [0.0, 1.1279], Current Cost = 301.22, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2359]. Recommendation = [0.0, 1.1308], Current Cost = 312.77, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.1936]. Recommendation = [0.0, 1.1308], Current Cost = 316.31, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2300]. Recommendation = [0.0, 1.1308], Current Cost = 319.84, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0895]. Recommendation = [0.0, 1.1308], Current Cost = 323.38, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2529]. Recommendation = [0.0, 1.1308], Current Cost = 334.93, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1212]. Recommendation = [0.0, 1.1308], Current Cost = 338.47, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1403]. Recommendation = [0.0, 1.1279], Current Cost = 350.02, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2417]. Recommendation = [0.0, 1.1279], Current Cost = 361.57, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1662]. Recommendation = [0.0, 1.1279], Current Cost = 365.11, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2255]. Recommendation = [0.0, 1.1279], Current Cost = 376.65, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2034]. Recommendation = [0.0, 1.1279], Current Cost = 388.20, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2732]. Recommendation = [0.0, 1.1279], Current Cost = 391.74, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1469]. Recommendation = [0.0, 1.1279], Current Cost = 395.28, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1168]. Recommendation = [0.0, 1.1279], Current Cost = 406.83, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2632]. Recommendation = [0.0, 1.1279], Current Cost = 418.38, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2130]. Recommendation = [0.0, 1.1279], Current Cost = 421.92, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1030]. Recommendation = [0.0, 1.1279], Current Cost = 425.45, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1279]. Recommendation = [0.0, 1.1279], Current Cost = 437.00, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1374]. Recommendation = [0.0, 1.1308], Current Cost = 448.55, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2470]. Recommendation = [0.0, 1.1308], Current Cost = 460.10, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.2984]. Recommendation = [0.0, 1.1308], Current Cost = 471.64, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1325]. Recommendation = [0.0, 1.1308], Current Cost = 475.18, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1571]. Recommendation = [0.0, 1.1308], Current Cost = 486.73, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0712]. Recommendation = [0.0, 1.1308], Current Cost = 498.28, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1754]. Recommendation = [0.0, 1.1308], Current Cost = 509.83, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2846]. Recommendation = [0.0, 1.1308], Current Cost = 521.37, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1154]. Recommendation = [0.0, 1.1308], Current Cost = 532.92, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1066]. Recommendation = [0.0, 1.1308], Current Cost = 544.47, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.3308]. Recommendation = [0.0, 1.1308], Current Cost = 556.02, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0998]. Recommendation = [0.0, 1.1308], Current Cost = 559.56, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1617]. Recommendation = [0.0, 1.1308], Current Cost = 571.10, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1517]. Recommendation = [0.0, 1.1308], Current Cost = 582.65, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0946]. Recommendation = [0.0, 1.1308], Current Cost = 594.20, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3146]. Recommendation = [0.0, 1.1308], Current Cost = 605.75, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2390]. Recommendation = [0.0, 1.1308], Current Cost = 617.29, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.3725]. Recommendation = [0.0, 1.1308], Current Cost = 628.84, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1817]. Recommendation = [0.0, 1.1308], Current Cost = 632.38, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0810]. Recommendation = [0.0, 1.1308], Current Cost = 643.93, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1716]. Recommendation = [0.0, 1.1308], Current Cost = 655.48, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2560]. Recommendation = [0.0, 1.1308], Current Cost = 667.02, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2046]. Recommendation = [0.0, 1.1308], Current Cost = 678.57, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3504]. Recommendation = [0.0, 1.1308], Current Cost = 690.12, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2673]. Recommendation = [0.0, 1.1308], Current Cost = 701.67, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.4244]. Recommendation = [0.0, 1.1308], Current Cost = 713.21, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0575]. Recommendation = [0.0, 1.1308], Current Cost = 716.75, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0855]. Recommendation = [0.0, 1.1308], Current Cost = 728.30, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1871]. Recommendation = [0.0, 1.1308], Current Cost = 739.85, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1791]. Recommendation = [0.0, 1.1308], Current Cost = 751.40, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2500]. Recommendation = [0.0, 1.1308], Current Cost = 762.94, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3942]. Recommendation = [0.0, 1.1308], Current Cost = 774.49, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2173]. Recommendation = [0.0, 1.1308], Current Cost = 786.04, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2763]. Recommendation = [0.0, 1.1308], Current Cost = 797.59, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.4767]. Recommendation = [0.0, 1.1308], Current Cost = 809.13, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2940]. Recommendation = [0.0, 1.1308], Current Cost = 812.67, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0778]. Recommendation = [0.0, 1.1308], Current Cost = 824.22, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3045]. Recommendation = [0.0, 1.1308], Current Cost = 835.77, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1986]. Recommendation = [0.0, 1.1308], Current Cost = 847.32, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 0.9759]. Recommendation = [0.0, 1.1308], Current Cost = 858.86, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0429]. Recommendation = [0.0, 1.1308], Current Cost = 862.40, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0668]. Recommendation = [0.0, 1.1308], Current Cost = 873.95, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3386]. Recommendation = [0.0, 1.1308], Current Cost = 885.50, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.1915]. Recommendation = [0.0, 1.1308], Current Cost = 897.05, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.0748]. Recommendation = [0.0, 1.1308], Current Cost = 908.59, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2702]. Recommendation = [0.0, 1.1308], Current Cost = 920.14, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3262]. Recommendation = [0.0, 1.1308], Current Cost = 931.69, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2300]. Recommendation = [0.0, 1.1308], Current Cost = 943.24, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.4447]. Recommendation = [0.0, 1.1308], Current Cost = 954.78, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2881]. Recommendation = [0.0, 1.1308], Current Cost = 966.33, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2111]. Recommendation = [0.0, 1.1308], Current Cost = 977.88, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3622]. Recommendation = [0.0, 1.1308], Current Cost = 989.43, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 1.5187]. Recommendation = [0.0, 1.1308], Current Cost = 1000.97, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.2822]. Recommendation = [0.0, 1.1308], Current Cost = 1004.51, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [1.0, 0.9527]. Recommendation = [0.0, 1.1308], Current Cost = 1016.06, Rho = 0.958
(iter 67) [0.0, 1.1308] = 113.2995, sampling [0.0, 1.3088]. Recommendation = [0.0, 1.1308], Current Cost = 1019.60, Rho = 0.958
