(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2093]. Recommendation = [0.0, 1.1645], Current Cost = 75.44, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1824]. Recommendation = [0.0, 1.1645], Current Cost = 78.98, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2682]. Recommendation = [0.0, 1.1645], Current Cost = 82.51, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2320]. Recommendation = [0.0, 1.1645], Current Cost = 86.05, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.3516]. Recommendation = [0.0, 1.1645], Current Cost = 89.59, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.3060]. Recommendation = [0.0, 1.1645], Current Cost = 93.13, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.4484]. Recommendation = [0.0, 1.1645], Current Cost = 96.67, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1953]. Recommendation = [0.0, 1.1645], Current Cost = 100.21, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1735]. Recommendation = [0.0, 1.1645], Current Cost = 103.75, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2509]. Recommendation = [0.0, 1.1645], Current Cost = 107.29, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2199]. Recommendation = [0.0, 1.1645], Current Cost = 110.83, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.3934]. Recommendation = [0.0, 1.1645], Current Cost = 114.37, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.5267]. Recommendation = [0.0, 1.1645], Current Cost = 117.91, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1869]. Recommendation = [0.0, 1.1645], Current Cost = 121.45, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1703]. Recommendation = [0.0, 1.1645], Current Cost = 124.99, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2013]. Recommendation = [0.0, 1.1645], Current Cost = 128.53, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2877]. Recommendation = [0.0, 1.1645], Current Cost = 132.07, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1771]. Recommendation = [0.0, 1.1645], Current Cost = 135.61, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.3243]. Recommendation = [0.0, 1.1645], Current Cost = 139.15, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2409]. Recommendation = [0.0, 1.1645], Current Cost = 142.69, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1904]. Recommendation = [0.0, 1.1645], Current Cost = 146.23, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2142]. Recommendation = [0.0, 1.1645], Current Cost = 149.77, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.7077]. Recommendation = [0.0, 1.1645], Current Cost = 153.31, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1576]. Recommendation = [0.0, 1.1645], Current Cost = 156.85, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1633]. Recommendation = [0.0, 1.1645], Current Cost = 160.39, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1536]. Recommendation = [0.0, 1.1645], Current Cost = 163.93, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1487]. Recommendation = [0.0, 1.1645], Current Cost = 167.47, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2042]. Recommendation = [0.0, 1.1645], Current Cost = 171.01, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2277]. Recommendation = [0.0, 1.1645], Current Cost = 174.55, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2604]. Recommendation = [0.0, 1.1645], Current Cost = 178.08, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1435]. Recommendation = [0.0, 1.1645], Current Cost = 181.62, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.4866]. Recommendation = [0.0, 1.1645], Current Cost = 185.16, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1372]. Recommendation = [0.0, 1.1645], Current Cost = 188.70, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2759]. Recommendation = [0.0, 1.1645], Current Cost = 192.24, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.5748]. Recommendation = [0.0, 1.1645], Current Cost = 195.78, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.3694]. Recommendation = [0.0, 1.1645], Current Cost = 199.32, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.4166]. Recommendation = [0.0, 1.1645], Current Cost = 202.86, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1283]. Recommendation = [0.0, 1.1645], Current Cost = 206.40, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1352]. Recommendation = [0.0, 1.1645], Current Cost = 209.94, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1444]. Recommendation = [0.0, 1.1645], Current Cost = 213.48, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1238]. Recommendation = [0.0, 1.1645], Current Cost = 217.02, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1179]. Recommendation = [0.0, 1.1645], Current Cost = 220.56, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1998]. Recommendation = [0.0, 1.1645], Current Cost = 224.10, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1113]. Recommendation = [0.0, 1.1645], Current Cost = 227.64, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1137]. Recommendation = [0.0, 1.1645], Current Cost = 231.18, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2455]. Recommendation = [0.0, 1.1645], Current Cost = 234.72, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.1048]. Recommendation = [0.0, 1.1645], Current Cost = 238.26, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [0.0, 1.2932]. Recommendation = [0.0, 1.1645], Current Cost = 241.80, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.3399]. Recommendation = [0.0, 1.1645], Current Cost = 253.35, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.3139]. Recommendation = [0.0, 1.1645], Current Cost = 256.89, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2826]. Recommendation = [0.0, 1.1645], Current Cost = 260.43, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2389]. Recommendation = [0.0, 1.1645], Current Cost = 263.96, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.2577]. Recommendation = [0.0, 1.1645], Current Cost = 267.50, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [1.0, 1.0983]. Recommendation = [0.0, 1.1645], Current Cost = 271.04, Rho = 1.000
(iter 10) [0.0, 1.1645] = 113.2971, sampling [0.0, 1.1032]. Recommendation = [0.0, 1.1645], Current Cost = 274.58, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.1032]. Recommendation = [0.0, 1.1032], Current Cost = 286.13, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.1244]. Recommendation = [0.0, 1.1283], Current Cost = 289.67, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0958]. Recommendation = [0.0, 1.1283], Current Cost = 293.21, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0896]. Recommendation = [0.0, 1.1283], Current Cost = 296.75, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0844]. Recommendation = [0.0, 1.1283], Current Cost = 300.29, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0772]. Recommendation = [0.0, 1.1283], Current Cost = 303.83, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0826]. Recommendation = [0.0, 1.1283], Current Cost = 307.37, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0700]. Recommendation = [0.0, 1.1283], Current Cost = 310.91, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0723]. Recommendation = [0.0, 1.1283], Current Cost = 314.45, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0646]. Recommendation = [0.0, 1.1283], Current Cost = 317.99, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0554]. Recommendation = [0.0, 1.1283], Current Cost = 321.53, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.0607]. Recommendation = [0.0, 1.1283], Current Cost = 325.07, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.2642]. Recommendation = [0.0, 1.1283], Current Cost = 328.61, Rho = 1.000
(iter 64) [0.0, 1.1032] = 113.2979, sampling [1.0, 1.2932]. Recommendation = [0.0, 1.1283], Current Cost = 332.15, Rho = 1.000
