(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.1332]. Recommendation = [0.0, 1.0534], Current Cost = 75.44, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.0963]. Recommendation = [0.0, 1.1332], Current Cost = 78.98, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.2294]. Recommendation = [0.0, 1.1332], Current Cost = 82.51, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.1791]. Recommendation = [0.0, 1.1332], Current Cost = 86.05, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.3409]. Recommendation = [0.0, 1.1332], Current Cost = 89.59, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.2771]. Recommendation = [0.0, 1.1332], Current Cost = 93.13, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.4452]. Recommendation = [0.0, 1.1332], Current Cost = 96.67, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.1533]. Recommendation = [0.0, 1.1332], Current Cost = 100.21, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.2030]. Recommendation = [0.0, 1.1332], Current Cost = 103.75, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.0776]. Recommendation = [0.0, 1.1332], Current Cost = 107.29, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.3874]. Recommendation = [0.0, 1.1332], Current Cost = 110.83, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.1157]. Recommendation = [0.0, 1.1332], Current Cost = 114.37, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.5223]. Recommendation = [0.0, 1.1332], Current Cost = 117.91, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.3084]. Recommendation = [0.0, 1.1332], Current Cost = 121.45, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.2511]. Recommendation = [0.0, 1.1332], Current Cost = 124.99, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.1661]. Recommendation = [0.0, 1.1332], Current Cost = 128.53, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.7506]. Recommendation = [0.0, 1.1332], Current Cost = 132.07, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.1925]. Recommendation = [0.0, 1.1332], Current Cost = 135.61, Rho = 0.993
(iter 10) [0.0, 1.0534] = 113.2842, sampling [1.0, 1.2163]. Recommendation = [0.0, 1.1332], Current Cost = 139.15, Rho = 0.993
