(iter 5) [0.0, 1.0828] = 113.2940, sampling [0.0, 1.1497]. Recommendation = [0.0, 1.0828], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1497] = 113.2987, sampling [0.0, 1.1198]. Recommendation = [0.0, 1.1497], Current Cost = 69.28, Rho = -1.230
(iter 6) [0.0, 1.1198] = 113.2993, sampling [0.0, 1.2172]. Recommendation = [0.0, 1.1198], Current Cost = 80.83, Rho = -1.230
(iter 6) [0.0, 1.1198] = 113.2993, sampling [0.0, 1.1819]. Recommendation = [0.0, 1.1198], Current Cost = 92.38, Rho = -1.230
(iter 6) [0.0, 1.1198] = 113.2993, sampling [0.0, 1.2768]. Recommendation = [0.0, 1.1198], Current Cost = 103.93, Rho = -1.230
(iter 6) [0.0, 1.1198] = 113.2993, sampling [0.0, 1.1004]. Recommendation = [0.0, 1.1198], Current Cost = 115.47, Rho = -1.230
(iter 6) [0.0, 1.1198] = 113.2993, sampling [0.0, 1.2421]. Recommendation = [0.0, 1.1198], Current Cost = 127.02, Rho = -1.230
(iter 6) [0.0, 1.1198] = 113.2993, sampling [0.0, 1.1346]. Recommendation = [0.0, 1.1198], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.1346] = 113.2995, sampling [0.0, 1.1655]. Recommendation = [0.0, 1.1346], Current Cost = 150.12, Rho = -1.230
(iter 12) [0.0, 1.1346] = 113.2995, sampling [0.0, 1.3259]. Recommendation = [0.0, 1.1346], Current Cost = 161.66, Rho = -1.230
(iter 12) [0.0, 1.1346] = 113.2995, sampling [0.0, 1.1984]. Recommendation = [0.0, 1.1346], Current Cost = 173.21, Rho = -1.230
(iter 12) [0.0, 1.1346] = 113.2995, sampling [0.0, 1.1114]. Recommendation = [0.0, 1.1346], Current Cost = 184.76, Rho = -1.230
(iter 12) [0.0, 1.1346] = 113.2995, sampling [0.0, 1.1430]. Recommendation = [0.0, 1.1346], Current Cost = 196.31, Rho = -1.230
(iter 12) [0.0, 1.1346] = 113.2995, sampling [0.0, 1.1276]. Recommendation = [0.0, 1.1346], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.1561]. Recommendation = [0.0, 1.1276], Current Cost = 219.40, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.0899]. Recommendation = [0.0, 1.1276], Current Cost = 230.95, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.1736]. Recommendation = [0.0, 1.1276], Current Cost = 242.50, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.2589]. Recommendation = [0.0, 1.1276], Current Cost = 254.04, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.2998]. Recommendation = [0.0, 1.1276], Current Cost = 265.59, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.2314]. Recommendation = [0.0, 1.1276], Current Cost = 277.14, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.1910]. Recommendation = [0.0, 1.1276], Current Cost = 288.69, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.2085]. Recommendation = [0.0, 1.1276], Current Cost = 300.23, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.3572]. Recommendation = [0.0, 1.1276], Current Cost = 311.78, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.1075]. Recommendation = [0.0, 1.1276], Current Cost = 323.33, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.0945]. Recommendation = [0.0, 1.1276], Current Cost = 334.88, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.1606]. Recommendation = [0.0, 1.1276], Current Cost = 346.42, Rho = -1.230
(iter 18) [0.0, 1.1276] = 113.2995, sampling [0.0, 1.1377]. Recommendation = [0.0, 1.1276], Current Cost = 357.97, Rho = -1.230
