(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.3011]. Recommendation = [0.0, 1.2264], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2595]. Recommendation = [0.0, 1.2264], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.3757]. Recommendation = [0.0, 1.2264], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.3328]. Recommendation = [0.0, 1.2264], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2406]. Recommendation = [0.0, 1.2264], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2780]. Recommendation = [0.0, 1.2264], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.4291]. Recommendation = [0.0, 1.2264], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2508]. Recommendation = [0.0, 1.2264], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2348]. Recommendation = [0.0, 1.2264], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.3173]. Recommendation = [0.0, 1.2264], Current Cost = 161.66, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.3534]. Recommendation = [0.0, 1.2264], Current Cost = 173.21, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2888]. Recommendation = [0.0, 1.2264], Current Cost = 184.76, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2673]. Recommendation = [0.0, 1.2264], Current Cost = 196.31, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.6088]. Recommendation = [0.0, 1.2264], Current Cost = 207.85, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.3976]. Recommendation = [0.0, 1.2264], Current Cost = 219.40, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2303]. Recommendation = [0.0, 1.2264], Current Cost = 230.95, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2460]. Recommendation = [0.0, 1.2264], Current Cost = 242.50, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.4606]. Recommendation = [0.0, 1.2264], Current Cost = 254.04, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.5515]. Recommendation = [0.0, 1.2264], Current Cost = 265.59, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.7049]. Recommendation = [0.0, 1.2264], Current Cost = 277.14, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2715]. Recommendation = [0.0, 1.2264], Current Cost = 288.69, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.3083]. Recommendation = [0.0, 1.2264], Current Cost = 300.23, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2839]. Recommendation = [0.0, 1.2264], Current Cost = 311.78, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2631]. Recommendation = [0.0, 1.2264], Current Cost = 323.33, Rho = -1.230
(iter 5) [0.0, 1.2264] = 113.2834, sampling [0.0, 1.2216]. Recommendation = [0.0, 1.2264], Current Cost = 334.88, Rho = -1.230
(iter 29) [0.0, 1.2216] = 113.2849, sampling [0.0, 1.2180]. Recommendation = [0.0, 1.2216], Current Cost = 346.42, Rho = -1.230
(iter 30) [0.0, 1.2180] = 113.2860, sampling [0.0, 1.2111]. Recommendation = [0.0, 1.2180], Current Cost = 357.97, Rho = -1.230
(iter 31) [0.0, 1.2111] = 113.2876, sampling [0.0, 1.2151]. Recommendation = [0.0, 1.2111], Current Cost = 369.52, Rho = -1.230
(iter 31) [0.0, 1.2111] = 113.2876, sampling [0.0, 1.2060]. Recommendation = [0.0, 1.2111], Current Cost = 381.07, Rho = -1.230
(iter 33) [0.0, 1.2060] = 113.2889, sampling [0.0, 1.2009]. Recommendation = [0.0, 1.2060], Current Cost = 392.61, Rho = -1.230
(iter 34) [0.0, 1.2009] = 113.2904, sampling [0.0, 1.1980]. Recommendation = [0.0, 1.2009], Current Cost = 404.16, Rho = -1.230
(iter 35) [0.0, 1.1980] = 113.2911, sampling [0.0, 1.1921]. Recommendation = [0.0, 1.1980], Current Cost = 415.71, Rho = -1.230
(iter 36) [0.0, 1.1921] = 113.2922, sampling [0.0, 1.1875]. Recommendation = [0.0, 1.1921], Current Cost = 427.26, Rho = -1.230
(iter 37) [0.0, 1.1875] = 113.2932, sampling [0.0, 1.1838]. Recommendation = [0.0, 1.1875], Current Cost = 438.80, Rho = -1.230
(iter 38) [0.0, 1.1838] = 113.2940, sampling [0.0, 1.1797]. Recommendation = [0.0, 1.1838], Current Cost = 450.35, Rho = -1.230
(iter 39) [0.0, 1.1797] = 113.2948, sampling [0.0, 1.1729]. Recommendation = [0.0, 1.1797], Current Cost = 461.90, Rho = -1.230
(iter 40) [0.0, 1.1729] = 113.2960, sampling [0.0, 1.1675]. Recommendation = [0.0, 1.1729], Current Cost = 473.45, Rho = -1.230
(iter 41) [0.0, 1.1675] = 113.2967, sampling [0.0, 1.1704]. Recommendation = [0.0, 1.1675], Current Cost = 484.99, Rho = -1.230
