(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1580]. Recommendation = [0.0, 1.1507], Current Cost = 75.44, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1521]. Recommendation = [0.0, 1.1507], Current Cost = 78.98, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1672]. Recommendation = [0.0, 1.1507], Current Cost = 82.51, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1616]. Recommendation = [0.0, 1.1507], Current Cost = 86.05, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1748]. Recommendation = [0.0, 1.1507], Current Cost = 89.59, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1704]. Recommendation = [0.0, 1.1507], Current Cost = 93.13, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1830]. Recommendation = [0.0, 1.1507], Current Cost = 96.67, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1924]. Recommendation = [0.0, 1.1507], Current Cost = 100.21, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1873]. Recommendation = [0.0, 1.1507], Current Cost = 103.75, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1470]. Recommendation = [0.0, 1.1507], Current Cost = 107.29, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.2032]. Recommendation = [0.0, 1.1507], Current Cost = 110.83, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1762]. Recommendation = [0.0, 1.1507], Current Cost = 114.37, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1410]. Recommendation = [0.0, 1.1507], Current Cost = 117.91, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1385]. Recommendation = [0.0, 1.1507], Current Cost = 121.45, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1336]. Recommendation = [0.0, 1.1507], Current Cost = 124.99, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1302]. Recommendation = [0.0, 1.1507], Current Cost = 128.53, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1278]. Recommendation = [0.0, 1.1507], Current Cost = 132.07, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1220]. Recommendation = [0.0, 1.1507], Current Cost = 135.61, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1186]. Recommendation = [0.0, 1.1507], Current Cost = 139.15, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.2169]. Recommendation = [0.0, 1.1507], Current Cost = 142.69, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.2112]. Recommendation = [0.0, 1.1507], Current Cost = 146.23, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1128]. Recommendation = [0.0, 1.1507], Current Cost = 149.77, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1112]. Recommendation = [0.0, 1.1507], Current Cost = 153.31, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1998]. Recommendation = [0.0, 1.1507], Current Cost = 156.85, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1049]. Recommendation = [0.0, 1.1507], Current Cost = 160.39, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.1014]. Recommendation = [0.0, 1.1507], Current Cost = 163.93, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.0981]. Recommendation = [0.0, 1.1507], Current Cost = 167.47, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.2350]. Recommendation = [0.0, 1.1507], Current Cost = 171.01, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.2262]. Recommendation = [0.0, 1.1507], Current Cost = 174.55, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [0.0, 1.1049]. Recommendation = [0.0, 1.1507], Current Cost = 178.08, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.0928]. Recommendation = [0.0, 1.1278], Current Cost = 189.63, Rho = 0.994
(iter 10) [0.0, 1.1507] = 113.2986, sampling [1.0, 1.0911]. Recommendation = [0.0, 1.1278], Current Cost = 193.17, Rho = 0.994
