(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2492]. Recommendation = [0.0, 1.2283], Current Cost = 75.44, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2400]. Recommendation = [0.0, 1.2283], Current Cost = 78.98, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2692]. Recommendation = [0.0, 1.2283], Current Cost = 82.51, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2337]. Recommendation = [0.0, 1.2283], Current Cost = 86.05, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2592]. Recommendation = [0.0, 1.2283], Current Cost = 89.59, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2864]. Recommendation = [0.0, 1.2283], Current Cost = 93.13, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2421]. Recommendation = [0.0, 1.2283], Current Cost = 96.67, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2226]. Recommendation = [0.0, 1.2283], Current Cost = 100.21, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2167]. Recommendation = [0.0, 1.2226], Current Cost = 103.75, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2132]. Recommendation = [0.0, 1.2167], Current Cost = 107.29, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2092]. Recommendation = [0.0, 1.2132], Current Cost = 110.83, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2076]. Recommendation = [0.0, 1.2092], Current Cost = 114.37, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.2016]. Recommendation = [0.0, 1.2076], Current Cost = 117.91, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1971]. Recommendation = [0.0, 1.2016], Current Cost = 121.45, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1950]. Recommendation = [0.0, 1.1971], Current Cost = 124.99, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1889]. Recommendation = [0.0, 1.1950], Current Cost = 128.53, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1856]. Recommendation = [0.0, 1.1889], Current Cost = 132.07, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1813]. Recommendation = [0.0, 1.1856], Current Cost = 135.61, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1752]. Recommendation = [0.0, 1.1813], Current Cost = 139.15, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1799]. Recommendation = [0.0, 1.1752], Current Cost = 142.69, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1702]. Recommendation = [0.0, 1.1752], Current Cost = 146.23, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1672]. Recommendation = [0.0, 1.1702], Current Cost = 149.77, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1603]. Recommendation = [0.0, 1.1672], Current Cost = 153.31, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1575]. Recommendation = [0.0, 1.1603], Current Cost = 156.85, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1551]. Recommendation = [0.0, 1.1575], Current Cost = 160.39, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1484]. Recommendation = [0.0, 1.1551], Current Cost = 163.93, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1411]. Recommendation = [0.0, 1.1484], Current Cost = 167.47, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1471]. Recommendation = [0.0, 1.1411], Current Cost = 171.01, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1376]. Recommendation = [0.0, 1.1411], Current Cost = 174.55, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1321]. Recommendation = [0.0, 1.1376], Current Cost = 178.08, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1303]. Recommendation = [0.0, 1.1321], Current Cost = 181.62, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1243]. Recommendation = [0.0, 1.1303], Current Cost = 185.16, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1165]. Recommendation = [0.0, 1.1243], Current Cost = 188.70, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1232]. Recommendation = [0.0, 1.1243], Current Cost = 192.24, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1116]. Recommendation = [0.0, 1.1243], Current Cost = 195.78, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1144]. Recommendation = [0.0, 1.1243], Current Cost = 199.32, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1054]. Recommendation = [0.0, 1.1243], Current Cost = 202.86, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.1035]. Recommendation = [0.0, 1.1243], Current Cost = 206.40, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0968]. Recommendation = [0.0, 1.1243], Current Cost = 209.94, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0949]. Recommendation = [0.0, 1.1243], Current Cost = 213.48, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0883]. Recommendation = [0.0, 1.1243], Current Cost = 217.02, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0822]. Recommendation = [0.0, 1.1243], Current Cost = 220.56, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0860]. Recommendation = [0.0, 1.1243], Current Cost = 224.10, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0767]. Recommendation = [0.0, 1.1243], Current Cost = 227.64, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0683]. Recommendation = [0.0, 1.1243], Current Cost = 231.18, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0756]. Recommendation = [0.0, 1.1243], Current Cost = 234.72, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0629]. Recommendation = [0.0, 1.1243], Current Cost = 238.26, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0570]. Recommendation = [0.0, 1.1243], Current Cost = 241.80, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0493]. Recommendation = [0.0, 1.1243], Current Cost = 245.34, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0535]. Recommendation = [0.0, 1.1243], Current Cost = 248.88, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0410]. Recommendation = [0.0, 1.1243], Current Cost = 252.42, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0674]. Recommendation = [0.0, 1.1243], Current Cost = 255.96, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0463]. Recommendation = [0.0, 1.1243], Current Cost = 259.50, Rho = 0.994
(iter 10) [0.0, 1.2283] = 113.2828, sampling [1.0, 1.0333]. Recommendation = [0.0, 1.1243], Current Cost = 263.04, Rho = 0.994
