(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1972]. Recommendation = [0.0, 1.1665], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1804]. Recommendation = [0.0, 1.1665], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2342]. Recommendation = [0.0, 1.1665], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2135]. Recommendation = [0.0, 1.1665], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2719]. Recommendation = [0.0, 1.1665], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1726]. Recommendation = [0.0, 1.1665], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1868]. Recommendation = [0.0, 1.1665], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2059]. Recommendation = [0.0, 1.1665], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2516]. Recommendation = [0.0, 1.1665], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2221]. Recommendation = [0.0, 1.1665], Current Cost = 161.66, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1913]. Recommendation = [0.0, 1.1665], Current Cost = 173.21, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1694]. Recommendation = [0.0, 1.1665], Current Cost = 184.76, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.3038]. Recommendation = [0.0, 1.1665], Current Cost = 196.31, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1779]. Recommendation = [0.0, 1.1665], Current Cost = 207.85, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2019]. Recommendation = [0.0, 1.1665], Current Cost = 219.40, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1946]. Recommendation = [0.0, 1.1665], Current Cost = 230.95, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2421]. Recommendation = [0.0, 1.1665], Current Cost = 242.50, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2281]. Recommendation = [0.0, 1.1665], Current Cost = 254.04, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2102]. Recommendation = [0.0, 1.1665], Current Cost = 265.59, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2181]. Recommendation = [0.0, 1.1665], Current Cost = 277.14, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2863]. Recommendation = [0.0, 1.1665], Current Cost = 288.69, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.2615]. Recommendation = [0.0, 1.1665], Current Cost = 300.23, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.3204]. Recommendation = [0.0, 1.1665], Current Cost = 311.78, Rho = -1.230
(iter 5) [0.0, 1.1665] = 113.2969, sampling [0.0, 1.1604]. Recommendation = [0.0, 1.1665], Current Cost = 323.33, Rho = -1.230
(iter 28) [0.0, 1.1604] = 113.2976, sampling [0.0, 1.1598]. Recommendation = [0.0, 1.1604], Current Cost = 334.88, Rho = -1.230
(iter 29) [0.0, 1.1598] = 113.2978, sampling [0.0, 1.1523]. Recommendation = [0.0, 1.1598], Current Cost = 346.42, Rho = -1.230
(iter 30) [0.0, 1.1523] = 113.2985, sampling [0.0, 1.1481]. Recommendation = [0.0, 1.1523], Current Cost = 357.97, Rho = -1.230
(iter 31) [0.0, 1.1481] = 113.2988, sampling [0.0, 1.1402]. Recommendation = [0.0, 1.1481], Current Cost = 369.52, Rho = -1.230
(iter 32) [0.0, 1.1402] = 113.2993, sampling [0.0, 1.1371]. Recommendation = [0.0, 1.1402], Current Cost = 381.07, Rho = -1.230
(iter 33) [0.0, 1.1371] = 113.2994, sampling [0.0, 1.1321]. Recommendation = [0.0, 1.1371], Current Cost = 392.61, Rho = -1.230
(iter 34) [0.0, 1.1321] = 113.2995, sampling [0.0, 1.1307]. Recommendation = [0.0, 1.1321], Current Cost = 404.16, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1278]. Recommendation = [0.0, 1.1321], Current Cost = 415.71, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1225]. Recommendation = [0.0, 1.1307], Current Cost = 427.26, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1198]. Recommendation = [0.0, 1.1307], Current Cost = 438.80, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1151]. Recommendation = [0.0, 1.1307], Current Cost = 450.35, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1478]. Recommendation = [0.0, 1.1307], Current Cost = 461.90, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1090]. Recommendation = [0.0, 1.1307], Current Cost = 473.45, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1058]. Recommendation = [0.0, 1.1307], Current Cost = 484.99, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.1023]. Recommendation = [0.0, 1.1307], Current Cost = 496.54, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0980]. Recommendation = [0.0, 1.1307], Current Cost = 508.09, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0927]. Recommendation = [0.0, 1.1307], Current Cost = 519.64, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0913]. Recommendation = [0.0, 1.1307], Current Cost = 531.18, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0850]. Recommendation = [0.0, 1.1307], Current Cost = 542.73, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0815]. Recommendation = [0.0, 1.1307], Current Cost = 554.28, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0775]. Recommendation = [0.0, 1.1307], Current Cost = 565.83, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0739]. Recommendation = [0.0, 1.1307], Current Cost = 577.37, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.0719]. Recommendation = [0.0, 1.1307], Current Cost = 588.92, Rho = -1.230
(iter 35) [0.0, 1.1307] = 113.2995, sampling [0.0, 1.2464]. Recommendation = [0.0, 1.1307], Current Cost = 600.47, Rho = -1.230
