(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.0152]. Recommendation = [0.0, 0.9708], Current Cost = 75.44, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.0620]. Recommendation = [0.0, 1.0152], Current Cost = 78.98, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.0427]. Recommendation = [0.0, 1.0620], Current Cost = 82.51, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1176]. Recommendation = [0.0, 1.0620], Current Cost = 86.05, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.0881]. Recommendation = [0.0, 1.1176], Current Cost = 89.59, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1834]. Recommendation = [0.0, 1.0881], Current Cost = 93.13, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1486]. Recommendation = [0.0, 1.0881], Current Cost = 96.67, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.2666]. Recommendation = [0.0, 1.0881], Current Cost = 100.21, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.2224]. Recommendation = [0.0, 1.0881], Current Cost = 103.75, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.3770]. Recommendation = [0.0, 1.0881], Current Cost = 107.29, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.3167]. Recommendation = [0.0, 1.0881], Current Cost = 110.83, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.4772]. Recommendation = [0.0, 1.0881], Current Cost = 114.37, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1338]. Recommendation = [0.0, 1.0881], Current Cost = 117.91, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1008]. Recommendation = [0.0, 1.0881], Current Cost = 121.45, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1656]. Recommendation = [0.0, 1.1008], Current Cost = 124.99, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.2029]. Recommendation = [0.0, 1.1008], Current Cost = 128.53, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.0749]. Recommendation = [0.0, 1.1008], Current Cost = 132.07, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.2447]. Recommendation = [0.0, 1.1008], Current Cost = 135.61, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 0.9953]. Recommendation = [0.0, 1.1008], Current Cost = 139.15, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.4203]. Recommendation = [0.0, 1.1008], Current Cost = 142.69, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.0296]. Recommendation = [0.0, 1.1008], Current Cost = 146.23, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.2904]. Recommendation = [0.0, 1.1008], Current Cost = 149.77, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.5401]. Recommendation = [0.0, 1.1008], Current Cost = 153.31, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1098]. Recommendation = [0.0, 1.1008], Current Cost = 156.85, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.0543]. Recommendation = [0.0, 1.1008], Current Cost = 160.39, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.1246]. Recommendation = [0.0, 1.1008], Current Cost = 163.93, Rho = 1.000
(iter 10) [0.0, 0.9708] = 113.2170, sampling [1.0, 1.3474]. Recommendation = [0.0, 1.1008], Current Cost = 167.47, Rho = 1.000
