(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.2926]. Recommendation = [0.0, 1.2688], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.2779]. Recommendation = [0.0, 1.2688], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3202]. Recommendation = [0.0, 1.2688], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3052]. Recommendation = [0.0, 1.2688], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3600]. Recommendation = [0.0, 1.2688], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.2852]. Recommendation = [0.0, 1.2688], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3380]. Recommendation = [0.0, 1.2688], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.4120]. Recommendation = [0.0, 1.2688], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.2753]. Recommendation = [0.0, 1.2688], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3818]. Recommendation = [0.0, 1.2688], Current Cost = 161.66, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.4737]. Recommendation = [0.0, 1.2688], Current Cost = 173.21, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.2971]. Recommendation = [0.0, 1.2688], Current Cost = 184.76, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.2831]. Recommendation = [0.0, 1.2688], Current Cost = 196.31, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3148]. Recommendation = [0.0, 1.2688], Current Cost = 207.85, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3286]. Recommendation = [0.0, 1.2688], Current Cost = 219.40, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3484]. Recommendation = [0.0, 1.2688], Current Cost = 230.95, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.3011]. Recommendation = [0.0, 1.2688], Current Cost = 242.50, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.4388]. Recommendation = [0.0, 1.2688], Current Cost = 254.04, Rho = -1.230
(iter 5) [0.0, 1.2688] = 113.2693, sampling [0.0, 1.2647]. Recommendation = [0.0, 1.2688], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.2647] = 113.2708, sampling [0.0, 1.2611]. Recommendation = [0.0, 1.2647], Current Cost = 277.14, Rho = -1.230
(iter 24) [0.0, 1.2611] = 113.2719, sampling [0.0, 1.2599]. Recommendation = [0.0, 1.2611], Current Cost = 288.69, Rho = -1.230
(iter 25) [0.0, 1.2599] = 113.2726, sampling [0.0, 1.2539]. Recommendation = [0.0, 1.2599], Current Cost = 300.23, Rho = -1.230
(iter 26) [0.0, 1.2539] = 113.2747, sampling [0.0, 1.2512]. Recommendation = [0.0, 1.2539], Current Cost = 311.78, Rho = -1.230
(iter 27) [0.0, 1.2512] = 113.2754, sampling [0.0, 1.2471]. Recommendation = [0.0, 1.2512], Current Cost = 323.33, Rho = -1.230
(iter 28) [0.0, 1.2471] = 113.2767, sampling [0.0, 1.2419]. Recommendation = [0.0, 1.2471], Current Cost = 334.88, Rho = -1.230
(iter 29) [0.0, 1.2419] = 113.2787, sampling [0.0, 1.2374]. Recommendation = [0.0, 1.2419], Current Cost = 346.42, Rho = -1.230
(iter 30) [0.0, 1.2374] = 113.2800, sampling [0.0, 1.2325]. Recommendation = [0.0, 1.2374], Current Cost = 357.97, Rho = -1.230
(iter 31) [0.0, 1.2325] = 113.2816, sampling [0.0, 1.2293]. Recommendation = [0.0, 1.2325], Current Cost = 369.52, Rho = -1.230
(iter 32) [0.0, 1.2293] = 113.2825, sampling [0.0, 1.2279]. Recommendation = [0.0, 1.2293], Current Cost = 381.07, Rho = -1.230
(iter 33) [0.0, 1.2279] = 113.2831, sampling [0.0, 1.2207]. Recommendation = [0.0, 1.2279], Current Cost = 392.61, Rho = -1.230
(iter 34) [0.0, 1.2207] = 113.2851, sampling [0.0, 1.2162]. Recommendation = [0.0, 1.2207], Current Cost = 404.16, Rho = -1.230
(iter 35) [0.0, 1.2162] = 113.2863, sampling [0.0, 1.2124]. Recommendation = [0.0, 1.2162], Current Cost = 415.71, Rho = -1.230
(iter 36) [0.0, 1.2124] = 113.2873, sampling [0.0, 1.2102]. Recommendation = [0.0, 1.2124], Current Cost = 427.26, Rho = -1.230
(iter 37) [0.0, 1.2102] = 113.2879, sampling [0.0, 1.2062]. Recommendation = [0.0, 1.2102], Current Cost = 438.80, Rho = -1.230
(iter 38) [0.0, 1.2062] = 113.2889, sampling [0.0, 1.2025]. Recommendation = [0.0, 1.2062], Current Cost = 450.35, Rho = -1.230
(iter 39) [0.0, 1.2025] = 113.2899, sampling [0.0, 1.1972]. Recommendation = [0.0, 1.2025], Current Cost = 461.90, Rho = -1.230
(iter 40) [0.0, 1.1972] = 113.2911, sampling [0.0, 1.1953]. Recommendation = [0.0, 1.1972], Current Cost = 473.45, Rho = -1.230
(iter 41) [0.0, 1.1953] = 113.2915, sampling [0.0, 1.1915]. Recommendation = [0.0, 1.1953], Current Cost = 484.99, Rho = -1.230
(iter 42) [0.0, 1.1915] = 113.2924, sampling [0.0, 1.1880]. Recommendation = [0.0, 1.1915], Current Cost = 496.54, Rho = -1.230
(iter 43) [0.0, 1.1880] = 113.2932, sampling [0.0, 1.1827]. Recommendation = [0.0, 1.1880], Current Cost = 508.09, Rho = -1.230
(iter 44) [0.0, 1.1827] = 113.2942, sampling [0.0, 1.1798]. Recommendation = [0.0, 1.1827], Current Cost = 519.64, Rho = -1.230
(iter 45) [0.0, 1.1798] = 113.2948, sampling [0.0, 1.1721]. Recommendation = [0.0, 1.1798], Current Cost = 531.18, Rho = -1.230
(iter 46) [0.0, 1.1721] = 113.2960, sampling [0.0, 1.1698]. Recommendation = [0.0, 1.1721], Current Cost = 542.73, Rho = -1.230
(iter 47) [0.0, 1.1698] = 113.2964, sampling [0.0, 1.1677]. Recommendation = [0.0, 1.1698], Current Cost = 554.28, Rho = -1.230
(iter 48) [0.0, 1.1677] = 113.2967, sampling [0.0, 1.1613]. Recommendation = [0.0, 1.1677], Current Cost = 565.83, Rho = -1.230
(iter 49) [0.0, 1.1613] = 113.2975, sampling [0.0, 1.1587]. Recommendation = [0.0, 1.1613], Current Cost = 577.37, Rho = -1.230
(iter 50) [0.0, 1.1587] = 113.2979, sampling [0.0, 1.1524]. Recommendation = [0.0, 1.1587], Current Cost = 588.92, Rho = -1.230
(iter 51) [0.0, 1.1524] = 113.2985, sampling [0.0, 1.1500]. Recommendation = [0.0, 1.1524], Current Cost = 600.47, Rho = -1.230
(iter 52) [0.0, 1.1500] = 113.2986, sampling [0.0, 1.1459]. Recommendation = [0.0, 1.1500], Current Cost = 612.02, Rho = -1.230
(iter 53) [0.0, 1.1459] = 113.2990, sampling [0.0, 1.1427]. Recommendation = [0.0, 1.1459], Current Cost = 623.56, Rho = -1.230
(iter 54) [0.0, 1.1427] = 113.2992, sampling [0.0, 1.1388]. Recommendation = [0.0, 1.1427], Current Cost = 635.11, Rho = -1.230
(iter 55) [0.0, 1.1388] = 113.2994, sampling [0.0, 1.1345]. Recommendation = [0.0, 1.1388], Current Cost = 646.66, Rho = -1.230
(iter 56) [0.0, 1.1345] = 113.2995, sampling [0.0, 1.1317]. Recommendation = [0.0, 1.1345], Current Cost = 658.21, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1255]. Recommendation = [0.0, 1.1317], Current Cost = 669.75, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1205]. Recommendation = [0.0, 1.1317], Current Cost = 681.30, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1169]. Recommendation = [0.0, 1.1317], Current Cost = 692.85, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1144]. Recommendation = [0.0, 1.1317], Current Cost = 704.40, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1107]. Recommendation = [0.0, 1.1317], Current Cost = 715.94, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1059]. Recommendation = [0.0, 1.1317], Current Cost = 727.49, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.1030]. Recommendation = [0.0, 1.1317], Current Cost = 739.04, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0972]. Recommendation = [0.0, 1.1317], Current Cost = 750.59, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0913]. Recommendation = [0.0, 1.1317], Current Cost = 762.13, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0959]. Recommendation = [0.0, 1.1317], Current Cost = 773.68, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0851]. Recommendation = [0.0, 1.1317], Current Cost = 785.23, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0819]. Recommendation = [0.0, 1.1317], Current Cost = 796.78, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0789]. Recommendation = [0.0, 1.1317], Current Cost = 808.32, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0742]. Recommendation = [0.0, 1.1317], Current Cost = 819.87, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0697]. Recommendation = [0.0, 1.1317], Current Cost = 831.42, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0662]. Recommendation = [0.0, 1.1317], Current Cost = 842.97, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0621]. Recommendation = [0.0, 1.1317], Current Cost = 854.51, Rho = -1.230
(iter 57) [0.0, 1.1317] = 113.2995, sampling [0.0, 1.0578]. Recommendation = [0.0, 1.1317], Current Cost = 866.06, Rho = -1.230
