(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2868]. Recommendation = [0.0, 1.2803], Current Cost = 75.44, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2954]. Recommendation = [0.0, 1.2803], Current Cost = 78.98, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2906]. Recommendation = [0.0, 1.2803], Current Cost = 82.51, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2757]. Recommendation = [0.0, 1.2803], Current Cost = 86.05, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2709]. Recommendation = [0.0, 1.2757], Current Cost = 89.59, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2657]. Recommendation = [0.0, 1.2709], Current Cost = 93.13, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2618]. Recommendation = [0.0, 1.2657], Current Cost = 96.67, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2569]. Recommendation = [0.0, 1.2618], Current Cost = 100.21, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2518]. Recommendation = [0.0, 1.2569], Current Cost = 103.75, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2540]. Recommendation = [0.0, 1.2518], Current Cost = 107.29, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2468]. Recommendation = [0.0, 1.2518], Current Cost = 110.83, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2407]. Recommendation = [0.0, 1.2468], Current Cost = 114.37, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2360]. Recommendation = [0.0, 1.2407], Current Cost = 117.91, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2295]. Recommendation = [0.0, 1.2360], Current Cost = 121.45, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2249]. Recommendation = [0.0, 1.2295], Current Cost = 124.99, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2197]. Recommendation = [0.0, 1.2249], Current Cost = 128.53, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2214]. Recommendation = [0.0, 1.2197], Current Cost = 132.07, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2157]. Recommendation = [0.0, 1.2197], Current Cost = 135.61, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2090]. Recommendation = [0.0, 1.2157], Current Cost = 139.15, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2051]. Recommendation = [0.0, 1.2090], Current Cost = 142.69, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.2007]. Recommendation = [0.0, 1.2051], Current Cost = 146.23, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1932]. Recommendation = [0.0, 1.2007], Current Cost = 149.77, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1987]. Recommendation = [0.0, 1.1932], Current Cost = 153.31, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1884]. Recommendation = [0.0, 1.1932], Current Cost = 156.85, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1804]. Recommendation = [0.0, 1.1884], Current Cost = 160.39, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1759]. Recommendation = [0.0, 1.1804], Current Cost = 163.93, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1790]. Recommendation = [0.0, 1.1759], Current Cost = 167.47, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1693]. Recommendation = [0.0, 1.1759], Current Cost = 171.01, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1659]. Recommendation = [0.0, 1.1693], Current Cost = 174.55, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1607]. Recommendation = [0.0, 1.1659], Current Cost = 178.08, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1533]. Recommendation = [0.0, 1.1607], Current Cost = 181.62, Rho = 0.945
(iter 10) [0.0, 1.2803] = 113.2648, sampling [1.0, 1.1466]. Recommendation = [0.0, 1.1533], Current Cost = 185.16, Rho = 0.945
