(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.2935]. Recommendation = [0.0, 1.3174], Current Cost = 75.44, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.3054]. Recommendation = [0.0, 1.3174], Current Cost = 78.98, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.2641]. Recommendation = [0.0, 1.3174], Current Cost = 82.51, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.2776]. Recommendation = [0.0, 1.3174], Current Cost = 86.05, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.2338]. Recommendation = [0.0, 1.3174], Current Cost = 89.59, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.2485]. Recommendation = [0.0, 1.3174], Current Cost = 93.13, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.2014]. Recommendation = [0.0, 1.3174], Current Cost = 96.67, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.2163]. Recommendation = [0.0, 1.3174], Current Cost = 100.21, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.1679]. Recommendation = [0.0, 1.3174], Current Cost = 103.75, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.1866]. Recommendation = [0.0, 1.3174], Current Cost = 107.29, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.1292]. Recommendation = [0.0, 1.3174], Current Cost = 110.83, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.1490]. Recommendation = [0.0, 1.3174], Current Cost = 114.37, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.0912]. Recommendation = [0.0, 1.3174], Current Cost = 117.91, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.1098]. Recommendation = [0.0, 1.3174], Current Cost = 121.45, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.0521]. Recommendation = [0.0, 1.3174], Current Cost = 124.99, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.0729]. Recommendation = [0.0, 1.3174], Current Cost = 128.53, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.0188]. Recommendation = [0.0, 1.3174], Current Cost = 132.07, Rho = 1.000
(iter 10) [0.0, 1.3174] = 113.2499, sampling [1.0, 1.1582]. Recommendation = [0.0, 1.3174], Current Cost = 135.61, Rho = 1.000
