(iter 5) [0.0, 1.1903] = 113.2926, sampling [0.0, 1.1864]. Recommendation = [0.0, 1.1903], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.1864] = 113.2935, sampling [0.0, 1.1946]. Recommendation = [0.0, 1.1864], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.1864] = 113.2935, sampling [0.0, 1.1811]. Recommendation = [0.0, 1.1864], Current Cost = 80.83, Rho = -1.230
(iter 7) [0.0, 1.1811] = 113.2944, sampling [0.0, 1.1767]. Recommendation = [0.0, 1.1811], Current Cost = 92.38, Rho = -1.230
(iter 8) [0.0, 1.1767] = 113.2953, sampling [0.0, 1.1721]. Recommendation = [0.0, 1.1767], Current Cost = 103.93, Rho = -1.230
(iter 9) [0.0, 1.1721] = 113.2960, sampling [0.0, 1.1710]. Recommendation = [0.0, 1.1721], Current Cost = 115.47, Rho = -1.230
(iter 10) [0.0, 1.1710] = 113.2963, sampling [0.0, 1.1648]. Recommendation = [0.0, 1.1710], Current Cost = 127.02, Rho = -1.230
(iter 11) [0.0, 1.1648] = 113.2971, sampling [0.0, 1.1622]. Recommendation = [0.0, 1.1648], Current Cost = 138.57, Rho = -1.230
(iter 12) [0.0, 1.1622] = 113.2974, sampling [0.0, 1.1591]. Recommendation = [0.0, 1.1622], Current Cost = 150.12, Rho = -1.230
(iter 13) [0.0, 1.1591] = 113.2978, sampling [0.0, 1.1527]. Recommendation = [0.0, 1.1591], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.1527] = 113.2985, sampling [0.0, 1.1512]. Recommendation = [0.0, 1.1527], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.1512] = 113.2986, sampling [0.0, 1.1443]. Recommendation = [0.0, 1.1527], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.1443] = 113.2991, sampling [0.0, 1.1421]. Recommendation = [0.0, 1.1443], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.1421] = 113.2992, sampling [0.0, 1.1372]. Recommendation = [0.0, 1.1443], Current Cost = 207.85, Rho = -1.230
(iter 18) [0.0, 1.1372] = 113.2994, sampling [0.0, 1.1332]. Recommendation = [0.0, 1.1372], Current Cost = 219.40, Rho = -1.230
(iter 19) [0.0, 1.1332] = 113.2995, sampling [0.0, 1.1313]. Recommendation = [0.0, 1.1372], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.1271]. Recommendation = [0.0, 1.1332], Current Cost = 242.50, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.1215]. Recommendation = [0.0, 1.1313], Current Cost = 254.04, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.1165]. Recommendation = [0.0, 1.1313], Current Cost = 265.59, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.1143]. Recommendation = [0.0, 1.1313], Current Cost = 277.14, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.1118]. Recommendation = [0.0, 1.1313], Current Cost = 288.69, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.1077]. Recommendation = [0.0, 1.1313], Current Cost = 300.23, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.1039]. Recommendation = [0.0, 1.1313], Current Cost = 311.78, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0985]. Recommendation = [0.0, 1.1313], Current Cost = 323.33, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0941]. Recommendation = [0.0, 1.1313], Current Cost = 334.88, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0897]. Recommendation = [0.0, 1.1313], Current Cost = 346.42, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0842]. Recommendation = [0.0, 1.1313], Current Cost = 357.97, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0825]. Recommendation = [0.0, 1.1313], Current Cost = 369.52, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0794]. Recommendation = [0.0, 1.1313], Current Cost = 381.07, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0757]. Recommendation = [0.0, 1.1313], Current Cost = 392.61, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0708]. Recommendation = [0.0, 1.1313], Current Cost = 404.16, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2000]. Recommendation = [0.0, 1.1313], Current Cost = 415.71, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2040]. Recommendation = [0.0, 1.1313], Current Cost = 427.26, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0671]. Recommendation = [0.0, 1.1313], Current Cost = 438.80, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0624]. Recommendation = [0.0, 1.1313], Current Cost = 450.35, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2107]. Recommendation = [0.0, 1.1313], Current Cost = 461.90, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2143]. Recommendation = [0.0, 1.1313], Current Cost = 473.45, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0588]. Recommendation = [0.0, 1.1313], Current Cost = 484.99, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2183]. Recommendation = [0.0, 1.1313], Current Cost = 496.54, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2252]. Recommendation = [0.0, 1.1313], Current Cost = 508.09, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0554]. Recommendation = [0.0, 1.1313], Current Cost = 519.64, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0495]. Recommendation = [0.0, 1.1313], Current Cost = 531.18, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2230]. Recommendation = [0.0, 1.1313], Current Cost = 542.73, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2344]. Recommendation = [0.0, 1.1313], Current Cost = 554.28, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2301]. Recommendation = [0.0, 1.1313], Current Cost = 565.83, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2418]. Recommendation = [0.0, 1.1313], Current Cost = 577.37, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0411]. Recommendation = [0.0, 1.1313], Current Cost = 588.92, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0457]. Recommendation = [0.0, 1.1313], Current Cost = 600.47, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2530]. Recommendation = [0.0, 1.1313], Current Cost = 612.02, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2471]. Recommendation = [0.0, 1.1313], Current Cost = 623.56, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2388]. Recommendation = [0.0, 1.1313], Current Cost = 635.11, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2635]. Recommendation = [0.0, 1.1313], Current Cost = 646.66, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0344]. Recommendation = [0.0, 1.1313], Current Cost = 658.21, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.2757]. Recommendation = [0.0, 1.1313], Current Cost = 669.75, Rho = -1.230
(iter 20) [0.0, 1.1313] = 113.2995, sampling [0.0, 1.0247]. Recommendation = [0.0, 1.1313], Current Cost = 681.30, Rho = -1.230
