(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.2972]. Recommendation = [0.0, 1.2840], Current Cost = 57.74, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.2889]. Recommendation = [0.0, 1.2840], Current Cost = 69.28, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.3124]. Recommendation = [0.0, 1.2840], Current Cost = 80.83, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.2923]. Recommendation = [0.0, 1.2840], Current Cost = 92.38, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.3048]. Recommendation = [0.0, 1.2840], Current Cost = 103.93, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.3329]. Recommendation = [0.0, 1.2840], Current Cost = 115.47, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.3007]. Recommendation = [0.0, 1.2840], Current Cost = 127.02, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.3204]. Recommendation = [0.0, 1.2840], Current Cost = 138.57, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.3602]. Recommendation = [0.0, 1.2840], Current Cost = 150.12, Rho = -1.230
(iter 5) [0.0, 1.2840] = 113.2633, sampling [0.0, 1.2814]. Recommendation = [0.0, 1.2840], Current Cost = 161.66, Rho = -1.230
(iter 14) [0.0, 1.2814] = 113.2644, sampling [0.0, 1.2781]. Recommendation = [0.0, 1.2814], Current Cost = 173.21, Rho = -1.230
(iter 15) [0.0, 1.2781] = 113.2656, sampling [0.0, 1.2745]. Recommendation = [0.0, 1.2781], Current Cost = 184.76, Rho = -1.230
(iter 16) [0.0, 1.2745] = 113.2671, sampling [0.0, 1.2719]. Recommendation = [0.0, 1.2745], Current Cost = 196.31, Rho = -1.230
(iter 17) [0.0, 1.2719] = 113.2682, sampling [0.0, 1.3897]. Recommendation = [0.0, 1.2719], Current Cost = 207.85, Rho = -1.230
(iter 17) [0.0, 1.2719] = 113.2682, sampling [0.0, 1.3418]. Recommendation = [0.0, 1.2719], Current Cost = 219.40, Rho = -1.230
(iter 17) [0.0, 1.2719] = 113.2682, sampling [0.0, 1.2646]. Recommendation = [0.0, 1.2719], Current Cost = 230.95, Rho = -1.230
(iter 20) [0.0, 1.2646] = 113.2708, sampling [0.0, 1.2635]. Recommendation = [0.0, 1.2646], Current Cost = 242.50, Rho = -1.230
(iter 21) [0.0, 1.2635] = 113.2712, sampling [0.0, 1.2566]. Recommendation = [0.0, 1.2635], Current Cost = 254.04, Rho = -1.230
(iter 22) [0.0, 1.2566] = 113.2736, sampling [0.0, 1.2528]. Recommendation = [0.0, 1.2566], Current Cost = 265.59, Rho = -1.230
(iter 23) [0.0, 1.2528] = 113.2750, sampling [0.0, 1.2497]. Recommendation = [0.0, 1.2528], Current Cost = 277.14, Rho = -1.230
