(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.3089]. Recommendation = [0.0, 1.2886], Current Cost = 75.44, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2950]. Recommendation = [0.0, 1.2886], Current Cost = 78.98, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.3347]. Recommendation = [0.0, 1.2886], Current Cost = 82.51, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2990]. Recommendation = [0.0, 1.2886], Current Cost = 86.05, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.3195]. Recommendation = [0.0, 1.2886], Current Cost = 89.59, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.3597]. Recommendation = [0.0, 1.2886], Current Cost = 93.13, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.3038]. Recommendation = [0.0, 1.2886], Current Cost = 96.67, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.3140]. Recommendation = [0.0, 1.2886], Current Cost = 100.21, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2854]. Recommendation = [0.0, 1.2886], Current Cost = 103.75, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2832]. Recommendation = [0.0, 1.2854], Current Cost = 107.29, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2795]. Recommendation = [0.0, 1.2832], Current Cost = 110.83, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2752]. Recommendation = [0.0, 1.2795], Current Cost = 114.37, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2690]. Recommendation = [0.0, 1.2752], Current Cost = 117.91, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2675]. Recommendation = [0.0, 1.2690], Current Cost = 121.45, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2606]. Recommendation = [0.0, 1.2675], Current Cost = 124.99, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2559]. Recommendation = [0.0, 1.2606], Current Cost = 128.53, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2599]. Recommendation = [0.0, 1.2559], Current Cost = 132.07, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2482]. Recommendation = [0.0, 1.2559], Current Cost = 135.61, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2466]. Recommendation = [0.0, 1.2482], Current Cost = 139.15, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2404]. Recommendation = [0.0, 1.2466], Current Cost = 142.69, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2378]. Recommendation = [0.0, 1.2404], Current Cost = 146.23, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2343]. Recommendation = [0.0, 1.2378], Current Cost = 149.77, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2280]. Recommendation = [0.0, 1.2343], Current Cost = 153.31, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2268]. Recommendation = [0.0, 1.2280], Current Cost = 156.85, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2207]. Recommendation = [0.0, 1.2268], Current Cost = 160.39, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2185]. Recommendation = [0.0, 1.2207], Current Cost = 163.93, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2140]. Recommendation = [0.0, 1.2185], Current Cost = 167.47, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2104]. Recommendation = [0.0, 1.2140], Current Cost = 171.01, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2044]. Recommendation = [0.0, 1.2104], Current Cost = 174.55, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.2008]. Recommendation = [0.0, 1.2044], Current Cost = 178.08, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.1995]. Recommendation = [0.0, 1.2008], Current Cost = 181.62, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.1942]. Recommendation = [0.0, 1.1995], Current Cost = 185.16, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.1903]. Recommendation = [0.0, 1.1942], Current Cost = 188.70, Rho = 0.997
(iter 10) [0.0, 1.2886] = 113.2617, sampling [1.0, 1.1876]. Recommendation = [0.0, 1.1903], Current Cost = 192.24, Rho = 0.997
