(iter 5) [0.0, -0.3752, -0.0375] = 451.2302, sampling [0.0, 0.8982, 1.5413]. Recommendation = [0.0, -0.3752, -0.0375], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.3752, -0.0375] = 451.2302, sampling [0.0, 1.1045, 1.7498]. Recommendation = [0.0, -0.3752, -0.0375], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.3752, -0.0375] = 451.2302, sampling [0.0, -0.2817, 0.1513]. Recommendation = [0.0, -0.3752, -0.0375], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.2817, 0.1513] = 454.1394, sampling [0.0, -0.2377, 0.0388]. Recommendation = [0.0, -0.2817, 0.1513], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.0938, 0.3787]. Recommendation = [0.0, -0.2377, 0.0388], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.1360, 0.1413]. Recommendation = [0.0, -0.2377, 0.0388], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.2912, 0.3320]. Recommendation = [0.0, -0.2377, 0.0388], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.0432, 0.6557]. Recommendation = [0.0, -0.2377, 0.0388], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.4184, 0.2317]. Recommendation = [0.0, -0.2377, 0.0388], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.3033, 1.0948]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.2197, 0.2932]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.3819, 0.1567]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, -0.2068, 0.4683]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.0748, 0.1995]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.2057, 0.4655]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.0212, 0.3099]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.0694, 0.5054]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 21000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.9480, 1.1838]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 22000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.7126, 1.0378]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 23000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.7584, 1.3291]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 24000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 0.3789, 0.6730]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 25000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 1.1610, 1.1980]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 26000.00, Rho = -1.230
(iter 8) [0.0, -0.2377, 0.0388] = 454.7368, sampling [0.0, 1.2435, 1.4305]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 27000.00, Rho = -1.230
(iter 27) [0.0, 1.2435, 1.4305] = 454.8975, sampling [0.0, 0.9832, 1.3969]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 28000.00, Rho = -1.230
(iter 27) [0.0, 1.2435, 1.4305] = 454.8975, sampling [0.0, 1.0052, 0.9952]. Recommendation = [0.0, -0.3618, 0.2367], Current Cost = 29000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.8399, 0.8187]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 30000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.6753, 0.8158]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 31000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.8295, 0.9451]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 32000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 1.3431, 1.2204]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 33000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.5771, 0.4811]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 34000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.3541, 0.4179]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 35000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.5057, 0.6435]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 36000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 1.3301, 1.5949]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 37000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 1.1292, 0.8820]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 38000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 1.1949, 1.0809]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 39000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.0855, -0.0052]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 40000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.1911, 0.2236]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 41000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, -0.1624, -0.1350]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 42000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, -0.1240, 0.0521]. Recommendation = [0.0, -0.1240, 0.0521], Current Cost = 43000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.4048, 0.2443]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 44000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.1606, 0.0801]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 45000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 0.4810, 0.3382]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 46000.00, Rho = -1.230
(iter 29) [0.0, 1.0052, 0.9952] = 456.2771, sampling [0.0, 1.0835, 1.1767]. Recommendation = [0.0, 1.0052, 0.9952], Current Cost = 47000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.3371, 0.0700]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 48000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.0292, -0.0917]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 49000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 1.0007, 0.9101]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 50000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.9325, 1.0321]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 51000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.7635, 0.4077]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 52000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.6298, 0.3024]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 53000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.9202, 0.4904]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 54000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.5254, 0.2242]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 55000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 1.4625, 1.4925]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 56000.00, Rho = -1.230
(iter 47) [0.0, 1.0835, 1.1767] = 456.2922, sampling [0.0, 0.2034, -0.1829]. Recommendation = [0.0, 1.0835, 1.1767], Current Cost = 57000.00, Rho = -1.230
