(iter 5) [0.0, 0.3957, -0.2825] = 436.6585, sampling [0.0, -0.2317, 0.2789]. Recommendation = [0.0, 0.3957, -0.2825], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2317, 0.2789] = 449.7124, sampling [0.0, -0.7663, 0.8930]. Recommendation = [0.0, -0.2317, 0.2789], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2317, 0.2789] = 449.7124, sampling [0.0, -1.1659, 0.2865]. Recommendation = [0.0, -0.2317, 0.2789], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.2317, 0.2789] = 449.7124, sampling [0.0, -0.4163, 1.6046]. Recommendation = [0.0, -0.2317, 0.2789], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.2317, 0.2789] = 449.7124, sampling [0.0, 0.2712, 0.4099]. Recommendation = [0.0, -0.2317, 0.2789], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.2317, 0.2789] = 449.7124, sampling [0.0, -0.2622, 0.7827]. Recommendation = [0.0, 0.0508, 0.3240], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.2317, 0.2789] = 449.7124, sampling [0.0, -0.0459, -0.1209]. Recommendation = [0.0, 0.0508, 0.3240], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.0459, -0.1209] = 453.6940, sampling [0.0, -1.9993, 0.7490]. Recommendation = [0.0, 0.0099, 0.1705], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, -0.0459, -0.1209] = 453.6940, sampling [0.0, -0.5803, 0.0338]. Recommendation = [0.0, 0.0099, 0.1705], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, -0.0459, -0.1209] = 453.6940, sampling [0.0, 0.8577, 1.9972]. Recommendation = [0.0, -0.0599, 0.1117], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, -0.0459, -0.1209] = 453.6940, sampling [0.0, -0.5742, 0.5018]. Recommendation = [0.0, -0.0599, 0.1117], Current Cost = 15000.00, Rho = -1.230
(iter 11) [0.0, -0.0459, -0.1209] = 453.6940, sampling [0.0, 1.0908, 1.0793]. Recommendation = [0.0, -0.0599, 0.1117], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, 1.0908, 1.0793] = 455.0680, sampling [0.0, 1.8807, 1.9142]. Recommendation = [0.0, -0.0599, 0.1117], Current Cost = 17000.00, Rho = -1.230
(iter 16) [0.0, 1.0908, 1.0793] = 455.0680, sampling [0.0, 0.8036, 0.6063]. Recommendation = [0.0, -0.0599, 0.1117], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.8036, 0.6063] = 456.1062, sampling [0.0, 0.7588, 1.3383]. Recommendation = [0.0, -0.0599, 0.1117], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 0.8036, 0.6063] = 456.1062, sampling [0.0, 0.3665, 0.0576]. Recommendation = [0.0, -0.0599, 0.1117], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, 0.8036, 0.6063] = 456.1062, sampling [0.0, 0.4986, 0.6762]. Recommendation = [0.0, 0.1904, 0.0534], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, 0.8036, 0.6063] = 456.1062, sampling [0.0, 0.2547, 1.9259]. Recommendation = [0.0, 0.1904, 0.0534], Current Cost = 22000.00, Rho = -1.230
