(iter 5) [0.0, 0.7868, -0.1937] = 390.1996, sampling [0.0, 0.5887, -0.4431]. Recommendation = [0.0, 0.7868, -0.1937], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.5887, -0.4431] = 393.7752, sampling [0.0, 0.4025, -0.2253]. Recommendation = [0.0, 0.5887, -0.4431], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.4025, -0.2253] = 440.9387, sampling [0.0, 0.2371, -0.2493]. Recommendation = [0.0, 0.4025, -0.2253], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.2371, -0.2493] = 446.3873, sampling [0.0, 0.2535, -0.0521]. Recommendation = [0.0, 0.2371, -0.2493], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.2535, -0.0521] = 454.3889, sampling [0.0, 0.3547, -0.1143]. Recommendation = [0.0, 0.2535, -0.0521], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.2535, -0.0521] = 454.3889, sampling [0.0, 0.2055, -0.1244]. Recommendation = [0.0, 0.2535, -0.0521], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.2535, -0.0521] = 454.3889, sampling [0.0, 0.2086, 0.1087]. Recommendation = [0.0, 0.2535, -0.0521], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 0.2086, 0.1087] = 455.2481, sampling [0.0, 0.3876, 0.0353]. Recommendation = [0.0, 0.2086, 0.1087], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 0.2086, 0.1087] = 455.2481, sampling [0.0, -0.0241, -0.0847]. Recommendation = [0.0, 0.2086, 0.1087], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, 0.2086, 0.1087] = 455.2481, sampling [0.0, 0.0186, 0.1509]. Recommendation = [0.0, 0.2086, 0.1087], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, 0.2086, 0.1087] = 455.2481, sampling [0.0, 0.1118, -0.2231]. Recommendation = [0.0, 0.2086, 0.1087], Current Cost = 15000.00, Rho = -1.230
(iter 11) [0.0, 0.2086, 0.1087] = 455.2481, sampling [0.0, 0.2454, 0.2091]. Recommendation = [0.0, 0.2086, 0.1087], Current Cost = 16000.00, Rho = -1.230
(iter 11) [0.0, 0.2086, 0.1087] = 455.2481, sampling [0.0, 0.3446, 0.1435]. Recommendation = [0.0, 0.1566, 0.1307], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.3446, 0.1435] = 455.8094, sampling [0.0, 0.1566, 0.1307]. Recommendation = [0.0, 0.3446, 0.1435], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 0.3446, 0.1435] = 455.8094, sampling [0.0, 0.0690, 0.3371]. Recommendation = [0.0, 0.3446, 0.1435], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, 0.3446, 0.1435] = 455.8094, sampling [0.0, -0.2334, 0.0261]. Recommendation = [0.0, 0.3446, 0.1435], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, 0.3446, 0.1435] = 455.8094, sampling [0.0, -0.0814, 0.2250]. Recommendation = [0.0, 0.3446, 0.1435], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, 0.3446, 0.1435] = 455.8094, sampling [0.0, -0.3147, 0.2754]. Recommendation = [0.0, 0.3446, 0.1435], Current Cost = 22000.00, Rho = -1.230
(iter 17) [0.0, 0.3446, 0.1435] = 455.8094, sampling [0.0, -0.1737, 0.4186]. Recommendation = [0.0, 0.3446, 0.1435], Current Cost = 23000.00, Rho = -1.230
