(iter 5) [0.0, 0.0460, -0.2087] = 450.9457, sampling [0.0, -0.0041, 0.2696]. Recommendation = [0.0, 0.0460, -0.2087], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.0460, -0.2087] = 450.9457, sampling [0.0, 0.3784, 0.1893]. Recommendation = [0.0, 0.0460, -0.2087], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 0.3258, 0.4943]. Recommendation = [0.0, 0.3784, 0.1893], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, -0.1317, -0.0303]. Recommendation = [0.0, 0.3784, 0.1893], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 0.3156, -0.0689]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 0.1088, -0.0665]. Recommendation = [0.0, 0.1088, -0.0665], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 0.7598, 0.4871]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 0.6426, 0.2383]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 0.5321, 0.4281]. Recommendation = [0.0, 0.5830, 0.3567], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 0.6239, 0.7054]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 1.0574, 0.7007]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 15000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 1.0318, 0.3234]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 16000.00, Rho = -1.230
(iter 6) [0.0, 0.3784, 0.1893] = 455.7007, sampling [0.0, 1.0613, 1.1187]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 1.0613, 1.1187] = 456.2904, sampling [0.0, 0.8641, 0.9901]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 1.0613, 1.1187] = 456.2904, sampling [0.0, 1.3308, 1.0297]. Recommendation = [0.0, 0.0064, -0.0821], Current Cost = 19000.00, Rho = -1.230
