(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.3172, -0.0851]. Recommendation = [0.0, 0.8177, 0.4562], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, -0.0642, -0.0079]. Recommendation = [0.0, 0.3172, -0.0851], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.3949, 0.2940]. Recommendation = [0.0, -0.0642, -0.0079], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.7409, -0.0386]. Recommendation = [0.0, 0.3207, 0.0513], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.1161, -0.3698]. Recommendation = [0.0, 0.3207, 0.0513], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.0960, 0.2782]. Recommendation = [0.0, 0.1820, -0.1164], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, -0.1619, -0.2506]. Recommendation = [0.0, 0.2038, 0.1409], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.5994, 0.2720]. Recommendation = [0.0, 0.2038, 0.1409], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.4584, 0.5785]. Recommendation = [0.0, 0.2038, 0.1409], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.5398, -0.4880]. Recommendation = [0.0, 0.1060, 0.0696], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, -0.3272, 0.0322]. Recommendation = [0.0, 0.1060, 0.0696], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.1060, 0.0696]. Recommendation = [0.0, -0.2501, -0.0941], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, -0.1469, 0.3514]. Recommendation = [0.0, -0.2501, -0.0941], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.2292, 0.4397]. Recommendation = [0.0, -0.1672, 0.0268], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.3063, 0.1738]. Recommendation = [0.0, -0.1672, 0.0268], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8177, 0.4562] = 451.7563, sampling [1.0, 0.1820, -0.1164]. Recommendation = [0.0, -0.1672, 0.0268], Current Cost = 5020.00, Rho = 1.000
