(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.5108, -0.5757]. Recommendation = [0.0, 0.6093, -0.6473], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.3987, -0.4186]. Recommendation = [0.0, 0.5108, -0.5757], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.3033, -0.3481]. Recommendation = [0.0, 0.3987, -0.4186], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.2807, -0.4491]. Recommendation = [0.0, 0.3033, -0.3481], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.2030, -0.1498]. Recommendation = [0.0, 0.3033, -0.3481], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.0578, -0.1705]. Recommendation = [0.0, 0.2030, -0.1498], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.2094, -0.0590]. Recommendation = [0.0, 0.0578, -0.1705], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, -0.0265, 0.0380]. Recommendation = [0.0, 0.2094, -0.0590], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, 0.1259, 0.0663]. Recommendation = [0.0, -0.0265, 0.0380], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, -0.1199, 0.0037]. Recommendation = [0.0, 0.1259, 0.0663], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6093, -0.6473] = 352.3998, sampling [1.0, -0.1305, -0.1372]. Recommendation = [0.0, 0.1259, 0.0663], Current Cost = 5015.00, Rho = 1.000
