(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, -0.0125, 0.4080]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, 0.0404, 0.6337]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, 0.2288, -0.1843]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, -0.0282, 0.0686]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, 0.1711, 0.1443]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, 0.1618, 0.4659]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, -0.2448, 0.4815]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, 0.0248, 0.2487]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, 0.1657, -0.4578]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, -0.0900, -0.1983]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, -0.2263, 0.1994]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1855, 0.8033] = 396.5115, sampling [1.0, -0.1015, 0.7826]. Recommendation = [0.0, 0.1855, 0.8033], Current Cost = 5016.00, Rho = 1.000
