(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, -0.1274, 0.5666]. Recommendation = [0.0, 1.1525, 1.2313], Current Cost = 5005.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, 0.4629, 1.1039]. Recommendation = [0.0, 1.1525, 1.2313], Current Cost = 5006.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, -0.2227, -0.0017]. Recommendation = [0.0, 1.1525, 1.2313], Current Cost = 5007.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, -0.5863, 0.3268]. Recommendation = [0.0, -0.2227, -0.0017], Current Cost = 5008.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, -0.4657, 0.9697]. Recommendation = [0.0, -0.4056, 0.1666], Current Cost = 5009.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, 0.2488, 0.3543]. Recommendation = [0.0, -0.3833, 0.2456], Current Cost = 5010.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, -0.1068, -0.2575]. Recommendation = [0.0, -0.3122, 0.1427], Current Cost = 5011.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, 0.0254, 0.1830]. Recommendation = [0.0, -0.3122, 0.1427], Current Cost = 5012.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, 0.7895, 0.7661]. Recommendation = [0.0, -0.3122, 0.1427], Current Cost = 5013.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, 0.3794, 0.6730]. Recommendation = [0.0, 0.7895, 0.7661], Current Cost = 5014.00, Rho = 0.714
(iter 10) [0.0, 1.1525, 1.2313] = 455.3355, sampling [1.0, -0.3833, 0.2456]. Recommendation = [0.0, 0.7895, 0.7661], Current Cost = 5015.00, Rho = 0.714
