(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, 0.5633, 0.7313]. Recommendation = [0.0, -0.1895, 0.1552], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, 0.3569, 1.9750]. Recommendation = [0.0, 0.0318, 0.3754], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, 1.9890, 0.1185]. Recommendation = [0.0, 0.0318, 0.3754], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, 0.0972, 0.5684]. Recommendation = [0.0, 0.0972, 0.5684], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, -1.0896, 1.9823]. Recommendation = [0.0, -0.1895, 0.1552], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, -1.9744, 1.8700]. Recommendation = [0.0, -0.1895, 0.1552], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, 0.2039, 1.1626]. Recommendation = [0.0, -0.1895, 0.1552], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, -0.6023, 1.5982]. Recommendation = [0.0, -0.1895, 0.1552], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.1895, 0.1552] = 453.4627, sampling [0.0, 0.2765, 0.1399]. Recommendation = [0.0, -0.1895, 0.1552], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.2765, 0.1399] = 455.3732, sampling [0.0, 1.2849, 1.9963]. Recommendation = [0.0, 0.0318, 0.3754], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.2765, 0.1399] = 455.3732, sampling [0.0, 1.9132, 1.9396]. Recommendation = [0.0, 0.0318, 0.3754], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.2765, 0.1399] = 455.3732, sampling [0.0, 0.9164, 1.4151]. Recommendation = [0.0, 0.0318, 0.3754], Current Cost = 16000.00, Rho = -1.230
