(iter 5) [0.0, 1.0308, -0.1790] = 302.1733, sampling [0.0, 0.7902, 0.3315]. Recommendation = [0.0, 1.0308, -0.1790], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.7902, 0.3315] = 447.6776, sampling [0.0, 0.5860, 0.5472]. Recommendation = [0.0, 0.7902, 0.3315], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.5860, 0.5472] = 451.9720, sampling [0.0, 0.8926, 0.6454]. Recommendation = [0.0, 0.5860, 0.5472], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.8243, 0.5078]. Recommendation = [0.0, 0.8243, 0.5078], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.6150, 0.8904]. Recommendation = [0.0, 0.8926, 0.6454], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.6739, 0.6536]. Recommendation = [0.0, 0.6739, 0.6536], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.2540, 0.6870]. Recommendation = [0.0, 0.8926, 0.6454], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.4338, 0.3531]. Recommendation = [0.0, 0.8926, 0.6454], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.6483, 0.2464]. Recommendation = [0.0, 0.6287, 0.4867], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.5084, 0.4307]. Recommendation = [0.0, 0.6287, 0.4867], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.8926, 0.6454] = 453.9985, sampling [0.0, 0.4883, 0.7524]. Recommendation = [0.0, 0.6287, 0.4867], Current Cost = 15000.00, Rho = -1.230
