(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.6398, -0.0940]. Recommendation = [0.0, -1.2702, 1.2461], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.5179, -0.3584]. Recommendation = [0.0, -1.2702, 1.2461], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.4227, -0.0188]. Recommendation = [0.0, -1.2702, 1.2461], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.2607, -0.3149]. Recommendation = [0.0, 0.4227, -0.0188], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.4741, -0.1333]. Recommendation = [0.0, 0.4227, -0.0188], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.2475, -0.0901]. Recommendation = [0.0, 0.4227, -0.0188], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.2089, -0.5705]. Recommendation = [0.0, 0.2475, -0.0901], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.0730, -0.2549]. Recommendation = [0.0, 0.2475, -0.0901], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.0844, 0.0189]. Recommendation = [0.0, 0.2475, -0.0901], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.3540, 0.2037]. Recommendation = [0.0, 0.1219, -0.0385], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.5620, 0.1490]. Recommendation = [0.0, 0.1941, -0.0620], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.1869, 0.0974]. Recommendation = [0.0, 0.1941, -0.0620], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.0619, 0.2207]. Recommendation = [0.0, 0.1941, -0.0620], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.0957, -0.0665]. Recommendation = [0.0, 0.1581, 0.0685], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.0529, 0.4236]. Recommendation = [0.0, 0.1219, -0.0385], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.3367, 0.3208]. Recommendation = [0.0, 0.0937, 0.1191], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.3510, 0.0648]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.2554, -0.2645]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.6818, 0.6546]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.3344, 0.5560]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.5718, 0.3771]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.9917, 0.9404]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.7283, 0.9133]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.9729, 0.5378]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.5632, 0.1291]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.7467, 0.4269]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -1.1249, 0.7952]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -1.1110, 1.0804]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.5548, 0.5449]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.0181, -0.3994]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.7841, 0.6993]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.3849, -0.1413]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.1816, 0.3167]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.4330, 0.7705]. Recommendation = [0.0, -0.3657, 0.1834], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.8831, 0.8658]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.7202, 0.2051]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.1639, -0.1545]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.3657, 0.1834]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.8875, 1.2364]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.8899, 1.0375]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.0238, 0.0341]. Recommendation = [0.0, -0.0238, 0.0341], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.0383, -0.1752]. Recommendation = [0.0, 0.1581, 0.0685], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.4605, 0.3978]. Recommendation = [0.0, 0.1581, 0.0685], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, -0.0554, 0.5760]. Recommendation = [0.0, 0.1581, 0.0685], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -1.2702, 1.2461] = 437.6532, sampling [1.0, 0.2069, 0.4316]. Recommendation = [0.0, 0.1581, 0.0685], Current Cost = 5049.00, Rho = 1.000
