(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.9370, 0.9247]. Recommendation = [0.0, 1.1878, 1.2692], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 1.0924, 1.0448]. Recommendation = [0.0, 0.9370, 0.9247], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.6764, 0.4340]. Recommendation = [0.0, 0.9370, 0.9247], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.7883, 0.7696]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.9039, 0.4967]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.6460, 0.6611]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 1.1223, 0.7761]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.9176, 1.0967]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.4053, 0.3618]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.6552, 0.2055]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.5535, 0.3866]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.3701, 0.1096]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.4924, 0.1518]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.7311, 0.9767]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.1952, 0.1340]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.2530, 0.2921]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.2573, -0.0551]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.5385, 0.4892]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 1.1136, 1.1291]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.5103, -0.1039]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.0834, -0.0095]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.0436, 0.1285]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.7564, 0.3048]. Recommendation = [0.0, 0.1011, 0.0502], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.3369, 0.5559]. Recommendation = [0.0, 0.1011, 0.0502], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.1242, -0.1263]. Recommendation = [0.0, 0.1011, 0.0502], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.1011, 0.0502]. Recommendation = [0.0, 0.1011, 0.0502], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 1.0336, 1.0090]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 0.8991, 0.8708]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.1878, 1.2692] = 454.2546, sampling [1.0, 1.0004, 1.1579]. Recommendation = [0.0, 0.6764, 0.4340], Current Cost = 5033.00, Rho = 1.000
