(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.3897, 0.4883]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.6811, 1.0023]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.1018, 0.1736]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.5103, 0.2075]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.7844, 0.6454]. Recommendation = [0.0, 0.2822, 0.1457], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.2487, 0.8153]. Recommendation = [0.0, 0.2822, 0.1457], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.2488, 0.0802]. Recommendation = [0.0, 0.2822, 0.1457], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.1703, 0.4731]. Recommendation = [0.0, 0.1843, 0.0590], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.0981, 0.4174]. Recommendation = [0.0, 0.3015, 0.2469], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.0834, -0.1582]. Recommendation = [0.0, 0.3878, 0.2480], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.4918, 0.7206]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.7111, 1.4124]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.8961, 1.0314]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.3139, -0.3702]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.5523, 0.0286]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.3508, -0.1276]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.2822, 0.1457]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.5581, -0.0884]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.7930, 0.2963]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.2098, -0.4915]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.0252, -0.3809]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.4938, 0.2895]. Recommendation = [0.0, 0.0286, -0.0214], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.1302, 0.9142]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.2987, 1.3003]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.1143, 0.2317]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.4687, 0.6842]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.3785, -0.0102]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.4839, -0.3395]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.0286, -0.0214]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.9916, 0.7854]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.7786, 0.4693]. Recommendation = [0.0, -0.3208, 0.1434], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.3737, 0.4418]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.7592, 0.1765]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, -0.6493, -0.3940]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.0993, 1.2111] = 456.2895, sampling [1.0, 0.0122, 0.6486]. Recommendation = [0.0, 1.0993, 1.2111], Current Cost = 5039.00, Rho = 1.000
