(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.2908, 0.4851]. Recommendation = [0.0, -0.7419, 0.1573], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.7253, 0.7808]. Recommendation = [0.0, -0.2908, 0.4851], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.6114, 0.4453]. Recommendation = [0.0, -0.7253, 0.7808], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.1903, 0.8196]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.1169, 1.1478]. Recommendation = [0.0, -0.5451, 0.5293], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.9976, 0.5513]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.6740, 1.1825]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.0014, 0.8804]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.4410, 1.4138]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.3148, 0.8292]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.0332, 1.5993]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.1844, 0.1871]. Recommendation = [0.0, -0.6114, 0.4453], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.4757, 0.2291]. Recommendation = [0.0, -0.5885, 0.4028], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.5155, 0.7205]. Recommendation = [0.0, -0.4164, 0.3108], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.1363, 1.4228]. Recommendation = [0.0, -0.4164, 0.3108], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.2816, 1.6745]. Recommendation = [0.0, -0.4164, 0.3108], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.7865, 0.4690]. Recommendation = [0.0, -0.4164, 0.3108], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.4580, -0.1277]. Recommendation = [0.0, -0.4164, 0.3108], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.0005, 0.2742]. Recommendation = [0.0, -0.4075, 0.3032], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -1.1142, 0.2347]. Recommendation = [0.0, -0.4075, 0.3032], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, 0.0586, 0.5764]. Recommendation = [0.0, -0.4075, 0.3032], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.3523, 0.0696]. Recommendation = [0.0, -0.4075, 0.3032], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.7419, 0.1573] = 437.8137, sampling [1.0, -0.8408, 1.3512]. Recommendation = [0.0, -0.4075, 0.3032], Current Cost = 5027.00, Rho = 1.000
