(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.1713, -0.1971]. Recommendation = [0.0, 0.0460, -0.7263], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.2911, 0.0782]. Recommendation = [0.0, -0.1713, -0.1971], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.0543, 0.2342]. Recommendation = [0.0, -0.2911, 0.0782], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.0080, -0.0120]. Recommendation = [0.0, -0.1583, 0.0179], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.2708, 0.3821]. Recommendation = [0.0, -0.1583, 0.0179], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.1583, 0.0179]. Recommendation = [0.0, -0.1583, 0.0179], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.4216, -0.2177]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.4491, 0.0896]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.0794, 0.5167]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.2984, 0.1687]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.1108, 0.1831]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.0433, -0.1375]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.1166, -0.3360]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.5917, 0.2908]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.6278, 0.0924]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.3229, 0.2708]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.5169, 0.5489]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.3728, 0.4440]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.2169, 0.6847]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.5988, 0.4104]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.4076, 0.0324]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.0654, 0.3406]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.3705, 0.1295]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.2911, 0.2452]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.1355, 0.3310]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.3316, 0.1011]. Recommendation = [0.0, 0.0080, -0.0120], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.0839, -0.2972]. Recommendation = [0.0, 0.3316, 0.1011], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.4157, 0.5045]. Recommendation = [0.0, 0.3316, 0.1011], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.3367, 0.3876]. Recommendation = [0.0, 0.3316, 0.1011], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.4733, 0.2234]. Recommendation = [0.0, 0.3316, 0.1011], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.3592, -0.0862]. Recommendation = [0.0, 0.3185, 0.1662], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.4493, 0.0993]. Recommendation = [0.0, 0.3185, 0.1662], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.5706, 0.3520]. Recommendation = [0.0, 0.3185, 0.1662], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.6668, 0.6332]. Recommendation = [0.0, 0.3185, 0.1662], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.4856, 0.7379]. Recommendation = [0.0, 0.3185, 0.1662], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.6539, 0.4301]. Recommendation = [0.0, 0.3185, 0.1662], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.5135, 0.4627]. Recommendation = [0.0, 0.5422, 0.4041], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.3765, 0.0010]. Recommendation = [0.0, 0.3185, 0.1662], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.3185, 0.1662]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.7260, 0.3640]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.5343, 0.1204]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.5378, 0.6105]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.8936, 0.7450]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.7497, 0.7734]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.7386, 0.6436]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.8183, 0.9034]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.6496, 1.0262]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.8241, 0.3747]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.5560, -0.0943]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.0456, 0.5389]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.5422, 0.4041]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.2312, 0.7335]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.6422, 0.7134]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.6959, 0.2041]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.0150, -0.4323]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.3159, -0.2587]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.6123, 0.2305]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.1731, -0.3064]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.2258, -0.4777]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.5744, -0.0746]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.4972, 0.2103]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.9270, 1.0314]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.0786, 0.9695]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.0056, 1.0535]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.9107, 1.1506]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.1966, 0.8305]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.1502, 0.3681]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.0164, 1.1246]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.3097, 0.2793]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.0001, 0.2757]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.7998, 0.8623]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.6464, 0.4276]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.6108, 0.6194]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.8250, 0.3246]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.7386, 0.6145]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.8231, 0.4892]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.5742, 0.7481]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.6329, 0.8201]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.8166, 0.5629]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.6841, 0.6936]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.7251, 0.0042]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.2957, 0.3194]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.1351, 0.5015]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.0515, 1.1996]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.8399, 1.2748]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.1854, 1.1543]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.1436, 0.9810]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.9038, 0.2811]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.0209, 1.1959]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.7679, 0.7236]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.0213, 0.3997]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.0881, 0.2504]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.3559, 0.4790]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 1.0633, 1.3437]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.1960, 1.1478]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.4234, 0.5986]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.3011, 0.0612]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.5494, -0.3653]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, 0.6821, 0.6630]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.0460, -0.7263] = 402.3341, sampling [1.0, -0.6818, 0.8458]. Recommendation = [0.0, 0.6539, 0.4301], Current Cost = 5104.00, Rho = 1.000
