(iter 5) [0.0, -0.1768, -0.4166] = 434.8603, sampling [0.0, -0.4305, -0.1874]. Recommendation = [0.0, -0.1768, -0.4166], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.4305, -0.1874] = 440.3571, sampling [0.0, -0.2849, 0.0833]. Recommendation = [0.0, -0.4305, -0.1874], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.1817, -0.0795]. Recommendation = [0.0, -0.2849, 0.0833], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.4422, 0.2628]. Recommendation = [0.0, -0.2849, 0.0833], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.3883, 0.1037]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.6102, 0.1961]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.5787, -0.0040]. Recommendation = [0.0, -0.2849, 0.0833], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.3971, 0.4695]. Recommendation = [0.0, -0.2849, 0.0833], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.1045, 0.1684]. Recommendation = [0.0, -0.2849, 0.0833], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.1382, 0.4075]. Recommendation = [0.0, -0.3728, 0.1955], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.3728, 0.1955]. Recommendation = [0.0, -0.3728, 0.1955], Current Cost = 15000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.5808, 0.3426]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 16000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.5463, 0.2443]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 17000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.5060, 0.4378]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 18000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.8025, 0.2368]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 19000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.6960, 0.6357]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 20000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.8411, 0.5398]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 21000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.7677, 0.5680]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 22000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.3302, 0.7274]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 23000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.1313, -0.1392]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 24000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.8721, 0.4445]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 25000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.0628, 0.1185]. Recommendation = [0.0, -0.3478, 0.1057], Current Cost = 26000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, -0.0855, -0.2531]. Recommendation = [0.0, -0.2849, 0.0833], Current Cost = 27000.00, Rho = -1.230
(iter 6) [0.0, -0.2849, 0.0833] = 454.6486, sampling [0.0, 0.0548, -0.0754]. Recommendation = [0.0, -0.2849, 0.0833], Current Cost = 28000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, 0.1198, 0.1204]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 29000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.0374, 0.3242]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 30000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, 0.1092, 0.3092]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 31000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, 0.1145, 0.1644]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 32000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.3478, 0.1057]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 33000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.6626, 0.0764]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 34000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.7405, 0.7785]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 35000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.9695, 0.6867]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 36000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.7681, 0.6151]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 37000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -1.0659, 0.4524]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 38000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.4464, 0.5229]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 39000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, -0.5981, -0.2300]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 40000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, 0.0890, -0.1017]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 41000.00, Rho = -1.230
(iter 28) [0.0, 0.0548, -0.0754] = 454.7924, sampling [0.0, 0.2705, 0.0842]. Recommendation = [0.0, 0.0548, -0.0754], Current Cost = 42000.00, Rho = -1.230
(iter 42) [0.0, 0.2705, 0.0842] = 455.7558, sampling [0.0, 0.2600, 0.2273]. Recommendation = [0.0, 0.2705, 0.0842], Current Cost = 43000.00, Rho = -1.230
(iter 42) [0.0, 0.2705, 0.0842] = 455.7558, sampling [0.0, 0.2350, -0.0699]. Recommendation = [0.0, 0.2705, 0.0842], Current Cost = 44000.00, Rho = -1.230
(iter 42) [0.0, 0.2705, 0.0842] = 455.7558, sampling [0.0, 0.1963, 0.2794]. Recommendation = [0.0, 0.2705, 0.0842], Current Cost = 45000.00, Rho = -1.230
(iter 42) [0.0, 0.2705, 0.0842] = 455.7558, sampling [0.0, 0.1551, 0.5052]. Recommendation = [0.0, 0.2705, 0.0842], Current Cost = 46000.00, Rho = -1.230
(iter 42) [0.0, 0.2705, 0.0842] = 455.7558, sampling [0.0, 0.3080, 0.0340]. Recommendation = [0.0, 0.2705, 0.0842], Current Cost = 47000.00, Rho = -1.230
(iter 42) [0.0, 0.2705, 0.0842] = 455.7558, sampling [0.0, 0.0517, -0.3093]. Recommendation = [0.0, 0.2705, 0.0842], Current Cost = 48000.00, Rho = -1.230
(iter 42) [0.0, 0.2705, 0.0842] = 455.7558, sampling [0.0, 0.3732, 0.1767]. Recommendation = [0.0, 0.2705, 0.0842], Current Cost = 49000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.2956, 0.2660]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 50000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, -0.0924, 0.5592]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 51000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.2120, 0.3890]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 52000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.4172, 0.1113]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 53000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.3251, -0.0093]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 54000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.4205, 0.3381]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 55000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.4141, 0.0540]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 56000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.3382, -0.0874]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 57000.00, Rho = -1.230
(iter 49) [0.0, 0.3732, 0.1767] = 455.7667, sampling [0.0, 0.5410, 0.2430]. Recommendation = [0.0, 0.3732, 0.1767], Current Cost = 58000.00, Rho = -1.230
