(iter 5) [0.0, -0.0438, -0.1726] = 452.1664, sampling [0.0, -0.1935, 0.5089]. Recommendation = [0.0, -0.0438, -0.1726], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0438, -0.1726] = 452.1664, sampling [0.0, 0.4531, 0.2536]. Recommendation = [0.0, -0.0438, -0.1726], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.2777, 1.3718]. Recommendation = [0.0, 0.4531, 0.2536], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.3655, 0.7030]. Recommendation = [0.0, 0.4531, 0.2536], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.8250, -0.2814]. Recommendation = [0.0, 0.3352, 0.2781], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.7383, 0.4570]. Recommendation = [0.0, 0.3077, 0.2626], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.4112, 0.0394]. Recommendation = [0.0, 0.1191, 0.1537], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.1191, 0.1537]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -1.1388, 1.0911]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -1.2884, 1.8922]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -1.8786, 1.4768]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 15000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.8095, 1.9476]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 16000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.6290, 0.8542]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 17000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.5183, 1.9623]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 18000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.9124, 0.4961]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 19000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -1.2118, 0.5209]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 20000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 1.7233, -0.5308]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 21000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.3801, -0.2374]. Recommendation = [0.0, -0.1085, 0.1220], Current Cost = 22000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.9709, 1.3666]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 23000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.0296, 0.9230]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 24000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.7332, 0.0846]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 25000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.8336, 0.8154]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 26000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.6585, 0.5318]. Recommendation = [0.0, 0.7133, 0.6401], Current Cost = 27000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.4847, 0.3662]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 28000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 0.6980, 0.0727]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 29000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.8723, 0.8615]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 30000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, -0.3501, -0.3444]. Recommendation = [0.0, 0.2488, -0.0070], Current Cost = 31000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 1.7475, 1.9873]. Recommendation = [0.0, 0.3006, 0.1152], Current Cost = 32000.00, Rho = -1.230
(iter 6) [0.0, 0.4531, 0.2536] = 455.7678, sampling [0.0, 1.2587, 1.5346]. Recommendation = [0.0, 0.3006, 0.1152], Current Cost = 33000.00, Rho = -1.230
(iter 33) [0.0, 1.2587, 1.5346] = 455.9848, sampling [0.0, 1.0570, 1.2361]. Recommendation = [0.0, 0.3006, 0.1152], Current Cost = 34000.00, Rho = -1.230
(iter 33) [0.0, 1.2587, 1.5346] = 455.9848, sampling [0.0, 1.1675, 1.9031]. Recommendation = [0.0, 0.3006, 0.1152], Current Cost = 35000.00, Rho = -1.230
(iter 33) [0.0, 1.2587, 1.5346] = 455.9848, sampling [0.0, 0.9673, 1.5513]. Recommendation = [0.0, 0.3006, 0.1152], Current Cost = 36000.00, Rho = -1.230
